SUMIDOURO-RJ,,,,RJ,,,"320.227,07",,,,,,,,-,,,,,,"320.227,07",,,,,,,"920.630,86",,,,,,,,,,,,
TANGUA-RJ,,,,RJ,,,"375.918,74",,,,,,,,-,,,,,,"375.918,74",,,,,,,"1.080.740,58",,,,,,,,,,,,
TERESOPOLIS-RJ,,,,RJ,,,"542.993,73",,,,,,,,-,,,,,,"542.993,73",,,,,,,"1.561.069,72",,,,,,,,,,,,
TRAJANO DE MORAIS-RJ,,,,RJ,,,"292.381,24",,,,,,,,-,,,,,,"292.381,24",,,,,,,"840.576,00",,,,,,,,,,,,
VARRE-SAI-RJ,,,,RJ,,,"278.458,32",,,,,,,,-,,,,,,"278.458,32",,,,,,,"800.548,57",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VASSOURAS-RJ,,,,RJ,,,"718.886,25",,,,,,,,-,,,,,,"718.886,25",,,,,,,"1.081.654,52",,,,,,,,,,,,
VOLTA REDONDA-RJ,,,,RJ,,,"566.483,53",,,,,,,,-,,,,,,"566.483,53",,,,,,,"1.532.494,03",,,,,,,,,,,,
RIO DE JANEIRO TOTAL,,,,,,,"86.307.596,00",,,,,,,,"68.665.476,46",,,,,,"154.973.072,46",,,,,,,"417.558.348,42",,,,,,,,,,,,
ACARI-RN,,,,RN,,,"5.395,01",,,,,,,,-,,,,,,"5.395,01",,,,,,,"15.802,76",,,,,,,,,,,,
ACU-RN,,,,RN,,,"212.658,03",,,,,,,,"84.822,12",,,,,,"297.480,15",,,,,,,"799.837,56",,,,,,,,,,,,
AFONSO BEZERRA-RN,,,,RN,,,"5.395,01",,,,,,,,-,,,,,,"5.395,01",,,,,,,"15.802,76",,,,,,,,,,,,
AGUA NOVA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
ALEXANDRIA-RN,,,,RN,,,"5.651,92",,,,,,,,-,,,,,,"5.651,92",,,,,,,"16.555,27",,,,,,,,,,,,
ALMINO AFONSO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
ALTO DO RODRIGUES-RN,,,,RN,,,"229.655,14",,,,,,,,"85.718,66",,,,,,"315.373,80",,,,,,,"821.417,01",,,,,,,,,,,,
ANTONIO MARTINS-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
APODI-RN,,,,RN,,,"203.569,83",,,,,,,,"97.537,52",,,,,,"301.107,35",,,,,,,"805.072,52",,,,,,,,,,,,
AREIA BRANCA-RN,,,,RN,,,"535.637,05",,,,,,,,"464.591,02",,,,,,"1.000.228,07",,,,,,,"2.659.117,68",,,,,,,,,,,,
AUGUSTO SEVERO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
BARAUNA-RN,,,,RN,,,"6.422,64",,,,,,,,-,,,,,,"6.422,64",,,,,,,"18.812,84",,,,,,,,,,,,
CAICO-RN,,,,RN,,,"8.477,88",,,,,,,,-,,,,,,"8.477,88",,,,,,,"24.832,93",,,,,,,,,,,,
CARAUBAS-RN,,,,RN,,,"137.592,70",,,,,,,,"42.168,42",,,,,,"179.761,12",,,,,,,"460.890,80",,,,,,,,,,,,
CARNAUBA DOS DANTAS-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
CARNAUBAIS-RN,,,,RN,,,"136.569,70",,,,,,,,"23.099,73",,,,,,"159.669,43",,,,,,,"424.796,68",,,,,,,,,,,,
CERRO CORA-RN,,,,RN,,,"5.395,01",,,,,,,,-,,,,,,"5.395,01",,,,,,,"15.802,76",,,,,,,,,,,,
CORONEL JOAO PESSOA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
CRUZETA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
CURRAIS NOVOS-RN,,,,RN,,,"7.964,08",,,,,,,,-,,,,,,"7.964,08",,,,,,,"23.327,92",,,,,,,,,,,,
DOUTOR SEVERIANO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
ENCANTO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
EQUADOR-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
FELIPE GUERRA-RN,,,,RN,,,"157.493,70",,,,,,,,"52.760,22",,,,,,"210.253,92",,,,,,,"1.589.703,01",,,,,,,,,,,,
FLORANIA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
FRANCISCO DANTAS-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
FRUTUOSO GOMES-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
GALINHOS-RN,,,,RN,,,"5.138,11",,,,,,,,"81.868,64",,,,,,"87.006,75",,,,,,,"249.030,71",,,,,,,,,,,,
GOIANINHA-RN,,,,RN,,,"3.761.011,04",,,,,,,,-,,,,,,"3.761.011,04",,,,,,,"3.854.232,70",,,,,,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,,RN,,,"212.586,52",,,,,,,,"106.443,80",,,,,,"319.030,32",,,,,,,"806.275,18",,,,,,,,,,,,
GROSSOS-RN,,,,RN,,,"69.587,64",,,,,,,,"77.247,77",,,,,,"146.835,41",,,,,,,"414.895,43",,,,,,,,,,,,
GUAMARE-RN,,,,RN,,,"1.003.365,69",,,,,,,,"687.290,58",,,,,,"1.690.656,27",,,,,,,"5.082.610,69",,,,,,,,,,,,
IELMOMARINHO-RN,,,,RN,,,"618.854,61",,,,,,,,-,,,,,,"618.854,61",,,,,,,"1.678.086,77",,,,,,,,,,,,
IPANGUACU-RN,,,,RN,,,"5.395,01",,,,,,,,-,,,,,,"5.395,01",,,,,,,"15.802,76",,,,,,,,,,,,
IPUEIRA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
ITAJA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
ITAU-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
JANDAIRA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
JANDUIS-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
JARDIM DE PIRANHAS-RN,,,,RN,,,"5.395,01",,,,,,,,-,,,,,,"5.395,01",,,,,,,"15.802,76",,,,,,,,,,,,
JARDIM DO SERIDO-RN,,,,RN,,,"5.651,92",,,,,,,,-,,,,,,"5.651,92",,,,,,,"16.555,27",,,,,,,,,,,,
JOAO DIAS-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
JOSE DA PENHA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
JUCURUTU-RN,,,,RN,,,"6.165,73",,,,,,,,-,,,,,,"6.165,73",,,,,,,"18.060,31",,,,,,,,,,,,
LAGOA NOVA-RN,,,,RN,,,"5.651,92",,,,,,,,-,,,,,,"5.651,92",,,,,,,"16.555,27",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCRECIA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
LUIS GOMES-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
MACAIBA-RN,,,,RN,,,"618.854,61",,,,,,,,-,,,,,,"618.854,61",,,,,,,"1.678.086,77",,,,,,,,,,,,
MACAU-RN,,,,RN,,,"1.185.114,33",,,,,,,,"462.340,18",,,,,,"1.647.454,51",,,,,,,"4.956.153,10",,,,,,,,,,,,
MAJOR SALES-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
MARCELINO VIEIRA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
MARTINS-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
MESSIAS TARGINO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
MOSSORO-RN,,,,RN,,,"1.360.315,50",,,,,,,,"1.065.540,85",,,,,,"2.425.856,35",,,,,,,"6.458.629,60",,,,,,,,,,,,
OLHO D'AGUA DO BORGES-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
OURO BRANCO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
PARANA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
PARAU-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
PARELHAS-RN,,,,RN,,,"6.422,64",,,,,,,,-,,,,,,"6.422,64",,,,,,,"18.812,84",,,,,,,,,,,,
PATU-RN,,,,RN,,,"5.395,01",,,,,,,,-,,,,,,"5.395,01",,,,,,,"15.802,76",,,,,,,,,,,,
PAU DOS FERROS-RN,,,,RN,,,"6.936,45",,,,,,,,-,,,,,,"6.936,45",,,,,,,"20.317,85",,,,,,,,,,,,
PEDRO AVELINO-RN,,,,RN,,,"5.224,48",,,,,,,,"40,16",,,,,,"5.264,64",,,,,,,"15.351,76",,,,,,,,,,,,
PENDENCIAS-RN,,,,RN,,,"178.196,45",,,,,,,,"69.106,58",,,,,,"247.303,03",,,,,,,"664.293,24",,,,,,,,,,,,
PILOES-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
PORTALEGRE-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
PORTO DO MANGUE-RN,,,,RN,,,"151.813,50",,,,,,,,"240.869,09",,,,,,"392.682,59",,,,,,,"1.142.325,75",,,,,,,,,,,,
RAFAEL FERNANDES-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
RAFAEL GODEIRO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
RIACHO DA CRUZ-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
RIACHO DE SANTANA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
RODOLFO FERNANDES-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SANTANA DO SERIDO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SÃO FERNANDO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SÃO FRANCISCO DO OESTE-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SÃO JOAO DO SABUGI-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SAO JOSE DO SERIDO-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SÃO MIGUEL-RN,,,,RN,,,"6.679,55",,,,,,,,-,,,,,,"6.679,55",,,,,,,"19.565,35",,,,,,,,,,,,
SAO RAFAEL-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SAO VICENTE-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SERRA DO MEL-RN,,,,RN,,,"107.219,15",,,,,,,,"16.996,06",,,,,,"124.215,21",,,,,,,"355.008,18",,,,,,,,,,,,
SERRA NEGRA DO NORTE-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SERRINHA DOS PINTOS-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
SEVERIANO MELO-RN,,,,RN,,,"5.395,01",,,,,,,,-,,,,,,"5.395,01",,,,,,,"15.802,76",,,,,,,,,,,,
TABOLEIRO GRANDE-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
TENENTE ANANIAS-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
TENENTE LAURENTINO CRUZ-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
TIBAU-RN,,,,RN,,,"69.587,64",,,,,,,,"9.296,89",,,,,,"78.884,53",,,,,,,"228.138,40",,,,,,,,,,,,
TIMBAUBA DOS BATISTAS-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
TRIUNFO POTIGUAR-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
UMARIZAL-RN,,,,RN,,,"5.395,01",,,,,,,,-,,,,,,"5.395,01",,,,,,,"15.802,76",,,,,,,,,,,,
UPANEMA-RN,,,,RN,,,"124.476,64",,,,,,,,"50.413,18",,,,,,"174.889,82",,,,,,,"475.354,62",,,,,,,,,,,,
VENHA-VER-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
VICOSA-RN,,,,RN,,,"5.138,11",,,,,,,,-,,,,,,"5.138,11",,,,,,,"15.050,27",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO GRANDE DO NORTE TOTAL,,,,,,,"11.466.026,70",,,,,,,,"3.718.151,47",,,,,,"15.184.178,17",,,,,,,"36.736.790,40",,,,,,,,,,,,
CANOAS-RS,,,,RS,,,"566.483,53",,,,,,,,-,,,,,,"566.483,53",,,,,,,"1.532.494,03",,,,,,,,,,,,
CIDREIRA-RS,,,,RS,,,-,,,,,,,,"107.621,46",,,,,,"107.621,46",,,,,,,"248.455,23",,,,,,,,,,,,
IMBE-RS,,,,RS,,,-,,,,,,,,"107.621,46",,,,,,"107.621,46",,,,,,,"763.129,52",,,,,,,,,,,,
OSORIO-RS,,,,RS,,,"618.854,61",,,,,,,,-,,,,,,"618.854,61",,,,,,,"1.631.513,36",,,,,,,,,,,,
TRAMANDAI-RS,,,,RS,,,"912.231,11",,,,,,,,"143.495,28",,,,,,"1.055.726,39",,,,,,,"3.245.224,99",,,,,,,,,,,,
RIO GRANDE DO SUL TOTAL,,,,,,,"2.097.569,25",,,,,,,,"358.738,20",,,,,,"2.456.307,45",,,,,,,"7.420.817,13",,,,,,,,,,,,
ARAQUARI-SC,,,,SC,,,-,,,,,,,,"179.300,94",,,,,,"179.300,94",,,,,,,"446.160,62",,,,,,,,,,,,
BALNEARIO BARRA DO SUL-SC,,,,SC,,,-,,,,,,,,"179.300,94",,,,,,"179.300,94",,,,,,,"446.160,62",,,,,,,,,,,,
GARUVA-SC,,,,SC,,,-,,,,,,,,"179.300,94",,,,,,"179.300,94",,,,,,,"446.160,62",,,,,,,,,,,,
ITAPOA-SC,,,,SC,,,-,,,,,,,,"179.300,94",,,,,,"179.300,94",,,,,,,"446.160,62",,,,,,,,,,,,
JOINVILLE-SC,,,,SC,,,-,,,,,,,,"179.300,94",,,,,,"179.300,94",,,,,,,"446.160,62",,,,,,,,,,,,
SÃO FRANCISCO DO SUL-SC,,,,SC,,,"835.940,92",,,,,,,,"597.669,82",,,,,,"1.433.610,74",,,,,,,"4.155.392,26",,,,,,,,,,,,
SANTA CATARINA TOTAL,,,,,,,"835.940,92",,,,,,,,"1.494.174,52",,,,,,"2.330.115,44",,,,,,,"6.386.195,36",,,,,,,,,,,,
AMPARO DE SÃO FRANCISCO-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
AQUIDABA-SE,,,,SE,,,"3.675,68",,,,,,,,-,,,,,,"3.675,68",,,,,,,"10.157,37",,,,,,,,,,,,
ARACAJU-SE,,,,SE,,,"1.027.962,72",,,,,,,,"373.192,54",,,,,,"1.401.155,26",,,,,,,"4.222.295,84",,,,,,,,,,,,
ARAUA-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
AREIA BRANCA-SE,,,,SE,,,"4.906,04",,,,,,,,"983,24",,,,,,"5.889,28",,,,,,,"15.721,40",,,,,,,,,,,,
BARRA DOS COQUEIROS-SE,,,,SE,,,"65.400,47",,,,,,,,"184.856,55",,,,,,"250.257,02",,,,,,,"679.426,58",,,,,,,,,,,,
BOQUIM-SE,,,,SE,,,"3.969,74",,,,,,,,-,,,,,,"3.969,74",,,,,,,"10.969,96",,,,,,,,,,,,
BREJO GRANDE-SE,,,,SE,,,"92.308,43",,,,,,,,"6.200,83",,,,,,"98.509,26",,,,,,,"277.656,50",,,,,,,,,,,,
CAMPO DO BRITO-SE,,,,SE,,,"3.381,63",,,,,,,,-,,,,,,"3.381,63",,,,,,,"9.344,78",,,,,,,,,,,,
CANHOBA-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
CANINDE DE SÃO FRANCISCO-SE,,,,SE,,,"3.528,65",,,,,,,,-,,,,,,"3.528,65",,,,,,,"9.751,07",,,,,,,,,,,,
CAPELA-SE,,,,SE,,,"5.858,01",,,,,,,,"1.217,93",,,,,,"7.075,94",,,,,,,"19.398,60",,,,,,,,,,,,
CARIRA-SE,,,,SE,,,"3.528,65",,,,,,,,-,,,,,,"3.528,65",,,,,,,"9.751,07",,,,,,,,,,,,
CARMOPOLIS-SE,,,,SE,,,"411.191,57",,,,,,,,"422.949,11",,,,,,"834.140,68",,,,,,,"2.193.996,52",,,,,,,,,,,,
CEDRO DE SÃO JOAO-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
CRISTINAPOLIS-SE,,,,SE,,,"3.381,63",,,,,,,,-,,,,,,"3.381,63",,,,,,,"9.344,78",,,,,,,,,,,,
CUMBE-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
DIVINA PASTORA-SE,,,,SE,,,"260.544,09",,,,,,,,"142.970,93",,,,,,"403.515,02",,,,,,,"1.029.646,24",,,,,,,,,,,,
ESTANCIA-SE,,,,SE,,,"4.851,90",,,,,,,,-,,,,,,"4.851,90",,,,,,,"13.407,73",,,,,,,,,,,,
FEIRA NOVA-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
FREI PAULO-SE,,,,SE,,,"3.087,57",,,,,,,,-,,,,,,"3.087,57",,,,,,,"8.532,19",,,,,,,,,,,,
GARARU-SE,,,,SE,,,"3.087,57",,,,,,,,-,,,,,,"3.087,57",,,,,,,"8.532,19",,,,,,,,,,,,
GENERAL MAYNARD-SE,,,,SE,,,"5.256,02",,,,,,,,"1.736,61",,,,,,"6.992,63",,,,,,,"17.197,87",,,,,,,,,,,,
GRACHO CARDOSO-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
ILHA DAS FLORES-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
INDIAROBA-SE,,,,SE,,,"3.234,60",,,,,,,,-,,,,,,"3.234,60",,,,,,,"8.938,48",,,,,,,,,,,,
ITABAIANA-SE,,,,SE,,,"5.145,96",,,,,,,,-,,,,,,"5.145,96",,,,,,,"14.220,32",,,,,,,,,,,,
ITABAIANINHA -SE,,,,SE,,,"4.263,79",,,,,,,,-,,,,,,"4.263,79",,,,,,,"11.782,55",,,,,,,,,,,,
ITABI-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
ITAPORANGA D'AJUDA -SE,,,,SE,,,"73.575,53",,,,,,,,"133.144,75",,,,,,"206.720,28",,,,,,,"564.758,11",,,,,,,,,,,,
JAPARATUBA-SE,,,,SE,,,"503.373,29",,,,,,,,"353.871,74",,,,,,"857.245,03",,,,,,,"2.270.274,33",,,,,,,,,,,,
JAPOATA-SE,,,,SE,,,"3.234,60",,,,,,,,-,,,,,,"3.234,60",,,,,,,"8.938,48",,,,,,,,,,,,
LAGARTO-SE,,,,SE,,,"5.292,98",,,,,,,,-,,,,,,"5.292,98",,,,,,,"14.626,61",,,,,,,,,,,,
LARANJEIRAS-SE,,,,SE,,,"3.822,71",,,,,,,,-,,,,,,"3.822,71",,,,,,,"10.563,66",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACAMBIRA-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
MALHADA DOS BOIS-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
MALHADOR-SE,,,,SE,,,"3.087,57",,,,,,,,-,,,,,,"3.087,57",,,,,,,"8.532,19",,,,,,,,,,,,
MARUIM-SE,,,,SE,,,"107.067,17",,,,,,,,"20.797,58",,,,,,"127.864,75",,,,,,,"339.571,44",,,,,,,,,,,,
MOITA BONITA-SE,,,,SE,,,"3.087,57",,,,,,,,-,,,,,,"3.087,57",,,,,,,"8.532,19",,,,,,,,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,,SE,,,"3.087,57",,,,,,,,-,,,,,,"3.087,57",,,,,,,"8.532,19",,,,,,,,,,,,
MURIBECA-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
NEOPOLIS-SE,,,,SE,,,"3.675,68",,,,,,,,-,,,,,,"3.675,68",,,,,,,"10.157,37",,,,,,,,,,,,
NOSSA SENHORA APARECIDA-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
NOSSA SENHORA DA GLORIA-SE,,,,SE,,,"3.969,74",,,,,,,,-,,,,,,"3.969,74",,,,,,,"10.969,96",,,,,,,,,,,,
NOSSA SENHORA DAS DORES-SE,,,,SE,,,"3.822,71",,,,,,,,-,,,,,,"3.822,71",,,,,,,"10.563,66",,,,,,,,,,,,
NOSSA SENHORA DE LOURDES-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
NOSSA SENHORA DO SOCORRO-SE,,,,SE,,,"5.734,07",,,,,,,,-,,,,,,"5.734,07",,,,,,,"15.845,51",,,,,,,,,,,,
PACATUBA-SE,,,,SE,,,"57.225,41",,,,,,,,"22.409,34",,,,,,"79.634,75",,,,,,,"218.799,64",,,,,,,,,,,,
PEDRA MOLE-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
PEDRINHAS-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
PINHAO-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
PIRAMBU-SE,,,,SE,,,"975.481,15",,,,,,,,"20.283,09",,,,,,"995.764,24",,,,,,,"3.137.979,86",,,,,,,,,,,,
POCO REDONDO-SE,,,,SE,,,"3.969,74",,,,,,,,-,,,,,,"3.969,74",,,,,,,"10.969,96",,,,,,,,,,,,
POCO VERDE-SE,,,,SE,,,"3.675,68",,,,,,,,-,,,,,,"3.675,68",,,,,,,"10.157,37",,,,,,,,,,,,
PORTO DA FOLHA-SE,,,,SE,,,"3.969,74",,,,,,,,-,,,,,,"3.969,74",,,,,,,"10.969,96",,,,,,,,,,,,
PROPRIA-SE,,,,SE,,,"3.969,74",,,,,,,,-,,,,,,"3.969,74",,,,,,,"10.969,96",,,,,,,,,,,,
RIACHAO DO DANTAS-SE,,,,SE,,,"3.675,68",,,,,,,,-,,,,,,"3.675,68",,,,,,,"10.157,37",,,,,,,,,,,,
RIACHUELO-SE,,,,SE,,,"36.965,96",,,,,,,,"21.946,39",,,,,,"58.912,35",,,,,,,"153.333,45",,,,,,,,,,,,
RIBEIROPOLIS-SE,,,,SE,,,"3.381,63",,,,,,,,-,,,,,,"3.381,63",,,,,,,"9.344,78",,,,,,,,,,,,
ROSARIO DO CATETE-SE,,,,SE,,,"153.341,24",,,,,,,,"61.600,94",,,,,,"214.942,18",,,,,,,"544.680,41",,,,,,,,,,,,
SALGADO-SE,,,,SE,,,"3.675,68",,,,,,,,-,,,,,,"3.675,68",,,,,,,"10.157,37",,,,,,,,,,,,
SANTA LUZIA DO ITANHY-SE,,,,SE,,,"3.234,60",,,,,,,,-,,,,,,"3.234,60",,,,,,,"8.938,48",,,,,,,,,,,,
SANTA ROSA DE LIMA-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
SANTANA DO SÃO FRANCISCO-SE,,,,SE,,,"2.940,54",,,,,,,,-,,,,,,"2.940,54",,,,,,,"8.125,89",,,,,,,,,,,,
SANTO AMARO DAS BROTAS-SE,,,,SE,,,"92.594,19",,,,,,,,"5.444,44",,,,,,"98.038,63",,,,,,,"270.900,11",,,,,,,,,,,,
