SAO LOURENCO DO SUL-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"1.146,50",,,,,,,,,
TAPES-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
TAVARES-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
TRAMANDAI-RS,,,,,,,RS,,"1.152.043,23",,,,,,"284.576,32",,,,,,,,"1.436.619,55",,,,,,,,"7.692.573,22",,,,,,,,,
TURUCU-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
VIAMAO-RS,,,,,,,RS,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,01",,,,,,,,,
RIO GRANDE DO SUL  TOTAL,,,,,,,,,"2.712.834,83",,,,,,"711.440,80",,,,,,,,"3.424.275,63",,,,,,,,"21.325.410,07",,,,,,,,,
ARAQUARI-SC,,,,,,,SC,,-,,,,,,"179.952,76",,,,,,,,"179.952,76",,,,,,,,"1.085.249,27",,,,,,,,,
BALNEARIO BARRA DO SUL-SC,,,,,,,SC,,-,,,,,,"179.952,76",,,,,,,,"179.952,76",,,,,,,,"1.085.249,27",,,,,,,,,
GARUVA-SC,,,,,,,SC,,-,,,,,,"179.952,76",,,,,,,,"179.952,76",,,,,,,,"1.085.249,27",,,,,,,,,
GASPAR-SC,,,,,,,SC,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,14",,,,,,,,,
ITAPOA-SC,,,,,,,SC,,-,,,,,,"179.952,76",,,,,,,,"179.952,76",,,,,,,,"1.085.249,27",,,,,,,,,
JOINVILLE-SC,,,,,,,SC,,-,,,,,,"179.952,76",,,,,,,,"179.952,76",,,,,,,,"1.085.249,27",,,,,,,,,
SAO FRANCISCO DO SUL-SC,,,,,,,SC,,"1.152.043,23",,,,,,"599.842,55",,,,,,,,"1.751.885,78",,,,,,,,"9.757.620,93",,,,,,,,,
SANTA CATARINA  TOTAL,,,,,,,,,"1.152.043,23",,,,,,"1.499.606,35",,,,,,,,"2.651.649,58",,,,,,,,"15.183.867,42",,,,,,,,,
AMPARO DE SAO FRANCISCO-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
AQUIDABA-SE,,,,,,,SE,,"5.194,42",,,,,,-,,,,,,,,"5.194,42",,,,,,,,"33.930,18",,,,,,,,,
ARACAJU-SE,,,,,,,SE,,"1.336.216,59",,,,,,"533.207,87",,,,,,,,"1.869.424,46",,,,,,,,"10.310.694,44",,,,,,,,,
ARAUA-SE,,,,,,,SE,,"4.363,31",,,,,,-,,,,,,,,"4.363,31",,,,,,,,"28.501,35",,,,,,,,,
AREIA BRANCA-SE,,,,,,,SE,,"7.200,10",,,,,,"1.427,68",,,,,,,,"8.627,78",,,,,,,,"51.300,66",,,,,,,,,
BARRA DOS COQUEIROS-SE,,,,,,,SE,,"74.994,51",,,,,,"171.832,13",,,,,,,,"246.826,64",,,,,,,,"1.552.812,68",,,,,,,,,
BOQUIM-SE,,,,,,,SE,,"5.609,97",,,,,,-,,,,,,,,"5.609,97",,,,,,,,"36.644,60",,,,,,,,,
BREJO GRANDE-SE,,,,,,,SE,,"73.973,98",,,,,,"6.888,09",,,,,,,,"80.862,07",,,,,,,,"444.110,05",,,,,,,,,
CAMPO DO BRITO-SE,,,,,,,SE,,"4.986,64",,,,,,-,,,,,,,,"4.986,64",,,,,,,,"32.572,96",,,,,,,,,
CANHOBA-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
CANINDE DE SAO FRANCISCO-SE,,,,,,,SE,,"5.402,20",,,,,,-,,,,,,,,"5.402,20",,,,,,,,"35.287,39",,,,,,,,,
CAPELA-SE,,,,,,,SE,,"11.558,06",,,,,,"3.836,52",,,,,,,,"15.394,58",,,,,,,,"96.328,08",,,,,,,,,
CARIRA-SE,,,,,,,SE,,"5.194,42",,,,,,-,,,,,,,,"5.194,42",,,,,,,,"33.930,18",,,,,,,,,
CARMOPOLIS-SE,,,,,,,SE,,"1.636.758,79",,,,,,"512.661,10",,,,,,,,"2.149.419,89",,,,,,,,"12.022.030,66",,,,,,,,,
CEDRO DE SAO JOAO-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
CRISTINAPOLIS-SE,,,,,,,SE,,"4.778,87",,,,,,-,,,,,,,,"4.778,87",,,,,,,,"31.215,78",,,,,,,,,
CUMBE-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
DIVINA PASTORA-SE,,,,,,,SE,,"243.191,29",,,,,,"152.282,84",,,,,,,,"395.474,13",,,,,,,,"2.270.277,38",,,,,,,,,
ESTANCIA-SE,,,,,,,SE,,"98.992,75",,,,,,"140.899,77",,,,,,,,"239.892,52",,,,,,,,"1.540.375,25",,,,,,,,,
FEIRA NOVA-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
FREI PAULO-SE,,,,,,,SE,,"4.571,09",,,,,,-,,,,,,,,"4.571,09",,,,,,,,"29.858,56",,,,,,,,,
GARARU-SE,,,,,,,SE,,"4.363,31",,,,,,-,,,,,,,,"4.363,31",,,,,,,,"28.501,35",,,,,,,,,
GENERAL MAYNARD-SE,,,,,,,SE,,"5.878,47",,,,,,"1.292,20",,,,,,,,"7.170,67",,,,,,,,"43.485,41",,,,,,,,,
GRACHO CARDOSO-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
ILHA DAS FLORES-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
INDIAROBA-SE,,,,,,,SE,,"4.986,64",,,,,,-,,,,,,,,"4.986,64",,,,,,,,"32.573,51",,,,,,,,,
ITABAIANA-SE,,,,,,,SE,,"7.479,97",,,,,,-,,,,,,,,"7.479,97",,,,,,,,"48.859,48",,,,,,,,,
ITABAIANINHA-SE,,,,,,,SE,,"6.233,30",,,,,,-,,,,,,,,"6.233,30",,,,,,,,"40.716,22",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITABI-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
ITAPORANGA D'AJUDA-SE,,,,,,,SE,,"128.362,03",,,,,,"223.470,79",,,,,,,,"351.832,82",,,,,,,,"2.099.939,53",,,,,,,,,
JAPARATUBA-SE,,,,,,,SE,,"490.647,77",,,,,,"353.135,09",,,,,,,,"843.782,86",,,,,,,,"4.971.081,01",,,,,,,,,
JAPOATA-SE,,,,,,,SE,,"4.571,09",,,,,,-,,,,,,,,"4.571,09",,,,,,,,"29.858,62",,,,,,,,,
LAGARTO-SE,,,,,,,SE,,"7.479,97",,,,,,-,,,,,,,,"7.479,97",,,,,,,,"48.859,48",,,,,,,,,
LARANJEIRAS-SE,,,,,,,SE,,"5.402,20",,,,,,-,,,,,,,,"5.402,20",,,,,,,,"35.287,39",,,,,,,,,
MACAMBIRA-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
MALHADA DOS BOIS-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
MALHADOR-SE,,,,,,,SE,,"4.363,31",,,,,,-,,,,,,,,"4.363,31",,,,,,,,"28.501,35",,,,,,,,,
MARUIM-SE,,,,,,,SE,,"85.773,17",,,,,,"17.009,99",,,,,,,,"102.783,16",,,,,,,,"612.748,25",,,,,,,,,
MOITA BONITA-SE,,,,,,,SE,,"4.363,31",,,,,,-,,,,,,,,"4.363,31",,,,,,,,"28.501,35",,,,,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,,,,,SE,,"4.571,09",,,,,,-,,,,,,,,"4.571,09",,,,,,,,"29.858,56",,,,,,,,,
MURIBECA-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
NEOPOLIS-SE,,,,,,,SE,,"5.194,42",,,,,,-,,,,,,,,"5.194,42",,,,,,,,"33.930,18",,,,,,,,,
NOSSA SENHORA APARECIDA-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
NOSSA SENHORA DA GLORIA-SE,,,,,,,SE,,"5.817,75",,,,,,-,,,,,,,,"5.817,75",,,,,,,,"38.001,80",,,,,,,,,
NOSSA SENHORA DAS DORES-SE,,,,,,,SE,,"5.402,20",,,,,,-,,,,,,,,"5.402,20",,,,,,,,"35.287,39",,,,,,,,,
NOSSA SENHORA DE LOURDES-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
NOSSA SENHORA DO SOCORRO-SE,,,,,,,SE,,"8.311,07",,,,,,-,,,,,,,,"8.311,07",,,,,,,,"54.290,33",,,,,,,,,
PACATUBA-SE,,,,,,,SE,,"129.720,41",,,,,,"7.301,65",,,,,,,,"137.022,06",,,,,,,,"841.032,77",,,,,,,,,
PEDRA MOLE-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
PEDRINHAS-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
PINHAO-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
PIRAMBU-SE,,,,,,,SE,,"131.457,39",,,,,,"7.978,73",,,,,,,,"139.436,12",,,,,,,,"827.487,00",,,,,,,,,
POCO REDONDO-SE,,,,,,,SE,,"5.817,75",,,,,,-,,,,,,,,"5.817,75",,,,,,,,"38.001,80",,,,,,,,,
POCO VERDE-SE,,,,,,,SE,,"5.402,20",,,,,,-,,,,,,,,"5.402,20",,,,,,,,"35.287,39",,,,,,,,,
PORTO DA FOLHA-SE,,,,,,,SE,,"5.609,97",,,,,,-,,,,,,,,"5.609,97",,,,,,,,"36.644,60",,,,,,,,,
PROPRIA-SE,,,,,,,SE,,"5.609,97",,,,,,-,,,,,,,,"5.609,97",,,,,,,,"36.644,60",,,,,,,,,
RIACHAO DO DANTAS-SE,,,,,,,SE,,"5.194,42",,,,,,-,,,,,,,,"5.194,42",,,,,,,,"33.930,18",,,,,,,,,
RIACHUELO-SE,,,,,,,SE,,"36.306,78",,,,,,"20.737,56",,,,,,,,"57.044,34",,,,,,,,"325.322,84",,,,,,,,,
RIBEIROPOLIS-SE,,,,,,,SE,,"4.778,87",,,,,,-,,,,,,,,"4.778,87",,,,,,,,"31.215,78",,,,,,,,,
ROSARIO DO CATETE-SE,,,,,,,SE,,"1.301.774,62",,,,,,"69.925,49",,,,,,,,"1.371.700,11",,,,,,,,"7.491.449,33",,,,,,,,,
SALGADO-SE,,,,,,,SE,,"5.194,42",,,,,,-,,,,,,,,"5.194,42",,,,,,,,"33.930,18",,,,,,,,,
SANTA LUZIA DO ITANHY-SE,,,,,,,SE,,"4.571,09",,,,,,-,,,,,,,,"4.571,09",,,,,,,,"29.859,11",,,,,,,,,
SANTA ROSA DE LIMA-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
SANTANA DO SAO FRANCISCO-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
SANTO AMARO DAS BROTAS-SE,,,,,,,SE,,"1.229.625,35",,,,,,"8.376,99",,,,,,,,"1.238.002,34",,,,,,,,"6.619.975,43",,,,,,,,,
SAO CRISTOVAO-SE,,,,,,,SE,,"73.130,07",,,,,,"3.175,16",,,,,,,,"76.305,23",,,,,,,,"423.147,47",,,,,,,,,
SAO DOMINGOS-SE,,,,,,,SE,,"4.363,31",,,,,,-,,,,,,,,"4.363,31",,,,,,,,"28.501,35",,,,,,,,,
SAO FRANCISCO-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
SAO MIGUEL DO ALEIXO-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
SIMAO DIAS-SE,,,,,,,SE,,"6.233,30",,,,,,-,,,,,,,,"6.233,30",,,,,,,,"40.716,22",,,,,,,,,
SIRIRI-SE,,,,,,,SE,,"160.477,60",,,,,,"64.838,67",,,,,,,,"225.316,27",,,,,,,,"1.337.622,46",,,,,,,,,
TELHA-SE,,,,,,,SE,,"4.155,53",,,,,,-,,,,,,,,"4.155,53",,,,,,,,"27.144,13",,,,,,,,,
TOBIAS BARRETO-SE,,,,,,,SE,,"6.441,08",,,,,,-,,,,,,,,"6.441,08",,,,,,,,"42.073,43",,,,,,,,,
TOMAR DO GERU-SE,,,,,,,SE,,"4.571,09",,,,,,-,,,,,,,,"4.571,09",,,,,,,,"29.858,56",,,,,,,,,
UMBAUBA-SE,,,,,,,SE,,"5.402,20",,,,,,-,,,,,,,,"5.402,20",,,,,,,,"35.287,39",,,,,,,,,
SERGIPE  TOTAL,,,,,,,,,"7.531.136,08",,,,,,"2.300.278,32",,,,,,,,"9.831.414,40",,,,,,,,"55.678.166,03",,,,,,,,,
ARUJA-SP,,,,,,,SP,,"5.032,65",,,,,,-,,,,,,,,"5.032,65",,,,,,,,"13.629,16",,,,,,,,,
BARRA DO TURVO-SP,,,,,,,SP,,"2.875,80",,,,,,-,,,,,,,,"2.875,80",,,,,,,,"7.788,07",,,,,,,,,
BARUERI-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
BERTIOGA-SP,,,,,,,SP,,"184.914,08",,,,,,"1.466.474,97",,,,,,,,"1.651.389,05",,,,,,,,"9.824.729,66",,,,,,,,,
BIRITIBA-MIRIM-SP,,,,,,,SP,,"3.882,33",,,,,,-,,,,,,,,"3.882,33",,,,,,,,"10.513,91",,,,,,,,,
CAIEIRAS-SP,,,,,,,SP,,"5.176,44",,,,,,-,,,,,,,,"5.176,44",,,,,,,,"14.018,55",,,,,,,,,
CAJAMAR-SP,,,,,,,SP,,"4.745,07",,,,,,-,,,,,,,,"4.745,07",,,,,,,,"12.850,33",,,,,,,,,
CAJATI-SP,,,,,,,SP,,"4.026,12",,,,,,-,,,,,,,,"4.026,12",,,,,,,,"10.903,32",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANANEIA-SP,,,,,,,SP,,"135.603,66",,,,,,"57.620,09",,,,,,,,"193.223,75",,,,,,,,"741.926,41",,,,,,,,,
CARAGUATATUBA-SP,,,,,,,SP,,-,,,,,,"1.408.166,98",,,,,,,,"1.408.166,98",,,,,,,,"8.944.979,82",,,,,,,,,
CARAPICUIBA-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
COTIA-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
CUBATAO-SP,,,,,,,SP,,"1.386.267,74",,,,,,"67.167,09",,,,,,,,"1.453.434,83",,,,,,,,"7.177.260,92",,,,,,,,,
DIADEMA-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
ELDORADO-SP,,,,,,,SP,,"3.307,17",,,,,,-,,,,,,,,"3.307,17",,,,,,,,"8.956,29",,,,,,,,,
EMBU-GUACU-SP,,,,,,,SP,,"4.745,07",,,,,,-,,,,,,,,"4.745,07",,,,,,,,"12.850,33",,,,,,,,,
EMBU-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
FERRAZ DE VASCONCELOS-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
FRANCISCO MORATO-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
FRANCO DA ROCHA-SP,,,,,,,SP,,"5.464,02",,,,,,-,,,,,,,,"5.464,02",,,,,,,,"14.797,37",,,,,,,,,
GUARAREMA-SP,,,,,,,SP,,"739.909,95",,,,,,"1.740.237,08",,,,,,,,"2.480.147,03",,,,,,,,"21.219.402,26",,,,,,,,,
GUARUJA-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
GUARULHOS-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
IGUAPE-SP,,,,,,,SP,,"4.026,12",,,,,,-,,,,,,,,"4.026,12",,,,,,,,"10.903,32",,,,,,,,,
ILHA COMPRIDA-SP,,,,,,,SP,,"2.875,80",,,,,,-,,,,,,,,"2.875,80",,,,,,,,"7.788,07",,,,,,,,,
ILHABELA-SP,,,,,,,SP,,-,,,,,,"1.408.166,98",,,,,,,,"1.408.166,98",,,,,,,,"8.944.979,82",,,,,,,,,
ITANHAEM-SP,,,,,,,SP,,"5.176,44",,,,,,-,,,,,,,,"5.176,44",,,,,,,,"14.018,55",,,,,,,,,
ITAPECERICA DA SERRA-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
ITAPEVI-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
ITAQUAQUECETUBA-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
ITARIRI-SP,,,,,,,SP,,"3.307,17",,,,,,-,,,,,,,,"3.307,17",,,,,,,,"8.956,29",,,,,,,,,
JACUPIRANGA-SP,,,,,,,SP,,"3.450,96",,,,,,-,,,,,,,,"3.450,96",,,,,,,,"9.345,70",,,,,,,,,
JANDIRA-SP,,,,,,,SP,,"5.320,23",,,,,,-,,,,,,,,"5.320,23",,,,,,,,"14.407,96",,,,,,,,,
JUQUIA-SP,,,,,,,SP,,"3.594,75",,,,,,-,,,,,,,,"3.594,75",,,,,,,,"9.735,10",,,,,,,,,
JUQUITIBA-SP,,,,,,,SP,,"3.882,33",,,,,,-,,,,,,,,"3.882,33",,,,,,,,"10.513,91",,,,,,,,,
MAIRIPORA-SP,,,,,,,SP,,"4.888,86",,,,,,-,,,,,,,,"4.888,86",,,,,,,,"13.239,74",,,,,,,,,
MAUA-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
MIRACATU-SP,,,,,,,SP,,"3.738,54",,,,,,-,,,,,,,,"3.738,54",,,,,,,,"10.124,50",,,,,,,,,
MOJI DAS CRUZES-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
MONGAGUA-SP,,,,,,,SP,,"4.457,49",,,,,,-,,,,,,,,"4.457,49",,,,,,,,"12.071,53",,,,,,,,,
OSASCO-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
PARIQUERA-ACU-SP,,,,,,,SP,,"3.594,75",,,,,,-,,,,,,,,"3.594,75",,,,,,,,"9.735,10",,,,,,,,,
PEDRO DE TOLEDO-SP,,,,,,,SP,,"2.875,80",,,,,,-,,,,,,,,"2.875,80",,,,,,,,"7.788,07",,,,,,,,,
PERUIBE-SP,,,,,,,SP,,"4.601,28",,,,,,-,,,,,,,,"4.601,28",,,,,,,,"12.460,94",,,,,,,,,
PINDAMONHANGABA-SP,,,,,,,SP,,"736.027,62",,,,,,-,,,,,,,,"736.027,62",,,,,,,,"4.025.909,87",,,,,,,,,
PIRAPORA DO BOM JESUS-SP,,,,,,,SP,,"3.307,17",,,,,,-,,,,,,,,"3.307,17",,,,,,,,"8.956,29",,,,,,,,,
POA-SP,,,,,,,SP,,"5.320,23",,,,,,-,,,,,,,,"5.320,23",,,,,,,,"14.407,96",,,,,,,,,
PRAIA GRANDE-SP,,,,,,,SP,,"46.228,52",,,,,,-,,,,,,,,"46.228,52",,,,,,,,"125.193,74",,,,,,,,,
REGISTRO-SP,,,,,,,SP,,"4.601,28",,,,,,-,,,,,,,,"4.601,28",,,,,,,,"12.460,94",,,,,,,,,
RIBEIRAO PIRES-SP,,,,,,,SP,,"5.320,23",,,,,,-,,,,,,,,"5.320,23",,,,,,,,"14.407,96",,,,,,,,,
RIO GRANDE DA SERRA-SP,,,,,,,SP,,"4.313,70",,,,,,-,,,,,,,,"4.313,70",,,,,,,,"11.682,13",,,,,,,,,
SALESOPOLIS-SP,,,,,,,SP,,"3.307,17",,,,,,-,,,,,,,,"3.307,17",,,,,,,,"8.956,29",,,,,,,,,
SANTA ISABEL-SP,,,,,,,SP,,"4.457,49",,,,,,-,,,,,,,,"4.457,49",,,,,,,,"12.071,53",,,,,,,,,
SANTANA DE PARNAIBA-SP,,,,,,,SP,,"5.320,23",,,,,,-,,,,,,,,"5.320,23",,,,,,,,"14.407,96",,,,,,,,,
SANTO ANDRE-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
SANTOS-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
SAO BERNARDO DO CAMPO-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
SAO CAETANO DO SUL-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
SAO LOURENCO DA SERRA-SP,,,,,,,SP,,"3.450,96",,,,,,-,,,,,,,,"3.450,96",,,,,,,,"9.345,70",,,,,,,,,
SAO PAULO-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
SAO SEBASTIAO-SP,,,,,,,SP,,"1.156.932,09",,,,,,"2.816.333,96",,,,,,,,"3.973.266,05",,,,,,,,"24.043.322,89",,,,,,,,,
SAO VICENTE-SP,,,,,,,SP,,"46.228,52",,,,,,-,,,,,,,,"46.228,52",,,,,,,,"125.193,74",,,,,,,,,
SETE BARRAS-SP,,,,,,,SP,,"3.163,38",,,,,,-,,,,,,,,"3.163,38",,,,,,,,"8.566,88",,,,,,,,,
SILVEIRAS-SP,,,,,,,SP,,-,,,,,,-,,,,,,,,-,,,,,,,,"0,14",,,,,,,,,
SUZANO-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
"Superintendência de Controle das Participações Governamentais
* Valor sem a retenção de 1% (um por cento) de PASEP, conforme disposto no inciso III, do Art.2º da Lei nº 9.715, de 25 de novembro de 1998, combinado como parágrafo 6º do Art.19 da Medida Provisória nº 2.158, de 24 de agosto de 2001.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABOAO DA SERRA-SP,,,,,,,SP,,"5.751,60",,,,,,-,,,,,,,,"5.751,60",,,,,,,,"15.576,17",,,,,,,,,
VARGEM GRANDE PAULISTA-SP,,,,,,,SP,,"4.457,49",,,,,,-,,,,,,,,"4.457,49",,,,,,,,"12.071,53",,,,,,,,,
SAO PAULO  TOTAL,,,,,,,,,"4.700.711,90",,,,,,"8.964.167,15",,,,,,,,"13.664.879,05",,,,,,,,"85.900.306,29",,,,,,,,,
