ITAMARAJU-BA,,,,,,,BA,,"1.437,33",,,,,,-,,,,,,,,"1.437,33",,,,,,,,"10.538,39",,,,,,,,,
ITAMARI-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
ITAMBE-BA,,,,,,,BA,,"1.225,96",,,,,,-,,,,,,,,"1.225,96",,,,,,,,"8.988,65",,,,,,,,,
ITANAGRA-BA,,,,,,,BA,,"79.258,10",,,,,,"13.296,60",,,,,,,,"92.554,70",,,,,,,,"505.335,64",,,,,,,,,
ITANHEM-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
ITAPARICA-BA,,,,,,,BA,,"40.590,74",,,,,,"204.242,69",,,,,,,,"244.833,43",,,,,,,,"1.299.761,39",,,,,,,,,
ITAPE-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
ITAPEBI-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
ITAPETINGA-BA,,,,,,,BA,,"1.395,06",,,,,,-,,,,,,,,"1.395,06",,,,,,,,"10.228,44",,,,,,,,,
ITAPICURU-BA,,,,,,,BA,,"1.183,69",,,,,,-,,,,,,,,"1.183,69",,,,,,,,"8.678,69",,,,,,,,,
ITAPITANGA-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
ITAQUARA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
ITARANTIM-BA,,,,,,,BA,,"1.014,59",,,,,,-,,,,,,,,"1.014,59",,,,,,,,"7.438,87",,,,,,,,,
ITATIM-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
ITIRUCU-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
ITIUBA-BA,,,,,,,BA,,"1.225,96",,,,,,-,,,,,,,,"1.225,96",,,,,,,,"8.988,65",,,,,,,,,
ITORORO-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
ITUBERA-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
JACOBINA-BA,,,,,,,BA,,"1.479,61",,,,,,-,,,,,,,,"1.479,61",,,,,,,,"10.848,36",,,,,,,,,
JAGUAQUARA-BA,,,,,,,BA,,"1.310,51",,,,,,-,,,,,,,,"1.310,51",,,,,,,,"9.608,55",,,,,,,,,
JAGUARIPE-BA,,,,,,,BA,,"30.320,35",,,,,,-,,,,,,,,"30.320,35",,,,,,,,"222.305,78",,,,,,,,,
JANDAIRA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
JEQUIE-BA,,,,,,,BA,,"1.690,98",,,,,,-,,,,,,,,"1.690,98",,,,,,,,"12.398,12",,,,,,,,,
JEREMOABO-BA,,,,,,,BA,,"1.268,24",,,,,,-,,,,,,,,"1.268,24",,,,,,,,"9.298,58",,,,,,,,,
JIQUIRICA-BA,,,,,,,BA,,"930,04",,,,,,-,,,,,,,,"930,04",,,,,,,,"6.818,96",,,,,,,,,
JITAUNA-BA,,,,,,,BA,,"1.014,59",,,,,,-,,,,,,,,"1.014,59",,,,,,,,"7.438,87",,,,,,,,,
JUCURUCU-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
JUSSARI-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
LAJE-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
LAJEDAO-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
LAJEDINHO-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
LAMARAO-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
LAURO DE FREITAS-BA,,,,,,,BA,,"1.690,98",,,,,,-,,,,,,,,"1.690,98",,,,,,,,"13.845,20",,,,,,,,,
MACAJUBA-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
MACARANI-BA,,,,,,,BA,,"1.014,59",,,,,,-,,,,,,,,"1.014,59",,,,,,,,"7.438,87",,,,,,,,,
MADRE DE DEUS-BA,,,,,,,BA,,"1.246.915,49",,,,,,"940.400,48",,,,,,,,"2.187.315,97",,,,,,,,"11.386.967,73",,,,,,,,,
MAIQUINIQUE-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
MAIRI-BA,,,,,,,BA,,"1.056,86",,,,,,-,,,,,,,,"1.056,86",,,,,,,,"7.748,81",,,,,,,,,
MANOEL VITORINO-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
MARACAS-BA,,,,,,,BA,,"1.225,96",,,,,,-,,,,,,,,"1.225,96",,,,,,,,"8.988,65",,,,,,,,,
MARAGOGIPE-BA,,,,,,,BA,,"30.320,35",,,,,,-,,,,,,,,"30.320,35",,,,,,,,"222.305,78",,,,,,,,,
MARAU-BA,,,,,,,BA,,"1.014,59",,,,,,-,,,,,,,,"1.014,59",,,,,,,,"7.438,87",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
MASCOTE-BA,,,,,,,BA,,"1.014,59",,,,,,-,,,,,,,,"1.014,59",,,,,,,,"7.438,87",,,,,,,,,
MATA DE SAO JOAO-BA,,,,,,,BA,,"133.950,21",,,,,,"54.819,30",,,,,,,,"188.769,51",,,,,,,,"1.111.530,63",,,,,,,,,
MEDEIROS NETO-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
MIGUEL CALMON-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
MILAGRES-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
MIRANTE-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
MONTE SANTO-BA,,,,,,,BA,,"1.352,79",,,,,,-,,,,,,,,"1.352,79",,,,,,,,"9.918,50",,,,,,,,,
MUCURI-BA,,,,,,,BA,,"1.225,96",,,,,,-,,,,,,,,"1.225,96",,,,,,,,"8.988,65",,,,,,,,,
MUNDO NOVO-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
MUNIZ FERREIRA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
MURITIBA-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
MUTUIPE-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
NAZARE-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
NILO PECANHA-BA,,,,,,,BA,,"930,04",,,,,,-,,,,,,,,"930,04",,,,,,,,"6.818,96",,,,,,,,,
NORDESTINA-BA,,,,,,,BA,,"930,04",,,,,,-,,,,,,,,"930,04",,,,,,,,"6.818,96",,,,,,,,,
NOVA CANAA-BA,,,,,,,BA,,"1.056,86",,,,,,-,,,,,,,,"1.056,86",,,,,,,,"7.748,81",,,,,,,,,
NOVA FATIMA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
NOVA IBIA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
NOVA ITARANA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
NOVA SOURE-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
NOVA VICOSA-BA,,,,,,,BA,,"1.225,96",,,,,,-,,,,,,,,"1.225,96",,,,,,,,"8.988,65",,,,,,,,,
NOVO TRIUNFO-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
OLINDINA-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
OURICANGAS-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
OUROLANDIA-BA,,,,,,,BA,,"1.014,59",,,,,,-,,,,,,,,"1.014,59",,,,,,,,"7.438,87",,,,,,,,,
PARIPIRANGA-BA,,,,,,,BA,,"1.183,69",,,,,,-,,,,,,,,"1.183,69",,,,,,,,"8.678,69",,,,,,,,,
PAU BRASIL-BA,,,,,,,BA,,"930,04",,,,,,-,,,,,,,,"930,04",,,,,,,,"6.818,96",,,,,,,,,
PAULO AFONSO-BA,,,,,,,BA,,"1.564,16",,,,,,-,,,,,,,,"1.564,16",,,,,,,,"11.468,27",,,,,,,,,
PE DE SERRA-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
PEDRAO-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,,BA,,"1.014,59",,,,,,-,,,,,,,,"1.014,59",,,,,,,,"7.438,87",,,,,,,,,
PINTADAS-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
PIRAI DO NORTE-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
PIRITIBA-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
PLANALTINO-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
PLANALTO-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
POCOES-BA,,,,,,,BA,,"1.310,51",,,,,,-,,,,,,,,"1.310,51",,,,,,,,"9.608,55",,,,,,,,,
POJUCA-BA,,,,,,,BA,,"472.280,69",,,,,,"410.932,60",,,,,,,,"883.213,29",,,,,,,,"5.169.294,67",,,,,,,,,
PORTO SEGURO-BA,,,,,,,BA,,"1.606,43",,,,,,-,,,,,,,,"1.606,43",,,,,,,,"11.778,20",,,,,,,,,
POTIRAGUA-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
PRADO-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
QUEIMADAS-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
QUIJINGUE-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIXABEIRA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
RETIROLANDIA-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,BA,,"1.225,96",,,,,,-,,,,,,,,"1.225,96",,,,,,,,"8.988,65",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,BA,,"1.310,51",,,,,,-,,,,,,,,"1.310,51",,,,,,,,"9.608,55",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
RIO REAL-BA,,,,,,,BA,,"1.268,24",,,,,,-,,,,,,,,"1.268,24",,,,,,,,"9.298,58",,,,,,,,,
RUY BARBOSA-BA,,,,,,,BA,,"1.183,69",,,,,,-,,,,,,,,"1.183,69",,,,,,,,"8.678,69",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,BA,,"31.764,17",,,,,,"203.029,02",,,,,,,,"234.793,19",,,,,,,,"1.244.173,44",,,,,,,,,
SALVADOR-BA,,,,,,,BA,,"57.753,05",,,,,,"203.029,02",,,,,,,,"260.782,07",,,,,,,,"1.434.721,30",,,,,,,,,
SANTA BARBARA-BA,,,,,,,BA,,"1.056,86",,,,,,-,,,,,,,,"1.056,86",,,,,,,,"7.748,81",,,,,,,,,
SANTA BRIGIDA-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
SANTA INES-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
SANTA LUZIA-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
SANTA TERESINHA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
SANTALUZ-BA,,,,,,,BA,,"1.225,96",,,,,,-,,,,,,,,"1.225,96",,,,,,,,"8.988,65",,,,,,,,,
SANTANOPOLIS-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
SANTO AMARO-BA,,,,,,,BA,,"47.646,26",,,,,,"203.029,02",,,,,,,,"250.675,28",,,,,,,,"1.360.619,33",,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,BA,,"1.521,88",,,,,,-,,,,,,,,"1.521,88",,,,,,,,"11.158,31",,,,,,,,,
SANTO ESTEVAO-BA,,,,,,,BA,,"1.310,51",,,,,,-,,,,,,,,"1.310,51",,,,,,,,"9.608,55",,,,,,,,,
SAO DOMINGOS-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
SAO FELIPE-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
SAO FELIX-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,BA,,"1.449.973,16",,,,,,"658.707,42",,,,,,,,"2.108.680,58",,,,,,,,"11.822.842,10",,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,BA,,"1.183,69",,,,,,-,,,,,,,,"1.183,69",,,,,,,,"8.678,69",,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,BA,,"887,76",,,,,,-,,,,,,,,"887,76",,,,,,,,"6.509,00",,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,BA,,"290.261,99",,,,,,"160.810,47",,,,,,,,"451.072,46",,,,,,,,"2.692.836,76",,,,,,,,,
SAPEACU-BA,,,,,,,BA,,"1.014,59",,,,,,-,,,,,,,,"1.014,59",,,,,,,,"7.438,87",,,,,,,,,
SATIRO DIAS-BA,,,,,,,BA,,"67.178,73",,,,,,"3.236,44",,,,,,,,"70.415,17",,,,,,,,"504.847,97",,,,,,,,,
SAUBARA-BA,,,,,,,BA,,"30.320,35",,,,,,"203.029,02",,,,,,,,"233.349,37",,,,,,,,"1.233.587,46",,,,,,,,,
SERRA PRETA-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
SERRINHA-BA,,,,,,,BA,,"1.437,33",,,,,,-,,,,,,,,"1.437,33",,,,,,,,"10.538,39",,,,,,,,,
SERROLANDIA-BA,,,,,,,BA,,"930,04",,,,,,-,,,,,,,,"930,04",,,,,,,,"6.818,96",,,,,,,,,
SIMOES FILHO-BA,,,,,,,BA,,"70.016,50",,,,,,"4.643,60",,,,,,,,"74.660,10",,,,,,,,"330.972,75",,,,,,,,,
SITIO DO QUINTO-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
TANQUINHO-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
TAPEROA-BA,,,,,,,BA,,"1.056,86",,,,,,-,,,,,,,,"1.056,86",,,,,,,,"7.748,81",,,,,,,,,
TAPIRAMUTA-BA,,,,,,,BA,,"1.014,59",,,,,,-,,,,,,,,"1.014,59",,,,,,,,"7.438,87",,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,BA,,"1.606,43",,,,,,-,,,,,,,,"1.606,43",,,,,,,,"11.778,20",,,,,,,,,
TEODORO SAMPAIO-BA,,,,,,,BA,,"64.288,41",,,,,,"1.351,73",,,,,,,,"65.640,14",,,,,,,,"375.584,81",,,,,,,,,
TEOFILANDIA-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
TEOLANDIA-BA,,,,,,,BA,,"930,04",,,,,,-,,,,,,,,"930,04",,,,,,,,"6.818,96",,,,,,,,,
TERRA NOVA-BA,,,,,,,BA,,"1.126,45",,,,,,"126,68",,,,,,,,"1.253,13",,,,,,,,"9.497,93",,,,,,,,,
TUCANO-BA,,,,,,,BA,,"1.352,79",,,,,,-,,,,,,,,"1.352,79",,,,,,,,"9.918,50",,,,,,,,,
UAUA-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
UBAIRA-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
UBAITABA-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
UBATA-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
UNA-BA,,,,,,,BA,,"1.141,41",,,,,,-,,,,,,,,"1.141,41",,,,,,,,"8.368,71",,,,,,,,,
URUCUCA-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
VALENCA-BA,,,,,,,BA,,"30.320,35",,,,,,-,,,,,,,,"30.320,35",,,,,,,,"222.305,78",,,,,,,,,
VALENTE-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARZEA DA ROCA-BA,,,,,,,BA,,"972,31",,,,,,-,,,,,,,,"972,31",,,,,,,,"7.128,89",,,,,,,,,
VARZEA DO POCO-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
VARZEA NOVA-BA,,,,,,,BA,,"930,04",,,,,,-,,,,,,,,"930,04",,,,,,,,"6.818,96",,,,,,,,,
VARZEDO-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
VERA CRUZ-BA,,,,,,,BA,,"63.057,97",,,,,,"33,26",,,,,,,,"63.091,23",,,,,,,,"368.633,93",,,,,,,,,
VEREDA-BA,,,,,,,BA,,"845,49",,,,,,-,,,,,,,,"845,49",,,,,,,,"6.199,06",,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,BA,,"1.690,98",,,,,,-,,,,,,,,"1.690,98",,,,,,,,"12.398,12",,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,BA,,"1.099,14",,,,,,-,,,,,,,,"1.099,14",,,,,,,,"8.058,78",,,,,,,,,
BAHIA  TOTAL,,,,,,,,,"7.069.550,61",,,,,,"4.813.670,92",,,,,,,,"11.883.221,53",,,,,,,,"67.106.430,60",,,,,,,,,
ACARAU-CE,,,,,,,CE,,"2.436,71",,,,,,-,,,,,,,,"2.436,71",,,,,,,,"11.867,68",,,,,,,,,
ALCANTARAS-CE,,,,,,,CE,,"1.599,09",,,,,,-,,,,,,,,"1.599,09",,,,,,,,"7.788,15",,,,,,,,,
AMONTADA-CE,,,,,,,CE,,"52.043,76",,,,,,"72.166,37",,,,,,,,"124.210,13",,,,,,,,"593.165,35",,,,,,,,,
APUIARES-CE,,,,,,,CE,,"1.675,24",,,,,,-,,,,,,,,"1.675,24",,,,,,,,"8.159,02",,,,,,,,,
AQUIRAZ-CE,,,,,,,CE,,-,,,,,,"13.142,87",,,,,,,,"13.142,87",,,,,,,,"56.438,57",,,,,,,,,
ARACATI-CE,,,,,,,CE,,"114.075,30",,,,,,"23.517,79",,,,,,,,"137.593,09",,,,,,,,"748.131,05",,,,,,,,,
ARARENDA-CE,,,,,,,CE,,"1.599,09",,,,,,-,,,,,,,,"1.599,09",,,,,,,,"7.788,15",,,,,,,,,
BARROQUINHA-CE,,,,,,,CE,,"1.751,38",,,,,,-,,,,,,,,"1.751,38",,,,,,,,"8.529,88",,,,,,,,,
BELA CRUZ-CE,,,,,,,CE,,"2.132,12",,,,,,-,,,,,,,,"2.132,12",,,,,,,,"10.384,22",,,,,,,,,
CAMOCIM-CE,,,,,,,CE,,"2.512,86",,,,,,-,,,,,,,,"2.512,86",,,,,,,,"12.238,54",,,,,,,,,
CANINDE-CE,,,,,,,CE,,"2.665,15",,,,,,-,,,,,,,,"2.665,15",,,,,,,,"12.980,27",,,,,,,,,
CARIDADE-CE,,,,,,,CE,,"1.827,53",,,,,,-,,,,,,,,"1.827,53",,,,,,,,"8.900,75",,,,,,,,,
CARIRE-CE,,,,,,,CE,,"1.903,68",,,,,,-,,,,,,,,"1.903,68",,,,,,,,"9.271,61",,,,,,,,,
CARNAUBAL-CE,,,,,,,CE,,"1.827,53",,,,,,-,,,,,,,,"1.827,53",,,,,,,,"8.900,75",,,,,,,,,
CATUNDA-CE,,,,,,,CE,,"1.599,09",,,,,,-,,,,,,,,"1.599,09",,,,,,,,"7.788,15",,,,,,,,,
CAUCAIA-CE,,,,,,,CE,,-,,,,,,"13.142,87",,,,,,,,"13.142,87",,,,,,,,"56.439,12",,,,,,,,,
CHAVAL-CE,,,,,,,CE,,"1.675,24",,,,,,-,,,,,,,,"1.675,24",,,,,,,,"8.159,02",,,,,,,,,
COREAU-CE,,,,,,,CE,,"1.979,83",,,,,,-,,,,,,,,"1.979,83",,,,,,,,"9.642,48",,,,,,,,,
CRATEUS-CE,,,,,,,CE,,"2.665,15",,,,,,-,,,,,,,,"2.665,15",,,,,,,,"12.980,27",,,,,,,,,
CROATA-CE,,,,,,,CE,,"1.827,53",,,,,,-,,,,,,,,"1.827,53",,,,,,,,"8.900,75",,,,,,,,,
CRUZ-CE,,,,,,,CE,,"1.979,83",,,,,,-,,,,,,,,"1.979,83",,,,,,,,"9.642,48",,,,,,,,,
FORQUILHA-CE,,,,,,,CE,,"1.979,83",,,,,,-,,,,,,,,"1.979,83",,,,,,,,"9.642,48",,,,,,,,,
FORTALEZA-CE,,,,,,,CE,,"1.258.812,08",,,,,,"17.523,84",,,,,,,,"1.276.335,92",,,,,,,,"2.665.954,05",,,,,,,,,
FRECHEIRINHA-CE,,,,,,,CE,,"1.675,24",,,,,,-,,,,,,,,"1.675,24",,,,,,,,"8.159,02",,,,,,,,,
GENERAL SAMPAIO-CE,,,,,,,CE,,"1.522,94",,,,,,-,,,,,,,,"1.522,94",,,,,,,,"7.417,28",,,,,,,,,
GRACA-CE,,,,,,,CE,,"1.751,38",,,,,,-,,,,,,,,"1.751,38",,,,,,,,"8.529,88",,,,,,,,,
GRANJA-CE,,,,,,,CE,,"2.436,71",,,,,,-,,,,,,,,"2.436,71",,,,,,,,"11.867,68",,,,,,,,,
GROAIRAS-CE,,,,,,,CE,,"1.522,94",,,,,,-,,,,,,,,"1.522,94",,,,,,,,"7.417,28",,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,,,CE,,"2.284,41",,,,,,-,,,,,,,,"2.284,41",,,,,,,,"11.125,94",,,,,,,,,
HIDROLANDIA-CE,,,,,,,CE,,"1.903,68",,,,,,-,,,,,,,,"1.903,68",,,,,,,,"9.271,61",,,,,,,,,
HORIZONTE-CE,,,,,,,CE,,-,,,,,,-,,,,,,,,-,,,,,,,,"3,75",,,,,,,,,
IBIAPINA-CE,,,,,,,CE,,"1.979,83",,,,,,-,,,,,,,,"1.979,83",,,,,,,,"9.642,48",,,,,,,,,
ICAPUI-CE,,,,,,,CE,,"78.434,68",,,,,,"17.166,23",,,,,,,,"95.600,91",,,,,,,,"559.702,33",,,,,,,,,
INDEPENDENCIA-CE,,,,,,,CE,,"2.055,97",,,,,,-,,,,,,,,"2.055,97",,,,,,,,"10.013,35",,,,,,,,,
IPAPORANGA-CE,,,,,,,CE,,"1.599,09",,,,,,-,,,,,,,,"1.599,09",,,,,,,,"7.788,15",,,,,,,,,
