PAULO AFONSO-BA,,,,BA,,,,"19,06",,,,,,,,-,,,,,,"19,06",,,,,,,,,"19,06",,,,,,,,,,,,,,
PE DE SERRA-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
PEDRAO-BA,,,,BA,,,,"10,83",,,,,,,,-,,,,,,"10,83",,,,,,,,,"10,83",,,,,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,BA,,,,"11,99",,,,,,,,-,,,,,,"11,99",,,,,,,,,"11,99",,,,,,,,,,,,,,
PINTADAS-BA,,,,BA,,,,"10,87",,,,,,,,-,,,,,,"10,87",,,,,,,,,"10,87",,,,,,,,,,,,,,
PIRITIBA-BA,,,,BA,,,,"13,13",,,,,,,,-,,,,,,"13,13",,,,,,,,,"13,13",,,,,,,,,,,,,,
PLANALTINO-BA,,,,BA,,,,"10,46",,,,,,,,-,,,,,,"10,46",,,,,,,,,"10,46",,,,,,,,,,,,,,
PLANALTO-BA,,,,BA,,,,"13,5",,,,,,,,-,,,,,,"13,5",,,,,,,,,"13,5",,,,,,,,,,,,,,
POCOES-BA,,,,BA,,,,"15,74",,,,,,,,-,,,,,,"15,74",,,,,,,,,"15,74",,,,,,,,,,,,,,
POJUCA-BA,,,,BA,,,,"96.729,26",,,,,,,,"69.825,25",,,,,,"166.554,51",,,,,,,,,"496.547,16",,,,,,,,,,,,,,
QUEIMADAS-BA,,,,BA,,,,"13,5",,,,,,,,-,,,,,,"13,5",,,,,,,,,"13,5",,,,,,,,,,,,,,
QUIJINGUE-BA,,,,BA,,,,"13,5",,,,,,,,-,,,,,,"13,5",,,,,,,,,"13,5",,,,,,,,,,,,,,
QUIXABEIRA-BA,,,,BA,,,,"11,99",,,,,,,,-,,,,,,"11,99",,,,,,,,,"11,99",,,,,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,BA,,,,"13,5",,,,,,,,-,,,,,,"13,5",,,,,,,,,"13,5",,,,,,,,,,,,,,
RETIROLANDIA-BA,,,,BA,,,,"10,87",,,,,,,,-,,,,,,"10,87",,,,,,,,,"10,87",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,BA,,,,"14,62",,,,,,,,-,,,,,,"14,62",,,,,,,,,"14,62",,,,,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,BA,,,,"16,48",,,,,,,,-,,,,,,"16,48",,,,,,,,,"16,48",,,,,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
RIO REAL-BA,,,,BA,,,,"14,62",,,,,,,,-,,,,,,"14,62",,,,,,,,,"14,62",,,,,,,,,,,,,,
RUY BARBOSA-BA,,,,BA,,,,"14,62",,,,,,,,-,,,,,,"14,62",,,,,,,,,"14,62",,,,,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,BA,,,,"256,25",,,,,,,,"797,91",,,,,,"1.054,16",,,,,,,,,"1.987,80",,,,,,,,,,,,,,
SALVADOR-BA,,,,BA,,,,"512,11",,,,,,,,"19.014,33",,,,,,"19.526,44",,,,,,,,,"36.367,54",,,,,,,,,,,,,,
SANTA BARBARA-BA,,,,BA,,,,"12,7",,,,,,,,-,,,,,,"12,7",,,,,,,,,"12,7",,,,,,,,,,,,,,
SANTA BRIGIDA-BA,,,,BA,,,,"12,7",,,,,,,,-,,,,,,"12,7",,,,,,,,,"12,7",,,,,,,,,,,,,,
SANTA INES-BA,,,,BA,,,,"10,87",,,,,,,,-,,,,,,"10,87",,,,,,,,,"10,87",,,,,,,,,,,,,,
SANTA TERESINHA-BA,,,,BA,,,,"10,83",,,,,,,,-,,,,,,"10,83",,,,,,,,,"10,83",,,,,,,,,,,,,,
SANTALUZ-BA,,,,BA,,,,"14,62",,,,,,,,-,,,,,,"14,62",,,,,,,,,"14,62",,,,,,,,,,,,,,
SANTANOPOLIS-BA,,,,BA,,,,"10,83",,,,,,,,-,,,,,,"10,83",,,,,,,,,"10,83",,,,,,,,,,,,,,
SANTO AMARO-BA,,,,BA,,,,"422,16",,,,,,,,"797,91",,,,,,"1.220,07",,,,,,,,,"2.153,71",,,,,,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,BA,,,,"17,99",,,,,,,,-,,,,,,"17,99",,,,,,,,,"17,99",,,,,,,,,,,,,,
SANTO ESTEVAO-BA,,,,BA,,,,"15,74",,,,,,,,-,,,,,,"15,74",,,,,,,,,"15,74",,,,,,,,,,,,,,
SAO DOMINGOS-BA,,,,BA,,,,"10,83",,,,,,,,-,,,,,,"10,83",,,,,,,,,"10,83",,,,,,,,,,,,,,
SAO FELIPE-BA,,,,BA,,,,"13,5",,,,,,,,-,,,,,,"13,5",,,,,,,,,"13,5",,,,,,,,,,,,,,
SAO FELIX-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,BA,,,,"60.759,58",,,,,,,,"112.812,40",,,,,,"173.571,98",,,,,,,,,"346.241,09",,,,,,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,BA,,,,"14,26",,,,,,,,-,,,,,,"14,26",,,,,,,,,"14,26",,,,,,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,BA,,,,"11,99",,,,,,,,-,,,,,,"11,99",,,,,,,,,"11,99",,,,,,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,BA,,,,"10,87",,,,,,,,-,,,,,,"10,87",,,,,,,,,"10,87",,,,,,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,BA,,,,"27.759,19",,,,,,,,"12.876,71",,,,,,"40.635,90",,,,,,,,,"99.510,55",,,,,,,,,,,,,,
SAPEACU-BA,,,,BA,,,,"11,99",,,,,,,,-,,,,,,"11,99",,,,,,,,,"11,99",,,,,,,,,,,,,,
SATIRO DIAS-BA,,,,BA,,,,"11,99",,,,,,,,-,,,,,,"11,99",,,,,,,,,"11,99",,,,,,,,,,,,,,
SAUBARA-BA,,,,BA,,,,"256,25",,,,,,,,"797,91",,,,,,"1.054,16",,,,,,,,,"1.987,80",,,,,,,,,,,,,,
SERRA PRETA-BA,,,,BA,,,,"12,7",,,,,,,,-,,,,,,"12,7",,,,,,,,,"12,7",,,,,,,,,,,,,,
SERRINHA-BA,,,,BA,,,,"17,99",,,,,,,,-,,,,,,"17,99",,,,,,,,,"17,99",,,,,,,,,,,,,,
SERROLANDIA-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
SIMOES FILHO-BA,,,,BA,,,,"10.202,54",,,,,,,,"1.553,13",,,,,,"11.755,67",,,,,,,,,"28.407,91",,,,,,,,,,,,,,
SITIO DO QUINTO-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
TANQUINHO-BA,,,,BA,,,,"10,83",,,,,,,,-,,,,,,"10,83",,,,,,,,,"10,83",,,,,,,,,,,,,,
TAPIRAMUTA-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
TEODORO SAMPAIO-BA,,,,BA,,,,"6.735,18",,,,,,,,"131,95",,,,,,"6.867,13",,,,,,,,,"17.068,27",,,,,,,,,,,,,,
TEOFILANDIA-BA,,,,BA,,,,"13,5",,,,,,,,-,,,,,,"13,5",,,,,,,,,"13,5",,,,,,,,,,,,,,
TERRA NOVA-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
TUCANO-BA,,,,BA,,,,"16,48",,,,,,,,-,,,,,,"16,48",,,,,,,,,"16,48",,,,,,,,,,,,,,
UAUA-BA,,,,BA,,,,"14,26",,,,,,,,-,,,,,,"14,26",,,,,,,,,"14,26",,,,,,,,,,,,,,
UBAIRA-BA,,,,BA,,,,"14,26",,,,,,,,-,,,,,,"14,26",,,,,,,,,"14,26",,,,,,,,,,,,,,
VALENTE-BA,,,,BA,,,,"12,7",,,,,,,,-,,,,,,"12,7",,,,,,,,,"12,7",,,,,,,,,,,,,,
VARZEA DA ROCA-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
VARZEA DO POCO-BA,,,,BA,,,,"10,87",,,,,,,,-,,,,,,"10,87",,,,,,,,,"10,87",,,,,,,,,,,,,,
VARZEA NOVA-BA,,,,BA,,,,"11,58",,,,,,,,-,,,,,,"11,58",,,,,,,,,"11,58",,,,,,,,,,,,,,
VARZEDO-BA,,,,BA,,,,"10,83",,,,,,,,-,,,,,,"10,83",,,,,,,,,"10,83",,,,,,,,,,,,,,
VERA CRUZ-BA,,,,BA,,,,"14,26",,,,,,,,-,,,,,,"14,26",,,,,,,,,"14,26",,,,,,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,BA,,,,"20,99",,,,,,,,-,,,,,,"20,99",,,,,,,,,"20,99",,,,,,,,,,,,,,
ACARAPE-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
ACARAU-CE,,,,CE,,,,"266,56",,,,,,,,-,,,,,,"266,56",,,,,,,,,"756,68",,,,,,,,,,,,,,
ALCANTARAS-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
ALTO SANTO-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,537,,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMONTADA-CE,,,,CE,,,,"5.461,01",,,,,,,,"11.120,27",,,,,,"16.581,28",,,,,,,,,"39.452,61",,,,,,,,,,,,,,
APUIARES-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
AQUIRAZ-CE,,,,CE,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"505,93",,,,,,,,,,,,,,
ARACATI-CE,,,,CE,,,,"18.978,17",,,,,,,,"2.537,17",,,,,,"21.515,34",,,,,,,,,"53.793,06",,,,,,,,,,,,,,
ARACOIABA-CE,,,,CE,,,,"223,56",,,,,,,,-,,,,,,"223,56",,,,,,,,,"634,63",,,,,,,,,,,,,,
ARARENDA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
ARATUBA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
BANABUIU-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,4",,,,,,,,,,,,,,
BARREIRA-CE,,,,CE,,,,"206,37",,,,,,,,-,,,,,,"206,37",,,,,,,,,"585,82",,,,,,,,,,,,,,
BARROQUINHA-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,537,,,,,,,,,,,,,,
BATURITE-CE,,,,CE,,,,"240,76",,,,,,,,-,,,,,,"240,76",,,,,,,,,"683,45",,,,,,,,,,,,,,
BEBERIBE-CE,,,,CE,,,,"257,96",,,,,,,,-,,,,,,"257,96",,,,,,,,,"732,27",,,,,,,,,,,,,,
BELA CRUZ-CE,,,,CE,,,,"232,16",,,,,,,,-,,,,,,"232,16",,,,,,,,,"659,04",,,,,,,,,,,,,,
BOA VIAGEM-CE,,,,CE,,,,"266,56",,,,,,,,-,,,,,,"266,56",,,,,,,,,"756,68",,,,,,,,,,,,,,
CAMOCIM-CE,,,,CE,,,,"275,16",,,,,,,,-,,,,,,"275,16",,,,,,,,,"781,09",,,,,,,,,,,,,,
CANINDE-CE,,,,CE,,,,"292,36",,,,,,,,-,,,,,,"292,36",,,,,,,,,"829,92",,,,,,,,,,,,,,
CAPISTRANO-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,4",,,,,,,,,,,,,,
CARIDADE-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,537,,,,,,,,,,,,,,
CARIRE-CE,,,,CE,,,,"214,97",,,,,,,,-,,,,,,"214,97",,,,,,,,,"610,23",,,,,,,,,,,,,,
CARNAUBAL-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,4",,,,,,,,,,,,,,
CASCAVEL-CE,,,,CE,,,,"275,16",,,,,,,,-,,,,,,"275,16",,,,,,,,,"781,09",,,,,,,,,,,,,,
CATUNDA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
CAUCAIA-CE,,,,CE,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"632,42",,,,,,,,,,,,,,
CHAVAL-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
CHORO-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
CHOROZINHO-CE,,,,CE,,,,"206,37",,,,,,,,-,,,,,,"206,37",,,,,,,,,"585,82",,,,,,,,,,,,,,
COREAU-CE,,,,CE,,,,"214,97",,,,,,,,-,,,,,,"214,97",,,,,,,,,"610,23",,,,,,,,,,,,,,
CRATEUS-CE,,,,CE,,,,"292,36",,,,,,,,-,,,,,,"292,36",,,,,,,,,"829,92",,,,,,,,,,,,,,
CROATA-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,4",,,,,,,,,,,,,,
CRUZ-CE,,,,CE,,,,"206,37",,,,,,,,-,,,,,,"206,37",,,,,,,,,"585,82",,,,,,,,,,,,,,
DEPUTADO IRAPUAN PINHEIRO-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
ERERE-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
EUSEBIO-CE,,,,CE,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"426,88",,,,,,,,,,,,,,
FORQUILHA-CE,,,,CE,,,,"206,37",,,,,,,,-,,,,,,"206,37",,,,,,,,,"585,82",,,,,,,,,,,,,,
FORTALEZA-CE,,,,CE,,,,"55.051,21",,,,,,,,"7.936,83",,,,,,"62.988,04",,,,,,,,,"139.845,21",,,,,,,,,,,,,,
FORTIM-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"912,91",,,,,,,,,,,,,,
FRECHEIRINHA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
GENERAL SAMPAIO-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
GRACA-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,4",,,,,,,,,,,,,,
GRANJA-CE,,,,CE,,,,"266,56",,,,,,,,-,,,,,,"266,56",,,,,,,,,"756,68",,,,,,,,,,,,,,
GROAIRAS-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
GUAIUBA-CE,,,,CE,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"379,45",,,,,,,,,,,,,,
GUARACIABA DO NORTE-CE,,,,CE,,,,"240,76",,,,,,,,-,,,,,,"240,76",,,,,,,,,"683,45",,,,,,,,,,,,,,
GUARAMIRANGA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
HIDROLANDIA-CE,,,,CE,,,,"206,37",,,,,,,,-,,,,,,"206,37",,,,,,,,,"585,82",,,,,,,,,,,,,,
HORIZONTE-CE,,,,CE,,,,"232,16",,,,,,,,-,,,,,,"232,16",,,,,,,,,"659,04",,,,,,,,,,,,,,
IBARETAMA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
IBIAPINA-CE,,,,CE,,,,"223,56",,,,,,,,-,,,,,,"223,56",,,,,,,,,"634,63",,,,,,,,,,,,,,
IBICUITINGA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
ICAPUI-CE,,,,CE,,,,"22.510,13",,,,,,,,"4.839,70",,,,,,"27.349,83",,,,,,,,,"68.583,68",,,,,,,,,,,,,,
INDEPENDENCIA-CE,,,,CE,,,,"223,56",,,,,,,,-,,,,,,"223,56",,,,,,,,,"634,63",,,,,,,,,,,,,,
IPAPORANGA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPU-CE,,,,CE,,,,"249,36",,,,,,,,-,,,,,,"249,36",,,,,,,,,"707,87",,,,,,,,,,,,,,
IPUEIRAS-CE,,,,CE,,,,"249,36",,,,,,,,-,,,,,,"249,36",,,,,,,,,"707,87",,,,,,,,,,,,,,
IRACEMA-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,537,,,,,,,,,,,,,,
IRAUCUBA-CE,,,,CE,,,,"206,37",,,,,,,,-,,,,,,"206,37",,,,,,,,,"585,82",,,,,,,,,,,,,,
ITAICABA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
ITAITINGA-CE,,,,CE,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"426,88",,,,,,,,,,,,,,
ITAPAGE-CE,,,,CE,,,,"257,96",,,,,,,,-,,,,,,"257,96",,,,,,,,,"732,27",,,,,,,,,,,,,,
ITAPIPOCA-CE,,,,CE,,,,"7.021,30",,,,,,,,"11.413,84",,,,,,"18.435,14",,,,,,,,,"42.952,79",,,,,,,,,,,,,,
ITAPIUNA-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,40",,,,,,,,,,,,,,
ITAREMA-CE,,,,CE,,,,"5.265,98",,,,,,,,"9.829,72",,,,,,"15.095,70",,,,,,,,,"34.990,59",,,,,,,,,,,,,,
ITATIRA-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,40",,,,,,,,,,,,,,
JAGUARETAMA-CE,,,,CE,,,,"206,37",,,,,,,,-,,,,,,"206,37",,,,,,,,,"585,82",,,,,,,,,,,,,,
JAGUARIBARA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
JAGUARIBE-CE,,,,CE,,,,"249,36",,,,,,,,-,,,,,,"249,36",,,,,,,,,"707,87",,,,,,,,,,,,,,
JAGUARUANA-CE,,,,CE,,,,"240,76",,,,,,,,-,,,,,,"240,76",,,,,,,,,"683,45",,,,,,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
LIMOEIRO DO NORTE-CE,,,,CE,,,,"266,56",,,,,,,,-,,,,,,"266,56",,,,,,,,,"756,68",,,,,,,,,,,,,,
MADALENA-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,"537,00",,,,,,,,,,,,,,
MARCO-CE,,,,CE,,,,"214,97",,,,,,,,-,,,,,,"214,97",,,,,,,,,"610,23",,,,,,,,,,,,,,
MARACANAU-CE,,,,CE,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"632,42",,,,,,,,,,,,,,
MARANGUAPE-CE,,,,CE,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"569,18",,,,,,,,,,,,,,
MARTINOPOLE-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
MASSAPE-CE,,,,CE,,,,"232,16",,,,,,,,-,,,,,,"232,16",,,,,,,,,"659,04",,,,,,,,,,,,,,
MERUOCA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
MILHA-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,"537,00",,,,,,,,,,,,,,
MIRAIMA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
MOMBACA-CE,,,,CE,,,,"257,96",,,,,,,,-,,,,,,"257,96",,,,,,,,,"732,27",,,,,,,,,,,,,,
MONSENHOR TABOSA-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,4",,,,,,,,,,,,,,
MORADA NOVA-CE,,,,CE,,,,"283,76",,,,,,,,-,,,,,,"283,76",,,,,,,,,"805,5",,,,,,,,,,,,,,
MORAUJO-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
MORRINHOS-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,40",,,,,,,,,,,,,,
MUCAMBO-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,"537,00",,,,,,,,,,,,,,
MULUNGU-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
NOVA RUSSAS-CE,,,,CE,,,,"240,76",,,,,,,,-,,,,,,"240,76",,,,,,,,,"683,45",,,,,,,,,,,,,,
NOVO ORIENTE-CE,,,,CE,,,,"232,16",,,,,,,,-,,,,,,"232,16",,,,,,,,,"659,04",,,,,,,,,,,,,,
OCARA-CE,,,,CE,,,,"223,56",,,,,,,,-,,,,,,"223,56",,,,,,,,,"634,63",,,,,,,,,,,,,,
PACAJUS-CE,,,,CE,,,,"257,96",,,,,,,,-,,,,,,"257,96",,,,,,,,,"732,27",,,,,,,,,,,,,,
PACATUBA-CE,,,,CE,,,,-,,,,,,,,-,,,,,,-,,,,,,,,,"490,12",,,,,,,,,,,,,,
PACOTI-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
PACUJA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
PALHANO-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
PALMACIA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
PARACURU-CE,,,,CE,,,,"17.260,71",,,,,,,,"14.710,42",,,,,,"31.971,13",,,,,,,,,"79.251,66",,,,,,,,,,,,,,
PARAIPABA-CE,,,,CE,,,,"223,56",,,,,,,,"722,52",,,,,,"946,08",,,,,,,,,"2.346,91",,,,,,,,,,,,,,
PARAMOTI-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
PEDRA BRANCA-CE,,,,CE,,,,"257,96",,,,,,,,-,,,,,,"257,96",,,,,,,,,"732,27",,,,,,,,,,,,,,
PENTECOSTE-CE,,,,CE,,,,"240,76",,,,,,,,-,,,,,,"240,76",,,,,,,,,"683,45",,,,,,,,,,,,,,
PEREIRO-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,"537,00",,,,,,,,,,,,,,
PINDORETAMA-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,"537,00",,,,,,,,,,,,,,
PIQUET CARNEIRO-CE,,,,CE,,,,"189,17",,,,,,,,-,,,,,,"189,17",,,,,,,,,"537,00",,,,,,,,,,,,,,
PIRES FERREIRA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
PORANGA-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTIRETAMA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
QUITERIANOPOLIS-CE,,,,CE,,,,"206,37",,,,,,,,-,,,,,,"206,37",,,,,,,,,"585,82",,,,,,,,,,,,,,
QUIXADA-CE,,,,CE,,,,"292,36",,,,,,,,-,,,,,,"292,36",,,,,,,,,"829,92",,,,,,,,,,,,,,
QUIXERAMOBIM-CE,,,,CE,,,,"283,76",,,,,,,,-,,,,,,"283,76",,,,,,,,,"805,50",,,,,,,,,,,,,,
QUIXERE-CE,,,,CE,,,,"197,77",,,,,,,,-,,,,,,"197,77",,,,,,,,,"561,40",,,,,,,,,,,,,,
REDENCAO-CE,,,,CE,,,,"223,56",,,,,,,,-,,,,,,"223,56",,,,,,,,,"634,63",,,,,,,,,,,,,,
RERIUTABA-CE,,,,CE,,,,"223,56",,,,,,,,-,,,,,,"223,56",,,,,,,,,"634,63",,,,,,,,,,,,,,
RUSSAS-CE,,,,CE,,,,"275,16",,,,,,,,-,,,,,,"275,16",,,,,,,,,"781,09",,,,,,,,,,,,,,
SANTA QUITERIA-CE,,,,CE,,,,"257,96",,,,,,,,-,,,,,,"257,96",,,,,,,,,"732,27",,,,,,,,,,,,,,
SANTANA DO ACARAU-CE,,,,CE,,,,"232,16",,,,,,,,-,,,,,,"232,16",,,,,,,,,"659,04",,,,,,,,,,,,,,
SAO BENEDITO-CE,,,,CE,,,,"257,96",,,,,,,,-,,,,,,"257,96",,,,,,,,,"732,27",,,,,,,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,CE,,,,"249,36",,,,,,,,-,,,,,,"249,36",,,,,,,,,"707,87",,,,,,,,,,,,,,
SAO JOAO DO JAGUARIBE-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
SAO LUIS DO CURU-CE,,,,CE,,,,"180,57",,,,,,,,-,,,,,,"180,57",,,,,,,,,"512,59",,,,,,,,,,,,,,
SENADOR POMPEU-CE,,,,CE,,,,"232,16",,,,,,,,-,,,,,,"232,16",,,,,,,,,"659,04",,,,,,,,,,,,,,
SENADOR SA-CE,,,,CE,,,,"171,97",,,,,,,,-,,,,,,"171,97",,,,,,,,,"488,18",,,,,,,,,,,,,,
SOBRAL-CE,,,,CE,,,,"335,35",,,,,,,,-,,,,,,"335,35",,,,,,,,,"951,96",,,,,,,,,,,,,,
SOLONOPOLE-CE,,,,CE,,,,"206,37",,,,,,,,-,,,,,,"206,37",,,,,,,,,"585,82",,,,,,,,,,,,,,
