ITAGI-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
ITAGIBA-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
ITAGIMIRIM-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
ITAJU DO COLONIA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
ITAJUIPE-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
ITAMARAJU-BA,,,BA,,,"1.932,49",,,,,,,-,,,,,,,"1.932,49",,,,,,"15.317,21",,,,,,,,,,,,,,
ITAMARI-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
ITAMBE-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
ITANAGRA-BA,,,BA,,,"53.594,27",,,,,,,"10.760,78",,,,,,,"64.355,05",,,,,,"542.871,06",,,,,,,,,,,,,,
ITANHEM-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
ITAPARICA-BA,,,BA,,,"85.658,51",,,,,,,"302.541,50",,,,,,,"388.200,01",,,,,,"2.522.723,48",,,,,,,,,,,,,,
ITAPE-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
ITAPEBI-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
ITAPETINGA-BA,,,BA,,,"1.991,05",,,,,,,-,,,,,,,"1.991,05",,,,,,"15.781,38",,,,,,,,,,,,,,
ITAPICURU-BA,,,BA,,,"1.698,25",,,,,,,-,,,,,,,"1.698,25",,,,,,"13.460,59",,,,,,,,,,,,,,
ITAPITANGA-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
ITAQUARA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
ITARANTIM-BA,,,BA,,,"1.464,01",,,,,,,-,,,,,,,"1.464,01",,,,,,"11.603,94",,,,,,,,,,,,,,
ITATIM-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
ITIRUCU-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
ITIUBA-BA,,,BA,,,"1.756,81",,,,,,,-,,,,,,,"1.756,81",,,,,,"13.924,73",,,,,,,,,,,,,,
ITORORO-BA,,,BA,,,"1.464,01",,,,,,,-,,,,,,,"1.464,01",,,,,,"11.603,94",,,,,,,,,,,,,,
ITUBERA-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
JACOBINA-BA,,,BA,,,"2.049,61",,,,,,,-,,,,,,,"2.049,61",,,,,,"16.245,53",,,,,,,,,,,,,,
JAGUAQUARA-BA,,,BA,,,"1.873,93",,,,,,,-,,,,,,,"1.873,93",,,,,,"14.853,05",,,,,,,,,,,,,,
JAGUARIPE-BA,,,BA,,,"63.108,66",,,,,,,-,,,,,,,"63.108,66",,,,,,"500.208,85",,,,,,,,,,,,,,
JANDAIRA-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
JEQUIE-BA,,,BA,,,"2.342,41",,,,,,,-,,,,,,,"2.342,41",,,,,,"18.566,33",,,,,,,,,,,,,,
JEREMOABO-BA,,,BA,,,"1.756,81",,,,,,,-,,,,,,,"1.756,81",,,,,,"13.924,73",,,,,,,,,,,,,,
JIQUIRICA-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
JITAUNA-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
JUCURUCU-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
JUSSARI-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
LAJE-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
LAJEDAO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
LAJEDINHO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
LAMARAO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
LAURO DE FREITAS-BA,,,BA,,,"2.342,41",,,,,,,-,,,,,,,"2.342,41",,,,,,"18.566,33",,,,,,,,,,,,,,
MACAJUBA-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
MACARANI-BA,,,BA,,,"1.405,45",,,,,,,-,,,,,,,"1.405,45",,,,,,"11.139,78",,,,,,,,,,,,,,
MADRE DE DEUS-BA,,,BA,,,"1.003.900,85",,,,,,,"1.405.022,28",,,,,,,"2.408.923,13",,,,,,"18.930.555,26",,,,,,,,,,,,,,
MAIQUINIQUE-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
MAIRI-BA,,,BA,,,"1.464,01",,,,,,,-,,,,,,,"1.464,01",,,,,,"11.603,94",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANOEL VITORINO-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
MARACAS-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
MARAGOGIPE-BA,,,BA,,,"54.532,92",,,,,,,-,,,,,,,"54.532,92",,,,,,"432.236,21",,,,,,,,,,,,,,
MARAU-BA,,,BA,,,"1.464,01",,,,,,,-,,,,,,,"1.464,01",,,,,,"11.603,94",,,,,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
MASCOTE-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
MATA DE SAO JOAO-BA,,,BA,,,"153.514,84",,,,,,,"85.120,09",,,,,,,"238.634,93",,,,,,"1.971.213,78",,,,,,,,,,,,,,
MEDEIROS NETO-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
MIGUEL CALMON-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
MILAGRES-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
MIRANTE-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
MONTE SANTO-BA,,,BA,,,"1.873,93",,,,,,,-,,,,,,,"1.873,93",,,,,,"14.853,05",,,,,,,,,,,,,,
MUCURI-BA,,,BA,,,"307.378,70",,,,,,,"4.460,54",,,,,,,"311.839,24",,,,,,"2.148.367,67",,,,,,,,,,,,,,
MUNDO NOVO-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
MUNIZ FERREIRA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
MURITIBA-BA,,,BA,,,"1.639,69",,,,,,,-,,,,,,,"1.639,69",,,,,,"12.996,42",,,,,,,,,,,,,,
MUTUIPE-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
NAZARE-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
NILO PECANHA-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
NORDESTINA-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
NOVA CANAA-BA,,,BA,,,"1.405,45",,,,,,,-,,,,,,,"1.405,45",,,,,,"11.139,78",,,,,,,,,,,,,,
NOVA FATIMA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
NOVA IBIA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
NOVA ITARANA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
NOVA SOURE-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
NOVA VICOSA-BA,,,BA,,,"1.756,81",,,,,,,-,,,,,,,"1.756,81",,,,,,"13.924,73",,,,,,,,,,,,,,
NOVO TRIUNFO-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
OLINDINA-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
OURICANGAS-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
OUROLANDIA-BA,,,BA,,,"1.405,45",,,,,,,-,,,,,,,"1.405,45",,,,,,"11.139,78",,,,,,,,,,,,,,
PARIPIRANGA-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
PAU BRASIL-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
PAULO AFONSO-BA,,,BA,,,"2.166,73",,,,,,,-,,,,,,,"2.166,73",,,,,,"17.173,86",,,,,,,,,,,,,,
PE DE SERRA-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
PEDRAO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,BA,,,"1.405,45",,,,,,,-,,,,,,,"1.405,45",,,,,,"11.139,78",,,,,,,,,,,,,,
PINTADAS-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
PIRAI DO NORTE-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
PIRITIBA-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
PLANALTINO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
PLANALTO-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
POCOES-BA,,,BA,,,"1.815,37",,,,,,,-,,,,,,,"1.815,37",,,,,,"14.388,89",,,,,,,,,,,,,,
POJUCA-BA,,,BA,,,"457.243,76",,,,,,,"338.175,72",,,,,,,"795.419,48",,,,,,"6.740.969,74",,,,,,,,,,,,,,
PORTO SEGURO-BA,,,BA,,,"2.225,29",,,,,,,-,,,,,,,"2.225,29",,,,,,"17.638,02",,,,,,,,,,,,,,
POTIRAGUA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
PRADO-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
QUEIMADAS-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
QUIJINGUE-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
QUIXABEIRA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
RETIROLANDIA-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,BA,,,"1.698,25",,,,,,,-,,,,,,,"1.698,25",,,,,,"13.460,59",,,,,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,BA,,,"1.815,37",,,,,,,-,,,,,,,"1.815,37",,,,,,"14.388,89",,,,,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
RIO REAL-BA,,,BA,,,"1.756,81",,,,,,,-,,,,,,,"1.756,81",,,,,,"13.924,73",,,,,,,,,,,,,,
RUY BARBOSA-BA,,,BA,,,"1.639,69",,,,,,,-,,,,,,,"1.639,69",,,,,,"12.996,42",,,,,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,BA,,,"38.700,78",,,,,,,"302.237,23",,,,,,,"340.938,01",,,,,,"2.138.282,80",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALVADOR-BA,,,BA,,,"70.365,06",,,,,,,"302.237,23",,,,,,,"372.602,29",,,,,,"2.389.258,70",,,,,,,,,,,,,,
SANTA BARBARA-BA,,,BA,,,"1.464,01",,,,,,,-,,,,,,,"1.464,01",,,,,,"11.603,94",,,,,,,,,,,,,,
SANTA BRIGIDA-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
SANTA INES-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
SANTA LUZIA-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
SANTA TERESINHA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
SANTALUZ-BA,,,BA,,,"1.698,25",,,,,,,-,,,,,,,"1.698,25",,,,,,"13.460,59",,,,,,,,,,,,,,
SANTANOPOLIS-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
SANTO AMARO-BA,,,BA,,,"58.051,17",,,,,,,"302.237,23",,,,,,,"360.288,40",,,,,,"2.291.656,96",,,,,,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,BA,,,"2.108,17",,,,,,,-,,,,,,,"2.108,17",,,,,,"16.709,70",,,,,,,,,,,,,,
SANTO ESTEVAO-BA,,,BA,,,"1.815,37",,,,,,,-,,,,,,,"1.815,37",,,,,,"14.388,89",,,,,,,,,,,,,,
SAO DOMINGOS-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
SAO FELIPE-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
SAO FELIX-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,BA,,,"1.357.015,08",,,,,,,"997.762,47",,,,,,,"2.354.777,55",,,,,,"20.372.374,95",,,,,,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,BA,,,"1.698,25",,,,,,,-,,,,,,,"1.698,25",,,,,,"13.460,59",,,,,,,,,,,,,,
SAO JOSE DA VITORIA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,BA,,,"1.229,76",,,,,,,-,,,,,,,"1.229,76",,,,,,"9.747,30",,,,,,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,BA,,,"349.573,15",,,,,,,"201.777,21",,,,,,,"551.350,36",,,,,,"4.705.643,64",,,,,,,,,,,,,,
SAPEACU-BA,,,BA,,,"1.405,45",,,,,,,-,,,,,,,"1.405,45",,,,,,"11.139,78",,,,,,,,,,,,,,
SATIRO DIAS-BA,,,BA,,,"41.957,52",,,,,,,"1.336,70",,,,,,,"43.294,22",,,,,,"352.460,68",,,,,,,,,,,,,,
SAUBARA-BA,,,BA,,,"36.941,65",,,,,,,"302.237,23",,,,,,,"339.178,88",,,,,,"2.124.339,71",,,,,,,,,,,,,,
SERRA PRETA-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
SERRINHA-BA,,,BA,,,"2.049,61",,,,,,,-,,,,,,,"2.049,61",,,,,,"16.245,53",,,,,,,,,,,,,,
SERROLANDIA-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
SIMOES FILHO-BA,,,BA,,,"307.848,44",,,,,,,"21.882,79",,,,,,,"329.731,23",,,,,,"2.523.713,75",,,,,,,,,,,,,,
SITIO DO QUINTO-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
TANQUINHO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
TAPEROA-BA,,,BA,,,"1.464,01",,,,,,,-,,,,,,,"1.464,01",,,,,,"11.603,94",,,,,,,,,,,,,,
TAPIRAMUTA-BA,,,BA,,,"1.405,45",,,,,,,-,,,,,,,"1.405,45",,,,,,"11.139,78",,,,,,,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,BA,,,"2.283,85",,,,,,,-,,,,,,,"2.283,85",,,,,,"18.102,18",,,,,,,,,,,,,,
TEODORO SAMPAIO-BA,,,BA,,,"42.355,91",,,,,,,"1.874,72",,,,,,,"44.230,63",,,,,,"362.729,03",,,,,,,,,,,,,,
TEOFILANDIA-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
TEOLANDIA-BA,,,BA,,,"1.346,89",,,,,,,-,,,,,,,"1.346,89",,,,,,"10.675,62",,,,,,,,,,,,,,
TERRA NOVA-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
TUCANO-BA,,,BA,,,"1.873,93",,,,,,,-,,,,,,,"1.873,93",,,,,,"14.853,05",,,,,,,,,,,,,,
UAUA-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
UBAIRA-BA,,,BA,,,"1.464,01",,,,,,,-,,,,,,,"1.464,01",,,,,,"11.603,94",,,,,,,,,,,,,,
UBAITABA-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
UBATA-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
UNA-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
URUCUCA-BA,,,BA,,,"1.464,01",,,,,,,-,,,,,,,"1.464,01",,,,,,"11.603,94",,,,,,,,,,,,,,
VALENCA-BA,,,BA,,,"63.108,66",,,,,,,-,,,,,,,"63.108,66",,,,,,"500.208,85",,,,,,,,,,,,,,
VALENTE-BA,,,BA,,,"1.581,13",,,,,,,-,,,,,,,"1.581,13",,,,,,"12.532,26",,,,,,,,,,,,,,
VARZEA DA ROCA-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
VARZEA DO POCO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
VARZEA NOVA-BA,,,BA,,,"1.288,33",,,,,,,-,,,,,,,"1.288,33",,,,,,"10.211,47",,,,,,,,,,,,,,
VARZEDO-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
VERA CRUZ-BA,,,BA,,,"43.539,02",,,,,,,"564,93",,,,,,,"44.103,95",,,,,,"355.565,07",,,,,,,,,,,,,,
VEREDA-BA,,,BA,,,"1.171,20",,,,,,,-,,,,,,,"1.171,20",,,,,,"9.283,15",,,,,,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,BA,,,"2.342,41",,,,,,,-,,,,,,,"2.342,41",,,,,,"18.566,33",,,,,,,,,,,,,,
WENCESLAU GUIMARAES-BA,,,BA,,,"1.522,57",,,,,,,-,,,,,,,"1.522,57",,,,,,"12.068,11",,,,,,,,,,,,,,
BAHIA  TOTAL,,,,,,"8.035.471,67",,,,,,,"6.633.438,68",,,,,,,"14.668.910,35",,,,,,"113.371.980,17",,,,,,,,,,,,,,
ACARAU-CE,,,CE,,,"2.379,58",,,,,,,-,,,,,,,"2.379,58",,,,,,"18.382,65",,,,,,,,,,,,,,
ALCANTARAS-CE,,,CE,,,"1.514,27",,,,,,,-,,,,,,,"1.514,27",,,,,,"11.698,03",,,,,,,,,,,,,,
AMONTADA-CE,,,CE,,,"48.933,37",,,,,,,"12.016,31",,,,,,,"60.949,68",,,,,,"630.051,09",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APUIARES-CE,,,CE,,,"1.586,38",,,,,,,-,,,,,,,"1.586,38",,,,,,"12.255,07",,,,,,,,,,,,,,
AQUIRAZ-CE,,,CE,,,"282.701,60",,,,,,,"46.639,84",,,,,,,"329.341,44",,,,,,"2.265.547,53",,,,,,,,,,,,,,
ARACATI-CE,,,CE,,,"377.245,38",,,,,,,"23.906,81",,,,,,,"401.152,19",,,,,,"2.817.352,61",,,,,,,,,,,,,,
ARARENDA-CE,,,CE,,,"1.514,27",,,,,,,-,,,,,,,"1.514,27",,,,,,"11.698,03",,,,,,,,,,,,,,
BARROQUINHA-CE,,,CE,,,"1.658,49",,,,,,,-,,,,,,,"1.658,49",,,,,,"12.812,12",,,,,,,,,,,,,,
BELA CRUZ-CE,,,CE,,,"2.019,03",,,,,,,-,,,,,,,"2.019,03",,,,,,"15.597,38",,,,,,,,,,,,,,
CAMOCIM-CE,,,CE,,,"2.379,58",,,,,,,-,,,,,,,"2.379,58",,,,,,"18.382,65",,,,,,,,,,,,,,
CANINDE-CE,,,CE,,,"2.523,79",,,,,,,-,,,,,,,"2.523,79",,,,,,"19.496,74",,,,,,,,,,,,,,
CARIDADE-CE,,,CE,,,"1.874,82",,,,,,,-,,,,,,,"1.874,82",,,,,,"14.483,29",,,,,,,,,,,,,,
CARIRE-CE,,,CE,,,"1.802,71",,,,,,,-,,,,,,,"1.802,71",,,,,,"13.926,23",,,,,,,,,,,,,,
CARNAUBAL-CE,,,CE,,,"1.730,60",,,,,,,-,,,,,,,"1.730,60",,,,,,"13.369,18",,,,,,,,,,,,,,
CATUNDA-CE,,,CE,,,"1.442,17",,,,,,,-,,,,,,,"1.442,17",,,,,,"11.140,98",,,,,,,,,,,,,,
CAUCAIA-CE,,,CE,,,"313.589,61",,,,,,,"53.362,59",,,,,,,"366.952,20",,,,,,"2.001.081,47",,,,,,,,,,,,,,
CHAVAL-CE,,,CE,,,"1.586,38",,,,,,,-,,,,,,,"1.586,38",,,,,,"12.255,07",,,,,,,,,,,,,,
COREAU-CE,,,CE,,,"1.874,82",,,,,,,-,,,,,,,"1.874,82",,,,,,"14.483,29",,,,,,,,,,,,,,
CRATEUS-CE,,,CE,,,"2.523,79",,,,,,,-,,,,,,,"2.523,79",,,,,,"19.496,74",,,,,,,,,,,,,,
CROATA-CE,,,CE,,,"1.730,60",,,,,,,-,,,,,,,"1.730,60",,,,,,"13.369,18",,,,,,,,,,,,,,
CRUZ-CE,,,CE,,,"1.874,82",,,,,,,-,,,,,,,"1.874,82",,,,,,"14.483,29",,,,,,,,,,,,,,
FORQUILHA-CE,,,CE,,,"1.874,82",,,,,,,-,,,,,,,"1.874,82",,,,,,"14.483,29",,,,,,,,,,,,,,
FORTALEZA-CE,,,CE,,,"348.574,52",,,,,,,"60.783,35",,,,,,,"409.357,87",,,,,,"2.661.305,61",,,,,,,,,,,,,,
FRECHEIRINHA-CE,,,CE,,,"1.586,38",,,,,,,-,,,,,,,"1.586,38",,,,,,"12.255,07",,,,,,,,,,,,,,
GENERAL SAMPAIO-CE,,,CE,,,"1.442,17",,,,,,,-,,,,,,,"1.442,17",,,,,,"11.140,98",,,,,,,,,,,,,,
GRACA-CE,,,CE,,,"1.658,49",,,,,,,-,,,,,,,"1.658,49",,,,,,"12.812,12",,,,,,,,,,,,,,
