ANGRA DOS REIS-RJ,,,RJ,,,"4.513.368,96",,,,,,,"1.727.326,26",,,,,,,"6.240.695,22",,,,,,"40.065.659,98",,,,,,,,,,,,,,
APERIBE-RJ,,,RJ,,,"385.474,76",,,,,,,-,,,,,,,"385.474,76",,,,,,"2.994.077,34",,,,,,,,,,,,,,
ARARUAMA-RJ,,,RJ,,,"746.332,82",,,,,,,"3.009,15",,,,,,,"749.341,97",,,,,,"5.441.550,74",,,,,,,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,RJ,,,"2.148.771,97",,,,,,,"1.514.477,59",,,,,,,"3.663.249,56",,,,,,"29.159.257,52",,,,,,,,,,,,,,
ARRAIAL DO CABO-RJ,,,RJ,,,"2.148.771,97",,,,,,,"430.538,52",,,,,,,"2.579.310,49",,,,,,"18.629.897,58",,,,,,,,,,,,,,
BARRA DO PIRAI-RJ,,,RJ,,,"693.758,64",,,,,,,-,,,,,,,"693.758,64",,,,,,"5.130.619,99",,,,,,,,,,,,,,
BARRA MANSA-RJ,,,RJ,,,"775.078,87",,,,,,,-,,,,,,,"775.078,87",,,,,,"5.670.417,66",,,,,,,,,,,,,,
BELFORD ROXO-RJ,,,RJ,,,"734.237,65",,,,,,,-,,,,,,,"734.237,65",,,,,,"5.703.004,55",,,,,,,,,,,,,,
BOM JARDIM-RJ,,,RJ,,,"495.610,41",,,,,,,-,,,,,,,"495.610,41",,,,,,"3.849.528,07",,,,,,,,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,RJ,,,"532.322,29",,,,,,,-,,,,,,,"532.322,29",,,,,,"4.134.678,38",,,,,,,,,,,,,,
CABO FRIO-RJ,,,RJ,,,"3.183.365,90",,,,,,,"6.481.846,02",,,,,,,"9.665.211,92",,,,,,"77.745.062,20",,,,,,,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,RJ,,,"2.726.005,38",,,,,,,-,,,,,,,"2.726.005,38",,,,,,"20.876.186,72",,,,,,,,,,,,,,
CAMBUCI-RJ,,,RJ,,,"470.993,69",,,,,,,-,,,,,,,"470.993,69",,,,,,"3.276.139,98",,,,,,,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,RJ,,,"3.183.365,90",,,,,,,"32.311.733,35",,,,,,,"35.495.099,25",,,,,,"277.710.841,83",,,,,,,,,,,,,,
CANTAGALO-RJ,,,RJ,,,"458.898,53",,,,,,,-,,,,,,,"458.898,53",,,,,,"3.564.377,74",,,,,,,,,,,,,,
CARAPEBUS-RJ,,,RJ,,,"1.799.658,29",,,,,,,"518.642,69",,,,,,,"2.318.300,98",,,,,,"16.746.528,26",,,,,,,,,,,,,,
CARDOSO MOREIRA-RJ,,,RJ,,,"403.830,70",,,,,,,-,,,,,,,"403.830,70",,,,,,"3.136.652,48",,,,,,,,,,,,,,
CARMO-RJ,,,RJ,,,"467.386,46",,,,,,,-,,,,,,,"467.386,46",,,,,,"3.420.104,58",,,,,,,,,,,,,,
CASIMIRO DE ABREU-RJ,,,RJ,,,"2.307.940,28",,,,,,,"1.671.870,60",,,,,,,"3.979.810,88",,,,,,"29.946.458,26",,,,,,,,,,,,,,
CONCEICAO DE MACABU-RJ,,,RJ,,,"512.639,57",,,,,,,-,,,,,,,"512.639,57",,,,,,"3.704.714,41",,,,,,,,,,,,,,
CORDEIRO-RJ,,,RJ,,,"477.254,46",,,,,,,-,,,,,,,"477.254,46",,,,,,"3.706.952,91",,,,,,,,,,,,,,
DUAS BARRAS-RJ,,,RJ,,,"385.474,76",,,,,,,-,,,,,,,"385.474,76",,,,,,"2.994.077,34",,,,,,,,,,,,,,
DUQUE DE CAXIAS-RJ,,,RJ,,,"3.488.987,79",,,,,,,"429.052,87",,,,,,,"3.918.040,66",,,,,,"28.092.126,85",,,,,,,,,,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,RJ,,,"403.830,70",,,,,,,-,,,,,,,"403.830,70",,,,,,"3.136.652,48",,,,,,,,,,,,,,
GUAPIMIRIM-RJ,,,RJ,,,"3.362.434,88",,,,,,,"343.829,36",,,,,,,"3.706.264,24",,,,,,"27.342.293,38",,,,,,,,,,,,,,
IGUABA GRANDE-RJ,,,RJ,,,"477.254,46",,,,,,,-,,,,,,,"477.254,46",,,,,,"3.706.952,91",,,,,,,,,,,,,,
ITABORAI-RJ,,,RJ,,,"734.237,65",,,,,,,"311.238,21",,,,,,,"1.045.475,86",,,,,,"7.693.436,65",,,,,,,,,,,,,,
ITAGUAI-RJ,,,RJ,,,"2.944.613,45",,,,,,,"936,39",,,,,,,"2.945.549,84",,,,,,"46.660.700,93",,,,,,,,,,,,,,
ITALVA-RJ,,,RJ,,,"422.186,64",,,,,,,-,,,,,,,"422.186,64",,,,,,"3.279.350,25",,,,,,,,,,,,,,
ITAOCARA-RJ,,,RJ,,,"522.400,98",,,,,,,-,,,,,,,"522.400,98",,,,,,"3.704.505,82",,,,,,,,,,,,,,
ITAPERUNA-RJ,,,RJ,,,"660.813,88",,,,,,,-,,,,,,,"660.813,88",,,,,,"5.132.376,97",,,,,,,,,,,,,,
ITATIAIA-RJ,,,RJ,,,"513.966,34",,,,,,,-,,,,,,,"513.966,34",,,,,,"3.992.430,28",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAPERI-RJ,,,RJ,,,"966.435,78",,,,,,,"307.632,24",,,,,,,"1.274.068,02",,,,,,"9.477.352,21",,,,,,,,,,,,,,
LAJE DO MURIAE-RJ,,,RJ,,,"367.118,81",,,,,,,-,,,,,,,"367.118,81",,,,,,"2.851.502,29",,,,,,,,,,,,,,
MACAE-RJ,,,RJ,,,"23.617.668,04",,,,,,,"6.102.337,74",,,,,,,"29.720.005,78",,,,,,"233.094.445,75",,,,,,,,,,,,,,
MACUCO-RJ,,,RJ,,,"367.118,81",,,,,,,-,,,,,,,"367.118,81",,,,,,"2.851.911,23",,,,,,,,,,,,,,
MAGE-RJ,,,RJ,,,"3.478.006,88",,,,,,,"311.238,21",,,,,,,"3.789.245,09",,,,,,"28.625.566,97",,,,,,,,,,,,,,
MANGARATIBA-RJ,,,RJ,,,"550.678,23",,,,,,,"1.306.668,96",,,,,,,"1.857.347,19",,,,,,"13.832.916,75",,,,,,,,,,,,,,
MARICA-RJ,,,RJ,,,"3.024.197,62",,,,,,,"9.944.726,96",,,,,,,"12.968.924,58",,,,,,"89.128.200,68",,,,,,,,,,,,,,
MENDES-RJ,,,RJ,,,"440.542,58",,,,,,,-,,,,,,,"440.542,58",,,,,,"3.422.457,04",,,,,,,,,,,,,,
MESQUITA-RJ,,,RJ,,,"780.604,34",,,,,,,-,,,,,,,"780.604,34",,,,,,"5.699.539,73",,,,,,,,,,,,,,
MIGUEL PEREIRA-RJ,,,RJ,,,"495.610,41",,,,,,,-,,,,,,,"495.610,41",,,,,,"3.849.528,07",,,,,,,,,,,,,,
MIRACEMA-RJ,,,RJ,,,"495.610,41",,,,,,,-,,,,,,,"495.610,41",,,,,,"3.849.364,50",,,,,,,,,,,,,,
NATIVIDADE-RJ,,,RJ,,,"422.186,64",,,,,,,-,,,,,,,"422.186,64",,,,,,"3.279.922,75",,,,,,,,,,,,,,
NILOPOLIS-RJ,,,RJ,,,"734.237,65",,,,,,,-,,,,,,,"734.237,65",,,,,,"5.703.004,55",,,,,,,,,,,,,,
NITEROI-RJ,,,RJ,,,"3.183.365,90",,,,,,,"7.996.009,84",,,,,,,"11.179.375,74",,,,,,"77.313.963,58",,,,,,,,,,,,,,
NOVA FRIBURGO-RJ,,,RJ,,,"734.237,65",,,,,,,-,,,,,,,"734.237,65",,,,,,"5.703.004,55",,,,,,,,,,,,,,
NOVA IGUACU-RJ,,,RJ,,,"783.044,70",,,,,,,-,,,,,,,"783.044,70",,,,,,"5.699.548,92",,,,,,,,,,,,,,
PARACAMBI-RJ,,,RJ,,,"874.656,06",,,,,,,"1.141,63",,,,,,,"875.797,69",,,,,,"6.476.992,31",,,,,,,,,,,,,,
PARATI-RJ,,,RJ,,,"2.387.524,43",,,,,,,"3.286.764,22",,,,,,,"5.674.288,65",,,,,,"41.032.536,78",,,,,,,,,,,,,,
PATY DO ALFERES-RJ,,,RJ,,,"495.610,41",,,,,,,-,,,,,,,"495.610,41",,,,,,"3.850.059,68",,,,,,,,,,,,,,
PETROPOLIS-RJ,,,RJ,,,"770.842,93",,,,,,,-,,,,,,,"770.842,93",,,,,,"5.700.116,35",,,,,,,,,,,,,,
PINHEIRAL-RJ,,,RJ,,,"477.254,46",,,,,,,-,,,,,,,"477.254,46",,,,,,"3.706.993,80",,,,,,,,,,,,,,
PIRAI-RJ,,,RJ,,,"801.232,30",,,,,,,"6.357,96",,,,,,,"807.590,26",,,,,,"5.944.782,17",,,,,,,,,,,,,,
PORCIUNCULA-RJ,,,RJ,,,"440.542,58",,,,,,,-,,,,,,,"440.542,58",,,,,,"3.421.802,75",,,,,,,,,,,,,,
PORTO REAL-RJ,,,RJ,,,"440.542,58",,,,,,,-,,,,,,,"440.542,58",,,,,,"3.421.720,96",,,,,,,,,,,,,,
QUATIS-RJ,,,RJ,,,"403.830,70",,,,,,,-,,,,,,,"403.830,70",,,,,,"3.137.347,66",,,,,,,,,,,,,,
QUEIMADOS-RJ,,,RJ,,,"715.881,70",,,,,,,-,,,,,,,"715.881,70",,,,,,"5.560.388,57",,,,,,,,,,,,,,
QUISSAMA-RJ,,,RJ,,,"2.069.187,84",,,,,,,"2.567.718,78",,,,,,,"4.636.906,62",,,,,,"36.446.699,92",,,,,,,,,,,,,,
RESENDE-RJ,,,RJ,,,"1.003.147,66",,,,,,,"14.599,62",,,,,,,"1.017.747,28",,,,,,"7.585.805,89",,,,,,,,,,,,,,
RIO BONITO-RJ,,,RJ,,,"619.114,70",,,,,,,-,,,,,,,"619.114,70",,,,,,"4.560.069,58",,,,,,,,,,,,,,
RIO CLARO-RJ,,,RJ,,,"440.542,58",,,,,,,-,,,,,,,"440.542,58",,,,,,"3.421.639,18",,,,,,,,,,,,,,
RIO DAS FLORES-RJ,,,RJ,,,"672.740,71",,,,,,,"2.289,22",,,,,,,"675.029,93",,,,,,"4.913.649,58",,,,,,,,,,,,,,
RIO DAS OSTRAS-RJ,,,RJ,,,"2.944.613,45",,,,,,,"6.579.666,80",,,,,,,"9.524.280,25",,,,,,"76.790.458,34",,,,,,,,,,,,,,
RIO DE JANEIRO-RJ,,,RJ,,,"4.081.152,02",,,,,,,"2.706.057,69",,,,,,,"6.787.209,71",,,,,,"50.790.008,45",,,,,,,,,,,,,,
SANTA MARIA MADALENA-RJ,,,RJ,,,"430.621,28",,,,,,,-,,,,,,,"430.621,28",,,,,,"2.991.630,25",,,,,,,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,RJ,,,"617.841,22",,,,,,,-,,,,,,,"617.841,22",,,,,,"4.416.700,03",,,,,,,,,,,,,,
SAO FIDELIS-RJ,,,RJ,,,"550.678,23",,,,,,,-,,,,,,,"550.678,23",,,,,,"4.277.294,23",,,,,,,,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,RJ,,,"569.034,17",,,,,,,-,,,,,,,"569.034,17",,,,,,"4.420.196,56",,,,,,,,,,,,,,
SAO GONCALO-RJ,,,RJ,,,"734.237,65",,,,,,,"311.238,21",,,,,,,"1.045.475,86",,,,,,"7.693.436,65",,,,,,,,,,,,,,
SAO JOAO DA BARRA-RJ,,,RJ,,,"2.307.940,28",,,,,,,"6.121.541,39",,,,,,,"8.429.481,67",,,,,,"62.293.743,77",,,,,,,,,,,,,,
SAO JOAO DE MERITI-RJ,,,RJ,,,"734.237,65",,,,,,,-,,,,,,,"734.237,65",,,,,,"5.702.186,68",,,,,,,,,,,,,,
SAO JOSE DE UBA-RJ,,,RJ,,,"402.503,92",,,,,,,-,,,,,,,"402.503,92",,,,,,"2.849.509,15",,,,,,,,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,RJ,,,"477.254,46",,,,,,,-,,,,,,,"477.254,46",,,,,,"3.707.361,84",,,,,,,,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,RJ,,,"660.813,88",,,,,,,-,,,,,,,"660.813,88",,,,,,"5.132.049,82",,,,,,,,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,RJ,,,"367.118,81",,,,,,,-,,,,,,,"367.118,81",,,,,,"2.852.115,69",,,,,,,,,,,,,,
SAQUAREMA-RJ,,,RJ,,,"2.828.149,19",,,,,,,"540.730,20",,,,,,,"3.368.879,39",,,,,,"14.690.265,28",,,,,,,,,,,,,,
SEROPEDICA-RJ,,,RJ,,,"642.457,94",,,,,,,-,,,,,,,"642.457,94",,,,,,"4.990.128,92",,,,,,,,,,,,,,
SILVA JARDIM-RJ,,,RJ,,,"2.444.004,82",,,,,,,-,,,,,,,"2.444.004,82",,,,,,"18.716.581,17",,,,,,,,,,,,,,
SUMIDOURO-RJ,,,RJ,,,"422.186,64",,,,,,,-,,,,,,,"422.186,64",,,,,,"3.279.227,57",,,,,,,,,,,,,,
TANGUA-RJ,,,RJ,,,"513.966,34",,,,,,,-,,,,,,,"513.966,34",,,,,,"3.992.103,13",,,,,,,,,,,,,,
TERESOPOLIS-RJ,,,RJ,,,"734.237,65",,,,,,,-,,,,,,,"734.237,65",,,,,,"5.703.004,55",,,,,,,,,,,,,,
TRAJANO DE MORAIS-RJ,,,RJ,,,"385.474,76",,,,,,,-,,,,,,,"385.474,76",,,,,,"2.994.077,34",,,,,,,,,,,,,,
VALENCA-RJ,,,RJ,,,"624.102,00",,,,,,,-,,,,,,,"624.102,00",,,,,,"4.847.553,90",,,,,,,,,,,,,,
VARRE-SAI-RJ,,,RJ,,,"367.118,81",,,,,,,-,,,,,,,"367.118,81",,,,,,"2.851.502,29",,,,,,,,,,,,,,
VASSOURAS-RJ,,,RJ,,,"532.322,29",,,,,,,-,,,,,,,"532.322,29",,,,,,"4.134.678,38",,,,,,,,,,,,,,
VOLTA REDONDA-RJ,,,RJ,,,"1.039.859,54",,,,,,,"101.727,02",,,,,,,"1.141.586,56",,,,,,"8.573.288,06",,,,,,,,,,,,,,
RIO DE JANEIRO  TOTAL,,,,,,"121.546.512,12",,,,,,,"93.952.947,70",,,,,,,"215.499.459,82",,,,,,"1.642.599.551,84",,,,,,,,,,,,,,
ACARI-RN,,,RN,,,"3.416,30",,,,,,,-,,,,,,,"3.416,30",,,,,,"24.780,97",,,,,,,,,,,,,,
ACU-RN,,,RN,,,"318.410,35",,,,,,,"149.891,85",,,,,,,"468.302,20",,,,,,"3.286.632,35",,,,,,,,,,,,,,
AFONSO BEZERRA-RN,,,RN,,,"71.196,85",,,,,,,"142,13",,,,,,,"71.338,98",,,,,,"563.427,60",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGUA NOVA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
ALEXANDRIA-RN,,,RN,,,"3.578,99",,,,,,,-,,,,,,,"3.578,99",,,,,,"25.961,03",,,,,,,,,,,,,,
ALMINO AFONSO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
ALTO DO RODRIGUES-RN,,,RN,,,"1.221.784,06",,,,,,,"143.758,05",,,,,,,"1.365.542,11",,,,,,"13.331.055,90",,,,,,,,,,,,,,
ANTONIO MARTINS-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
APODI-RN,,,RN,,,"199.835,69",,,,,,,"113.764,24",,,,,,,"313.599,93",,,,,,"2.439.205,51",,,,,,,,,,,,,,
AREIA BRANCA-RN,,,RN,,,"402.004,92",,,,,,,"274.008,97",,,,,,,"676.013,89",,,,,,"5.176.200,21",,,,,,,,,,,,,,
AUGUSTO SEVERO-RN,,,RN,,,"3.479,51",,,,,,,"169,41",,,,,,,"3.648,92",,,,,,"30.670,69",,,,,,,,,,,,,,
BARAUNA-RN,,,RN,,,"4.392,39",,,,,,,-,,,,,,,"4.392,39",,,,,,"31.861,26",,,,,,,,,,,,,,
CAICO-RN,,,RN,,,"5.368,48",,,,,,,-,,,,,,,"5.368,48",,,,,,"38.941,56",,,,,,,,,,,,,,
CARAUBAS-RN,,,RN,,,"133.779,17",,,,,,,"57.975,11",,,,,,,"191.754,28",,,,,,"1.506.742,60",,,,,,,,,,,,,,
CARNAUBA DOS DANTAS-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
CARNAUBAIS-RN,,,RN,,,"187.347,65",,,,,,,"93.723,26",,,,,,,"281.070,91",,,,,,"2.226.826,89",,,,,,,,,,,,,,
CERRO CORA-RN,,,RN,,,"3.416,30",,,,,,,-,,,,,,,"3.416,30",,,,,,"24.780,97",,,,,,,,,,,,,,
CORONEL JOAO PESSOA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
CRUZETA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
CURRAIS NOVOS-RN,,,RN,,,"5.043,12",,,,,,,-,,,,,,,"5.043,12",,,,,,"36.581,48",,,,,,,,,,,,,,
DOUTOR SEVERIANO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
ENCANTO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
EQUADOR-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
FELIPE GUERRA-RN,,,RN,,,"1.333.394,18",,,,,,,"37.352,57",,,,,,,"1.370.746,75",,,,,,"11.133.287,90",,,,,,,,,,,,,,
FLORANIA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
FRANCISCO DANTAS-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
FRUTUOSO GOMES-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
GALINHOS-RN,,,RN,,,"3.253,62",,,,,,,"53.475,32",,,,,,,"56.728,94",,,,,,"388.943,14",,,,,,,,,,,,,,
GOIANINHA-RN,,,RN,,,"745.113,28",,,,,,,-,,,,,,,"745.113,28",,,,,,"8.054.679,55",,,,,,,,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,RN,,,"181.068,90",,,,,,,"99.324,62",,,,,,,"280.393,52",,,,,,"2.253.405,57",,,,,,,,,,,,,,
GROSSOS-RN,,,RN,,,"817.861,29",,,,,,,"43.866,44",,,,,,,"861.727,73",,,,,,"7.756.757,47",,,,,,,,,,,,,,
GUAMARE-RN,,,RN,,,"1.018.554,66",,,,,,,"538.450,25",,,,,,,"1.557.004,91",,,,,,"14.271.924,47",,,,,,,,,,,,,,
IELMO MARINHO-RN,,,RN,,,"812.598,89",,,,,,,-,,,,,,,"812.598,89",,,,,,"3.661.258,54",,,,,,,,,,,,,,
IPANGUACU-RN,,,RN,,,"3.578,99",,,,,,,-,,,,,,,"3.578,99",,,,,,"25.961,03",,,,,,,,,,,,,,
IPUEIRA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
ITAJA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
ITAU-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
JANDAIRA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
JANDUIS-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
JARDIM DE PIRANHAS-RN,,,RN,,,"3.578,99",,,,,,,-,,,,,,,"3.578,99",,,,,,"25.961,03",,,,,,,,,,,,,,
JARDIM DO SERIDO-RN,,,RN,,,"3.578,99",,,,,,,-,,,,,,,"3.578,99",,,,,,"25.961,03",,,,,,,,,,,,,,
JOAO DIAS-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
JOSE DA PENHA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
JUCURUTU-RN,,,RN,,,"3.904,35",,,,,,,-,,,,,,,"3.904,35",,,,,,"28.321,12",,,,,,,,,,,,,,
LAGOA NOVA-RN,,,RN,,,"3.578,99",,,,,,,-,,,,,,,"3.578,99",,,,,,"25.961,03",,,,,,,,,,,,,,
LUCRECIA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
LUIS GOMES-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
MACAIBA-RN,,,RN,,,"344.246,79",,,,,,,"3.297,74",,,,,,,"347.544,53",,,,,,"2.139.886,04",,,,,,,,,,,,,,
MACAU-RN,,,RN,,,"1.249.893,25",,,,,,,"543.246,48",,,,,,,"1.793.139,73",,,,,,"15.843.328,72",,,,,,,,,,,,,,
MAJOR SALES-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
MARCELINO VIEIRA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
MARTINS-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
MESSIAS TARGINO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
MONTE ALEGRE-RN,,,RN,,,"3.200.833,55",,,,,,,-,,,,,,,"3.200.833,55",,,,,,"5.618.913,53",,,,,,,,,,,,,,
MOSSORO-RN,,,RN,,,"1.310.894,50",,,,,,,"816.091,28",,,,,,,"2.126.985,78",,,,,,"15.838.313,21",,,,,,,,,,,,,,
OLHO D'AGUA DO BORGES-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
OURO BRANCO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
PARANA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
PARAU-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
PARELHAS-RN,,,RN,,,"4.229,71",,,,,,,-,,,,,,,"4.229,71",,,,,,"30.681,23",,,,,,,,,,,,,,
PARNAMIRIM-RN,,,RN,,,"40.942,60",,,,,,,-,,,,,,,"40.942,60",,,,,,"325.460,37",,,,,,,,,,,,,,
PATU-RN,,,RN,,,"3.416,30",,,,,,,-,,,,,,,"3.416,30",,,,,,"24.780,97",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAU DOS FERROS-RN,,,RN,,,"4.392,39",,,,,,,-,,,,,,,"4.392,39",,,,,,"31.861,26",,,,,,,,,,,,,,
PEDRO AVELINO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
PENDENCIAS-RN,,,RN,,,"244.419,65",,,,,,,"126.640,85",,,,,,,"371.060,50",,,,,,"2.625.633,90",,,,,,,,,,,,,,
PILOES-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
PORTALEGRE-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
PORTO DO MANGUE-RN,,,RN,,,"48.976,45",,,,,,,"88.839,92",,,,,,,"137.816,37",,,,,,"1.025.481,62",,,,,,,,,,,,,,
RAFAEL FERNANDES-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
RAFAEL GODEIRO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
RIACHO DA CRUZ-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
RIACHO DE SANTANA-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
RODOLFO FERNANDES-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SANTANA DO SERIDO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SAO FERNANDO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SAO FRANCISCO DO OESTE-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SAO JOAO DO SABUGI-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SAO JOSE DO SERIDO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SAO MIGUEL-RN,,,RN,,,"4.229,71",,,,,,,-,,,,,,,"4.229,71",,,,,,"30.681,23",,,,,,,,,,,,,,
SAO RAFAEL-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SAO VICENTE-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SERRA DO MEL-RN,,,RN,,,"1.304.237,86",,,,,,,"18.379,34",,,,,,,"1.322.617,20",,,,,,"12.571.186,60",,,,,,,,,,,,,,
SERRA NEGRA DO NORTE-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SERRINHA DOS PINTOS-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
SEVERIANO MELO-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
TABOLEIRO GRANDE-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
TENENTE ANANIAS-RN,,,RN,,,"3.253,62",,,,,,,-,,,,,,,"3.253,62",,,,,,"23.600,93",,,,,,,,,,,,,,
