IPECAETA-BA,,,,,,,BA,,,,"1.052,57",,,,,,,,,,,-,,,,,,,"1.052,57",,,,,,,,,,"4.639,80",,,,,,
IPIAU-BA,,,,,,,BA,,,,"1.367,71",,,,,,,,,,,-,,,,,,,"1.367,71",,,,,,,,,,"6.030,50",,,,,,
IPIRA-BA,,,,,,,BA,,,,"1.455,95",,,,,,,,,,,-,,,,,,,"1.455,95",,,,,,,,,,"6.419,57",,,,,,
IRAJUBA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
IRARA-BA,,,,,,,BA,,,,"1.191,23",,,,,,,,,,,-,,,,,,,"1.191,23",,,,,,,,,,"5.252,38",,,,,,
ITABELA-BA,,,,,,,BA,,,,"1.191,23",,,,,,,,,,,-,,,,,,,"1.191,23",,,,,,,,,,"5.252,38",,,,,,
ITABERABA-BA,,,,,,,BA,,,,"1.455,95",,,,,,,,,,,-,,,,,,,"1.455,95",,,,,,,,,,"6.419,57",,,,,,
ITABUNA-BA,,,,,,,BA,,,,"1.764,79",,,,,,,,,,,-,,,,,,,"1.764,79",,,,,,,,,,"7.781,28",,,,,,
ITACARE-BA,,,,,,,BA,,,,"1.203,84",,,,,,,,,,,-,,,,,,,"1.203,84",,,,,,,,,,"5.310,29",,,,,,
ITAGI-BA,,,,,,,BA,,,,"964,32",,,,,,,,,,,-,,,,,,,"964,32",,,,,,,,,,"4.250,72",,,,,,
ITAGIBA-BA,,,,,,,BA,,,,"1.058,88",,,,,,,,,,,-,,,,,,,"1.058,88",,,,,,,,,,"4.668,78",,,,,,
ITAGIMIRIM-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
ITAJU DO COLONIA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
ITAJUIPE-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
ITAMARAJU-BA,,,,,,,BA,,,,"1.500,07",,,,,,,,,,,-,,,,,,,"1.500,07",,,,,,,,,,"6.614,09",,,,,,
ITAMARI-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
ITAMBE-BA,,,,,,,BA,,,,"1.285,78",,,,,,,,,,,-,,,,,,,"1.285,78",,,,,,,,,,"5.670,40",,,,,,
ITANAGRA-BA,,,,,,,BA,,,,"91.819,02",,,,,,,,,,,"17.438,02",,,,,,,"109.257,04",,,,,,,,,,"528.362,10",,,,,,
ITANHEM-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
ITAPARICA-BA,,,,,,,BA,,,,"44.178,99",,,,,,,,,,,"193.812,97",,,,,,,"237.991,96",,,,,,,,,,"1.210.639,94",,,,,,
ITAPE-BA,,,,,,,BA,,,,"913,90",,,,,,,,,,,-,,,,,,,"913,90",,,,,,,,,,"4.027,24",,,,,,
ITAPEBI-BA,,,,,,,BA,,,,"926,52",,,,,,,,,,,-,,,,,,,"926,52",,,,,,,,,,"4.085,20",,,,,,
ITAPETINGA-BA,,,,,,,BA,,,,"1.455,95",,,,,,,,,,,-,,,,,,,"1.455,95",,,,,,,,,,"6.419,57",,,,,,
ITAPICURU-BA,,,,,,,BA,,,,"1.241,66",,,,,,,,,,,-,,,,,,,"1.241,66",,,,,,,,,,"5.475,87",,,,,,
ITAPITANGA-BA,,,,,,,BA,,,,"926,52",,,,,,,,,,,-,,,,,,,"926,52",,,,,,,,,,"4.085,20",,,,,,
ITAQUARA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
ITARANTIM-BA,,,,,,,BA,,,,"1.058,88",,,,,,,,,,,-,,,,,,,"1.058,88",,,,,,,,,,"4.668,78",,,,,,
ITATIM-BA,,,,,,,BA,,,,"1.021,06",,,,,,,,,,,-,,,,,,,"1.021,06",,,,,,,,,,"4.503,21",,,,,,
ITIRUCU-BA,,,,,,,BA,,,,"1.021,06",,,,,,,,,,,-,,,,,,,"1.021,06",,,,,,,,,,"4.503,21",,,,,,
ITIUBA-BA,,,,,,,BA,,,,"1.279,47",,,,,,,,,,,-,,,,,,,"1.279,47",,,,,,,,,,"5.641,42",,,,,,
ITORORO-BA,,,,,,,BA,,,,"1.153,42",,,,,,,,,,,-,,,,,,,"1.153,42",,,,,,,,,,"5.086,78",,,,,,
ITUBERA-BA,,,,,,,BA,,,,"1.140,81",,,,,,,,,,,-,,,,,,,"1.140,81",,,,,,,,,,"5.028,88",,,,,,
JACOBINA-BA,,,,,,,BA,,,,"1.544,18",,,,,,,,,,,-,,,,,,,"1.544,18",,,,,,,,,,"6.808,60",,,,,,
JAGUAQUARA-BA,,,,,,,BA,,,,"1.367,71",,,,,,,,,,,-,,,,,,,"1.367,71",,,,,,,,,,"6.030,50",,,,,,
JAGUARIPE-BA,,,,,,,BA,,,,"49.901,26",,,,,,,,,,,-,,,,,,,"49.901,26",,,,,,,,,,"229.021,69",,,,,,
JANDAIRA-BA,,,,,,,BA,,,,"876,09",,,,,,,,,,,-,,,,,,,"876,09",,,,,,,,,,"3.861,69",,,,,,
JEQUIE-BA,,,,,,,BA,,,,"1.764,79",,,,,,,,,,,-,,,,,,,"1.764,79",,,,,,,,,,"7.781,28",,,,,,
JEREMOABO-BA,,,,,,,BA,,,,"1.329,89",,,,,,,,,,,-,,,,,,,"1.329,89",,,,,,,,,,"5.864,89",,,,,,
JIQUIRICA-BA,,,,,,,BA,,,,"970,63",,,,,,,,,,,-,,,,,,,"970,63",,,,,,,,,,"4.279,69",,,,,,
JITAUNA-BA,,,,,,,BA,,,,"1.046,26",,,,,,,,,,,-,,,,,,,"1.046,26",,,,,,,,,,"4.610,83",,,,,,
JUCURUCU-BA,,,,,,,BA,,,,"920,21",,,,,,,,,,,-,,,,,,,"920,21",,,,,,,,,,"4.056,22",,,,,,
JUSSARI-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
LAFAIETE COUTINHO-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
LAJE-BA,,,,,,,BA,,,,"1.153,42",,,,,,,,,,,-,,,,,,,"1.153,42",,,,,,,,,,"5.086,78",,,,,,
LAJEDAO-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEDINHO-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
LAMARAO-BA,,,,,,,BA,,,,"932,82",,,,,,,,,,,-,,,,,,,"932,82",,,,,,,,,,"4.114,12",,,,,,
LAURO DE FREITAS-BA,,,,,,,BA,,,,"1.777,40",,,,,,,,,,,-,,,,,,,"1.777,40",,,,,,,,,,"7.839,18",,,,,,
MACAJUBA-BA,,,,,,,BA,,,,"926,52",,,,,,,,,,,-,,,,,,,"926,52",,,,,,,,,,"4.085,20",,,,,,
MACARANI-BA,,,,,,,BA,,,,"1.065,18",,,,,,,,,,,-,,,,,,,"1.065,18",,,,,,,,,,"4.697,71",,,,,,
MADRE DE DEUS-BA,,,,,,,BA,,,,"1.162.863,77",,,,,,,,,,,"893.520,46",,,,,,,"2.056.384,23",,,,,,,,,,"9.805.952,70",,,,,,
MAIQUINIQUE-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
MAIRI-BA,,,,,,,BA,,,,"1.096,68",,,,,,,,,,,-,,,,,,,"1.096,68",,,,,,,,,,"4.834,32",,,,,,
MANOEL VITORINO-BA,,,,,,,BA,,,,"1.008,45",,,,,,,,,,,-,,,,,,,"1.008,45",,,,,,,,,,"4.445,31",,,,,,
MARACAS-BA,,,,,,,BA,,,,"1.285,78",,,,,,,,,,,-,,,,,,,"1.285,78",,,,,,,,,,"5.670,40",,,,,,
MARAGOGIPE-BA,,,,,,,BA,,,,"49.665,77",,,,,,,,,,,-,,,,,,,"49.665,77",,,,,,,,,,"227.867,41",,,,,,
MARAU-BA,,,,,,,BA,,,,"1.052,57",,,,,,,,,,,-,,,,,,,"1.052,57",,,,,,,,,,"4.639,80",,,,,,
MARCIONILIO SOUZA-BA,,,,,,,BA,,,,"926,52",,,,,,,,,,,-,,,,,,,"926,52",,,,,,,,,,"4.085,20",,,,,,
MASCOTE-BA,,,,,,,BA,,,,"1.058,88",,,,,,,,,,,-,,,,,,,"1.058,88",,,,,,,,,,"4.668,78",,,,,,
MATA DE SAO JOAO-BA,,,,,,,BA,,,,"161.135,44",,,,,,,,,,,"69.558,22",,,,,,,"230.693,66",,,,,,,,,,"1.187.330,35",,,,,,
MEDEIROS NETO-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
MIGUEL CALMON-BA,,,,,,,BA,,,,"1.184,92",,,,,,,,,,,-,,,,,,,"1.184,92",,,,,,,,,,"5.223,41",,,,,,
MILAGRES-BA,,,,,,,BA,,,,"920,21",,,,,,,,,,,-,,,,,,,"920,21",,,,,,,,,,"4.056,22",,,,,,
MIRANTE-BA,,,,,,,BA,,,,"869,78",,,,,,,,,,,-,,,,,,,"869,78",,,,,,,,,,"3.832,72",,,,,,
MONTE SANTO-BA,,,,,,,BA,,,,"1.411,83",,,,,,,,,,,-,,,,,,,"1.411,83",,,,,,,,,,"6.225,00",,,,,,
MUCURI-BA,,,,,,,BA,,,,"1.285,78",,,,,,,,,,,-,,,,,,,"1.285,78",,,,,,,,,,"5.670,40",,,,,,
MUNDO NOVO-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
MUNIZ FERREIRA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
MURITIBA-BA,,,,,,,BA,,,,"1.184,92",,,,,,,,,,,-,,,,,,,"1.184,92",,,,,,,,,,"5.223,41",,,,,,
MUTUIPE-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
NAZARE-BA,,,,,,,BA,,,,"1.191,23",,,,,,,,,,,-,,,,,,,"1.191,23",,,,,,,,,,"5.252,38",,,,,,
NILO PECANHA-BA,,,,,,,BA,,,,"976,94",,,,,,,,,,,-,,,,,,,"976,94",,,,,,,,,,"4.308,67",,,,,,
NORDESTINA-BA,,,,,,,BA,,,,"976,94",,,,,,,,,,,-,,,,,,,"976,94",,,,,,,,,,"4.308,67",,,,,,
NOVA CANAA-BA,,,,,,,BA,,,,"1.115,60",,,,,,,,,,,-,,,,,,,"1.115,60",,,,,,,,,,"4.921,20",,,,,,
NOVA FATIMA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
NOVA IBIA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
NOVA ITARANA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
NOVA SOURE-BA,,,,,,,BA,,,,"1.191,23",,,,,,,,,,,-,,,,,,,"1.191,23",,,,,,,,,,"5.252,38",,,,,,
NOVA VICOSA-BA,,,,,,,BA,,,,"1.279,47",,,,,,,,,,,-,,,,,,,"1.279,47",,,,,,,,,,"5.641,42",,,,,,
NOVO TRIUNFO-BA,,,,,,,BA,,,,"1.021,06",,,,,,,,,,,-,,,,,,,"1.021,06",,,,,,,,,,"4.503,21",,,,,,
OLINDINA-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
OURICANGAS-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
OUROLANDIA-BA,,,,,,,BA,,,,"1.065,18",,,,,,,,,,,-,,,,,,,"1.065,18",,,,,,,,,,"4.697,71",,,,,,
PARIPIRANGA-BA,,,,,,,BA,,,,"1.241,66",,,,,,,,,,,-,,,,,,,"1.241,66",,,,,,,,,,"5.475,87",,,,,,
PAU BRASIL-BA,,,,,,,BA,,,,"970,63",,,,,,,,,,,-,,,,,,,"970,63",,,,,,,,,,"4.279,69",,,,,,
PAULO AFONSO-BA,,,,,,,BA,,,,"1.632,43",,,,,,,,,,,-,,,,,,,"1.632,43",,,,,,,,,,"7.197,69",,,,,,
PE DE SERRA-BA,,,,,,,BA,,,,"1.021,06",,,,,,,,,,,-,,,,,,,"1.021,06",,,,,,,,,,"4.503,21",,,,,,
PEDRAO-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
PEDRO ALEXANDRE-BA,,,,,,,BA,,,,"1.058,88",,,,,,,,,,,-,,,,,,,"1.058,88",,,,,,,,,,"4.668,78",,,,,,
PINTADAS-BA,,,,,,,BA,,,,"926,52",,,,,,,,,,,-,,,,,,,"926,52",,,,,,,,,,"4.085,20",,,,,,
PIRAI DO NORTE-BA,,,,,,,BA,,,,"876,09",,,,,,,,,,,-,,,,,,,"876,09",,,,,,,,,,"3.861,69",,,,,,
PIRITIBA-BA,,,,,,,BA,,,,"1.203,84",,,,,,,,,,,-,,,,,,,"1.203,84",,,,,,,,,,"5.310,29",,,,,,
PLANALTINO-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
PLANALTO-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
POCOES-BA,,,,,,,BA,,,,"1.367,71",,,,,,,,,,,-,,,,,,,"1.367,71",,,,,,,,,,"6.030,50",,,,,,
POJUCA-BA,,,,,,,BA,,,,"570.668,29",,,,,,,,,,,"483.262,96",,,,,,,"1.053.931,25",,,,,,,,,,"5.263.882,09",,,,,,
PORTO SEGURO-BA,,,,,,,BA,,,,"1.689,15",,,,,,,,,,,-,,,,,,,"1.689,15",,,,,,,,,,"7.450,11",,,,,,
POTIRAGUA-BA,,,,,,,BA,,,,"913,90",,,,,,,,,,,-,,,,,,,"913,90",,,,,,,,,,"4.027,24",,,,,,
PRADO-BA,,,,,,,BA,,,,"1.191,23",,,,,,,,,,,-,,,,,,,"1.191,23",,,,,,,,,,"5.252,38",,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,BA,,,,"1.153,42",,,,,,,,,,,-,,,,,,,"1.153,42",,,,,,,,,,"5.086,78",,,,,,
QUEIMADAS-BA,,,,,,,BA,,,,"1.191,23",,,,,,,,,,,-,,,,,,,"1.191,23",,,,,,,,,,"5.252,38",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIJINGUE-BA,,,,,,,BA,,,,"1.191,23",,,,,,,,,,,-,,,,,,,"1.191,23",,,,,,,,,,"5.252,38",,,,,,
QUIXABEIRA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
RETIROLANDIA-BA,,,,,,,BA,,,,"926,52",,,,,,,,,,,-,,,,,,,"926,52",,,,,,,,,,"4.085,20",,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,BA,,,,"1.285,78",,,,,,,,,,,-,,,,,,,"1.285,78",,,,,,,,,,"5.670,40",,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,BA,,,,"1.021,06",,,,,,,,,,,-,,,,,,,"1.021,06",,,,,,,,,,"4.503,21",,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,BA,,,,"1.367,71",,,,,,,,,,,-,,,,,,,"1.367,71",,,,,,,,,,"6.030,50",,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,BA,,,,"1.014,75",,,,,,,,,,,-,,,,,,,"1.014,75",,,,,,,,,,"4.474,23",,,,,,
RIO REAL-BA,,,,,,,BA,,,,"1.329,89",,,,,,,,,,,-,,,,,,,"1.329,89",,,,,,,,,,"5.864,89",,,,,,
RUY BARBOSA-BA,,,,,,,BA,,,,"1.235,35",,,,,,,,,,,-,,,,,,,"1.235,35",,,,,,,,,,"5.446,89",,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,BA,,,,"37.889,06",,,,,,,,,,,"193.509,70",,,,,,,"231.398,76",,,,,,,,,,"1.181.004,84",,,,,,
SALVADOR-BA,,,,,,,BA,,,,"68.889,21",,,,,,,,,,,"193.509,70",,,,,,,"262.398,91",,,,,,,,,,"1.320.140,80",,,,,,
SANTA BARBARA-BA,,,,,,,BA,,,,"1.109,30",,,,,,,,,,,-,,,,,,,"1.109,30",,,,,,,,,,"4.892,27",,,,,,
SANTA BRIGIDA-BA,,,,,,,BA,,,,"1.008,45",,,,,,,,,,,-,,,,,,,"1.008,45",,,,,,,,,,"4.445,31",,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,BA,,,,"1.197,53",,,,,,,,,,,-,,,,,,,"1.197,53",,,,,,,,,,"5.281,31",,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
SANTA INES-BA,,,,,,,BA,,,,"926,52",,,,,,,,,,,-,,,,,,,"926,52",,,,,,,,,,"4.085,20",,,,,,
SANTA LUZIA-BA,,,,,,,BA,,,,"1.014,75",,,,,,,,,,,-,,,,,,,"1.014,75",,,,,,,,,,"4.474,23",,,,,,
SANTA TERESINHA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
SANTALUZ-BA,,,,,,,BA,,,,"1.285,78",,,,,,,,,,,-,,,,,,,"1.285,78",,,,,,,,,,"5.670,40",,,,,,
SANTANOPOLIS-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
SANTO AMARO-BA,,,,,,,BA,,,,"56.833,60",,,,,,,,,,,"193.509,70",,,,,,,"250.343,30",,,,,,,,,,"1.266.068,02",,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,BA,,,,"1.594,61",,,,,,,,,,,-,,,,,,,"1.594,61",,,,,,,,,,"7.032,08",,,,,,
SANTO ESTEVAO-BA,,,,,,,BA,,,,"1.367,71",,,,,,,,,,,-,,,,,,,"1.367,71",,,,,,,,,,"6.030,50",,,,,,
SAO DOMINGOS-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
SAO FELIPE-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
SAO FELIX-BA,,,,,,,BA,,,,"1.021,06",,,,,,,,,,,-,,,,,,,"1.021,06",,,,,,,,,,"4.503,21",,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,BA,,,,"1.368.197,12",,,,,,,,,,,"717.928,28",,,,,,,"2.086.125,40",,,,,,,,,,"9.316.785,64",,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,BA,,,,"1.241,66",,,,,,,,,,,-,,,,,,,"1.241,66",,,,,,,,,,"5.475,87",,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,BA,,,,"932,82",,,,,,,,,,,-,,,,,,,"932,82",,,,,,,,,,"4.114,12",,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,BA,,,,"926,52",,,,,,,,,,,-,,,,,,,"926,52",,,,,,,,,,"4.085,20",,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,BA,,,,"374.345,04",,,,,,,,,,,"212.087,21",,,,,,,"586.432,25",,,,,,,,,,"2.650.332,74",,,,,,
SAPEACU-BA,,,,,,,BA,,,,"1.058,88",,,,,,,,,,,-,,,,,,,"1.058,88",,,,,,,,,,"4.668,78",,,,,,
SATIRO DIAS-BA,,,,,,,BA,,,,"11.154,91",,,,,,,,,,,"5.123,26",,,,,,,"16.278,17",,,,,,,,,,"137.163,98",,,,,,
SAUBARA-BA,,,,,,,BA,,,,"36.166,83",,,,,,,,,,,"193.509,70",,,,,,,"229.676,53",,,,,,,,,,"1.173.371,85",,,,,,
SERRA PRETA-BA,,,,,,,BA,,,,"1.008,45",,,,,,,,,,,-,,,,,,,"1.008,45",,,,,,,,,,"4.445,31",,,,,,
SERRINHA-BA,,,,,,,BA,,,,"1.500,07",,,,,,,,,,,-,,,,,,,"1.500,07",,,,,,,,,,"6.614,09",,,,,,
SERROLANDIA-BA,,,,,,,BA,,,,"970,63",,,,,,,,,,,-,,,,,,,"970,63",,,,,,,,,,"4.279,69",,,,,,
SIMOES FILHO-BA,,,,,,,BA,,,,"1.638,73",,,,,,,,,,,-,,,,,,,"1.638,73",,,,,,,,,,"7.226,61",,,,,,
SITIO DO QUINTO-BA,,,,,,,BA,,,,"1.008,45",,,,,,,,,,,-,,,,,,,"1.008,45",,,,,,,,,,"4.445,31",,,,,,
TANQUINHO-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
TAPEROA-BA,,,,,,,BA,,,,"1.115,60",,,,,,,,,,,-,,,,,,,"1.115,60",,,,,,,,,,"4.921,20",,,,,,
TAPIRAMUTA-BA,,,,,,,BA,,,,"1.058,88",,,,,,,,,,,-,,,,,,,"1.058,88",,,,,,,,,,"4.668,78",,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,BA,,,,"1.682,85",,,,,,,,,,,-,,,,,,,"1.682,85",,,,,,,,,,"7.421,18",,,,,,
TEODORO SAMPAIO-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
TEOFILANDIA-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
TEOLANDIA-BA,,,,,,,BA,,,,"970,63",,,,,,,,,,,-,,,,,,,"970,63",,,,,,,,,,"4.279,69",,,,,,
TERRA NOVA-BA,,,,,,,BA,,,,"970,63",,,,,,,,,,,-,,,,,,,"970,63",,,,,,,,,,"4.279,69",,,,,,
TUCANO-BA,,,,,,,BA,,,,"1.411,83",,,,,,,,,,,-,,,,,,,"1.411,83",,,,,,,,,,"6.225,00",,,,,,
UAUA-BA,,,,,,,BA,,,,"1.191,23",,,,,,,,,,,-,,,,,,,"1.191,23",,,,,,,,,,"5.252,38",,,,,,
UBAIRA-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
UBAITABA-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
UBATA-BA,,,,,,,BA,,,,"1.197,53",,,,,,,,,,,-,,,,,,,"1.197,53",,,,,,,,,,"5.281,31",,,,,,
UNA-BA,,,,,,,BA,,,,"1.184,92",,,,,,,,,,,-,,,,,,,"1.184,92",,,,,,,,,,"5.223,41",,,,,,
URUCUCA-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
VALENCA-BA,,,,,,,BA,,,,"49.560,55",,,,,,,,,,,-,,,,,,,"49.560,55",,,,,,,,,,"227.351,60",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALENTE-BA,,,,,,,BA,,,,"1.153,42",,,,,,,,,,,-,,,,,,,"1.153,42",,,,,,,,,,"5.086,78",,,,,,
VARZEA DA ROCA-BA,,,,,,,BA,,,,"1.021,06",,,,,,,,,,,-,,,,,,,"1.021,06",,,,,,,,,,"4.503,21",,,,,,
VARZEA DO POCO-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
VARZEA NOVA-BA,,,,,,,BA,,,,"964,32",,,,,,,,,,,-,,,,,,,"964,32",,,,,,,,,,"4.250,72",,,,,,
VARZEDO-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
VERA CRUZ-BA,,,,,,,BA,,,,"1.285,78",,,,,,,,,,,-,,,,,,,"1.285,78",,,,,,,,,,"5.670,40",,,,,,
VEREDA-BA,,,,,,,BA,,,,"882,39",,,,,,,,,,,-,,,,,,,"882,39",,,,,,,,,,"3.890,62",,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,BA,,,,"1.764,79",,,,,,,,,,,-,,,,,,,"1.764,79",,,,,,,,,,"7.781,28",,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,BA,,,,"1.147,11",,,,,,,,,,,-,,,,,,,"1.147,11",,,,,,,,,,"5.057,81",,,,,,
BAHIA  TOTAL,,,,,,,,,,,"7.210.425,46",,,,,,,,,,,"5.255.833,23",,,,,,,"12.466.258,69",,,,,,,,,,"57.241.969,14",,,,,,
ACARAU-CE,,,,,,,CE,,,,"3.100,05",,,,,,,,,,,-,,,,,,,"3.100,05",,,,,,,,,,"14.666,02",,,,,,
ALCANTARAS-CE,,,,,,,CE,,,,"2.034,40",,,,,,,,,,,-,,,,,,,"2.034,40",,,,,,,,,,"9.624,56",,,,,,
AMONTADA-CE,,,,,,,CE,,,,"66.211,43",,,,,,,,,,,"82.780,04",,,,,,,"148.991,47",,,,,,,,,,"693.348,24",,,,,,
APUIARES-CE,,,,,,,CE,,,,"2.131,28",,,,,,,,,,,-,,,,,,,"2.131,28",,,,,,,,,,"10.082,87",,,,,,
AQUIRAZ-CE,,,,,,,CE,,,,-,,,,,,,,,,,"4.380,26",,,,,,,"4.380,26",,,,,,,,,,"31.313,38",,,,,,
ARACATI-CE,,,,,,,CE,,,,"637.096,03",,,,,,,,,,,"18.840,67",,,,,,,"655.936,70",,,,,,,,,,"3.162.446,44",,,,,,
ARARENDA-CE,,,,,,,CE,,,,"2.034,40",,,,,,,,,,,-,,,,,,,"2.034,40",,,,,,,,,,"9.624,56",,,,,,
BARROQUINHA-CE,,,,,,,CE,,,,"2.228,16",,,,,,,,,,,-,,,,,,,"2.228,16",,,,,,,,,,"10.541,20",,,,,,
