BIRITIBA-MIRIM-SP,,,,,,,SP,,,,"1.064,61",,,,,,,,,,,-,,,,,,,"1.064,61",,,,,,,,,,"5.192,49",,,,,,
CAIEIRAS-SP,,,,,,,SP,,,,"1.419,48",,,,,,,,,,,-,,,,,,,"1.419,48",,,,,,,,,,"6.923,32",,,,,,
CAJAMAR-SP,,,,,,,SP,,,,"1.301,19",,,,,,,,,,,-,,,,,,,"1.301,19",,,,,,,,,,"6.346,38",,,,,,
CAJATI-SP,,,,,,,SP,,,,"1.104,04",,,,,,,,,,,-,,,,,,,"1.104,04",,,,,,,,,,"5.384,81",,,,,,
CANANEIA-SP,,,,,,,SP,,,,"37.185,18",,,,,,,,,,,"65.145,56",,,,,,,"102.330,74",,,,,,,,,,"499.105,24",,,,,,
CARAGUATATUBA-SP,,,,,,,SP,,,,-,,,,,,,,,,,"1.726.791,91",,,,,,,"1.726.791,91",,,,,,,,,,"8.328.056,44",,,,,,
CARAPICUIBA-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
COTIA-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
CUBATAO-SP,,,,,,,SP,,,,"1.119.811,64",,,,,,,,,,,"82.170,28",,,,,,,"1.201.981,92",,,,,,,,,,"5.618.127,45",,,,,,
DIADEMA-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
ELDORADO-SP,,,,,,,SP,,,,"906,89",,,,,,,,,,,-,,,,,,,"906,89",,,,,,,,,,"4.423,23",,,,,,
EMBU-GUACU-SP,,,,,,,SP,,,,"1.301,19",,,,,,,,,,,-,,,,,,,"1.301,19",,,,,,,,,,"6.346,38",,,,,,
EMBU-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
FERRAZ DE VASCONCELOS-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
FRANCISCO MORATO-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
FRANCO DA ROCHA-SP,,,,,,,SP,,,,"1.498,34",,,,,,,,,,,-,,,,,,,"1.498,34",,,,,,,,,,"7.307,95",,,,,,
GUARAREMA-SP,,,,,,,SP,,,,"1.064,61",,,,,,,,,,,-,,,,,,,"1.064,61",,,,,,,,,,"5.192,49",,,,,,
GUARUJA-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"111.991,89",,,,,,
GUARULHOS-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
IGUAPE-SP,,,,,,,SP,,,,"1.104,04",,,,,,,,,,,-,,,,,,,"1.104,04",,,,,,,,,,"5.384,81",,,,,,
ILHA COMPRIDA-SP,,,,,,,SP,,,,"788,60",,,,,,,,,,,-,,,,,,,"788,60",,,,,,,,,,"3.846,27",,,,,,
ILHABELA-SP,,,,,,,SP,,,,-,,,,,,,,,,,"1.726.791,91",,,,,,,"1.726.791,91",,,,,,,,,,"8.328.056,44",,,,,,
ITANHAEM-SP,,,,,,,SP,,,,"1.419,48",,,,,,,,,,,-,,,,,,,"1.419,48",,,,,,,,,,"6.923,32",,,,,,
ITAPECERICA DA SERRA-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
ITAPEVI-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
ITAQUAQUECETUBA-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
ITARIRI-SP,,,,,,,SP,,,,"906,89",,,,,,,,,,,-,,,,,,,"906,89",,,,,,,,,,"4.423,23",,,,,,
JACUPIRANGA-SP,,,,,,,SP,,,,"946,32",,,,,,,,,,,-,,,,,,,"946,32",,,,,,,,,,"4.615,54",,,,,,
JANDIRA-SP,,,,,,,SP,,,,"1.458,91",,,,,,,,,,,-,,,,,,,"1.458,91",,,,,,,,,,"7.115,63",,,,,,
JUQUIA-SP,,,,,,,SP,,,,"985,75",,,,,,,,,,,-,,,,,,,"985,75",,,,,,,,,,"4.807,86",,,,,,
JUQUITIBA-SP,,,,,,,SP,,,,"1.064,61",,,,,,,,,,,-,,,,,,,"1.064,61",,,,,,,,,,"5.192,49",,,,,,
MAIRIPORA-SP,,,,,,,SP,,,,"1.340,62",,,,,,,,,,,-,,,,,,,"1.340,62",,,,,,,,,,"6.538,70",,,,,,
MAUA-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
MIRACATU-SP,,,,,,,SP,,,,"1.025,18",,,,,,,,,,,-,,,,,,,"1.025,18",,,,,,,,,,"5.000,17",,,,,,
MOJI DAS CRUZES-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
MONGAGUA-SP,,,,,,,SP,,,,"1.222,33",,,,,,,,,,,-,,,,,,,"1.222,33",,,,,,,,,,"5.961,74",,,,,,
OSASCO-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
PARIQUERA-ACU-SP,,,,,,,SP,,,,"985,75",,,,,,,,,,,-,,,,,,,"985,75",,,,,,,,,,"4.807,86",,,,,,
PEDRO DE TOLEDO-SP,,,,,,,SP,,,,"788,60",,,,,,,,,,,-,,,,,,,"788,60",,,,,,,,,,"3.846,27",,,,,,
PERUIBE-SP,,,,,,,SP,,,,"1.261,76",,,,,,,,,,,-,,,,,,,"1.261,76",,,,,,,,,,"6.154,06",,,,,,
PINDAMONHANGABA-SP,,,,,,,SP,,,,"527.791,34",,,,,,,,,,,-,,,,,,,"527.791,34",,,,,,,,,,"2.492.572,56",,,,,,
"Superintendência de Controle das Participações Governamentais
* Valor sem a retenção de 1% (um por cento) de PASEP, conforme disposto no inciso III, do Art .2º da Lei nº 9.715, de 25 de novembro de 1998, combinado com o parágrafo 6º do Art. 19 da Medida Provisória nº 2.158, de 24 de agosto de 2001.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRAPORA DO BOM JESUS-SP,,,,,,,SP,,,,"906,89",,,,,,,,,,,-,,,,,,,"906,89",,,,,,,,,,"4.423,23",,,,,,
POA-SP,,,,,,,SP,,,,"1.458,91",,,,,,,,,,,-,,,,,,,"1.458,91",,,,,,,,,,"7.115,63",,,,,,
PRAIA GRANDE-SP,,,,,,,SP,,,,"12.676,76",,,,,,,,,,,-,,,,,,,"12.676,76",,,,,,,,,,"166.128,61",,,,,,
REGISTRO-SP,,,,,,,SP,,,,"1.261,76",,,,,,,,,,,-,,,,,,,"1.261,76",,,,,,,,,,"6.154,06",,,,,,
RIBEIRAO PIRES-SP,,,,,,,SP,,,,"1.458,91",,,,,,,,,,,-,,,,,,,"1.458,91",,,,,,,,,,"7.115,63",,,,,,
RIO GRANDE DA SERRA-SP,,,,,,,SP,,,,"1.182,90",,,,,,,,,,,-,,,,,,,"1.182,90",,,,,,,,,,"5.769,43",,,,,,
SALESOPOLIS-SP,,,,,,,SP,,,,"906,89",,,,,,,,,,,-,,,,,,,"906,89",,,,,,,,,,"4.423,23",,,,,,
SANTA ISABEL-SP,,,,,,,SP,,,,"1.222,33",,,,,,,,,,,-,,,,,,,"1.222,33",,,,,,,,,,"5.961,74",,,,,,
SANTANA DE PARNAIBA-SP,,,,,,,SP,,,,"1.458,91",,,,,,,,,,,-,,,,,,,"1.458,91",,,,,,,,,,"7.115,63",,,,,,
SANTO ANDRE-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
SANTOS-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"2.151.338,36",,,,,,
SAO BERNARDO DO CAMPO-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
SAO CAETANO DO SUL-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
SAO LOURENCO DA SERRA-SP,,,,,,,SP,,,,"946,32",,,,,,,,,,,-,,,,,,,"946,32",,,,,,,,,,"4.615,54",,,,,,
SAO PAULO-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
SAO SEBASTIAO-SP,,,,,,,SP,,,,"1.124.593,09",,,,,,,,,,,"3.453.583,84",,,,,,,"4.578.176,93",,,,,,,,,,"21.541.938,23",,,,,,
SAO VICENTE-SP,,,,,,,SP,,,,"12.676,76",,,,,,,,,,,-,,,,,,,"12.676,76",,,,,,,,,,"166.128,61",,,,,,
SETE BARRAS-SP,,,,,,,SP,,,,"867,46",,,,,,,,,,,-,,,,,,,"867,46",,,,,,,,,,"4.230,92",,,,,,
SILVEIRAS-SP,,,,,,,SP,,,,"45.699,07",,,,,,,,,,,-,,,,,,,"45.699,07",,,,,,,,,,"180.794,88",,,,,,
SUZANO-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
TABOAO DA SERRA-SP,,,,,,,SP,,,,"1.577,20",,,,,,,,,,,-,,,,,,,"1.577,20",,,,,,,,,,"7.692,58",,,,,,
VARGEM GRANDE  PAULISTA-SP,,,,,,,SP,,,,"1.222,33",,,,,,,,,,,-,,,,,,,"1.222,33",,,,,,,,,,"5.961,74",,,,,,
SAO PAULO  TOTAL,,,,,,,,,,,"3.051.559,83",,,,,,,,,,,"8.849.235,90",,,,,,,"11.900.795,73",,,,,,,,,,"58.974.495,30",,,,,,
