IGUAI-BA,,,,,,BA,,,"1.247,81",,,,,,,,,-,,,,,,,,,"1.247,81",,,,,,,,,,"3.022,90",,,,,,,,,
ILHEUS-BA,,,,,,BA,,,"1.848,61",,,,,,,,,-,,,,,,,,,"1.848,61",,,,,,,,,,"4.478,35",,,,,,,,,
INHAMBUPE-BA,,,,,,BA,,,"3.020,72",,,,,,,,,"855,13",,,,,,,,,"3.875,85",,,,,,,,,,"10.218,76",,,,,,,,,
IPECAETA-BA,,,,,,BA,,,"1.105,43",,,,,,,,,-,,,,,,,,,"1.105,43",,,,,,,,,,"2.670,66",,,,,,,,,
IPIAU-BA,,,,,,BA,,,"1.432,68",,,,,,,,,-,,,,,,,,,"1.432,68",,,,,,,,,,"3.470,73",,,,,,,,,
IPIRA-BA,,,,,,BA,,,"1.525,11",,,,,,,,,-,,,,,,,,,"1.525,11",,,,,,,,,,"3.694,65",,,,,,,,,
IRAJUBA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
IRARA-BA,,,,,,BA,,,"1.247,81",,,,,,,,,-,,,,,,,,,"1.247,81",,,,,,,,,,"3.022,90",,,,,,,,,
ITABELA-BA,,,,,,BA,,,"1.247,81",,,,,,,,,-,,,,,,,,,"1.247,81",,,,,,,,,,"3.022,90",,,,,,,,,
ITABERABA-BA,,,,,,BA,,,"1.525,11",,,,,,,,,-,,,,,,,,,"1.525,11",,,,,,,,,,"3.694,65",,,,,,,,,
ITABUNA-BA,,,,,,BA,,,"1.848,61",,,,,,,,,-,,,,,,,,,"1.848,61",,,,,,,,,,"4.478,35",,,,,,,,,
ITACARE-BA,,,,,,BA,,,"1.255,28",,,,,,,,,-,,,,,,,,,"1.255,28",,,,,,,,,,"3.055,59",,,,,,,,,
ITAGI-BA,,,,,,BA,,,"1.013,00",,,,,,,,,-,,,,,,,,,"1.013,00",,,,,,,,,,"2.446,74",,,,,,,,,
ITAGIBA-BA,,,,,,BA,,,"1.109,17",,,,,,,,,-,,,,,,,,,"1.109,17",,,,,,,,,,"2.687,02",,,,,,,,,
ITAGIMIRIM-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
ITAJUIPE-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
ITAMARAJU-BA,,,,,,BA,,,"1.571,32",,,,,,,,,-,,,,,,,,,"1.571,32",,,,,,,,,,"3.806,61",,,,,,,,,
ITAMARI-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAMBE-BA,,,,,,BA,,,"1.343,98",,,,,,,,,-,,,,,,,,,"1.343,98",,,,,,,,,,"3.263,16",,,,,,,,,
ITANAGRA-BA,,,,,,BA,,,"86.904,56",,,,,,,,,"15.403,14",,,,,,,,,"102.307,70",,,,,,,,,,"320.245,12",,,,,,,,,
ITANHEM-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
ITAPARICA-BA,,,,,,BA,,,"46.015,03",,,,,,,,,"201.849,64",,,,,,,,,"247.864,67",,,,,,,,,,"736.590,09",,,,,,,,,
ITAPE-BA,,,,,,BA,,,"963,05",,,,,,,,,-,,,,,,,,,"963,05",,,,,,,,,,"2.318,43",,,,,,,,,
ITAPEBI-BA,,,,,,BA,,,"970,53",,,,,,,,,-,,,,,,,,,"970,53",,,,,,,,,,"2.351,15",,,,,,,,,
ITAPETINGA-BA,,,,,,BA,,,"1.525,11",,,,,,,,,-,,,,,,,,,"1.525,11",,,,,,,,,,"3.694,65",,,,,,,,,
ITAPICURU-BA,,,,,,BA,,,"1.297,77",,,,,,,,,-,,,,,,,,,"1.297,77",,,,,,,,,,"3.151,21",,,,,,,,,
ITAPITANGA-BA,,,,,,BA,,,"970,53",,,,,,,,,-,,,,,,,,,"970,53",,,,,,,,,,"2.351,15",,,,,,,,,
ITAQUARA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
ITARANTIM-BA,,,,,,BA,,,"1.109,17",,,,,,,,,-,,,,,,,,,"1.109,17",,,,,,,,,,"2.687,02",,,,,,,,,
ITATIM-BA,,,,,,BA,,,"1.066,69",,,,,,,,,-,,,,,,,,,"1.066,69",,,,,,,,,,"2.591,41",,,,,,,,,
ITIRUCU-BA,,,,,,BA,,,"1.066,69",,,,,,,,,-,,,,,,,,,"1.066,69",,,,,,,,,,"2.591,41",,,,,,,,,
ITIUBA-BA,,,,,,BA,,,"1.340,24",,,,,,,,,-,,,,,,,,,"1.340,24",,,,,,,,,,"3.246,80",,,,,,,,,
ITORORO-BA,,,,,,BA,,,"1.205,33",,,,,,,,,-,,,,,,,,,"1.205,33",,,,,,,,,,"2.927,27",,,,,,,,,
ITUBERA-BA,,,,,,BA,,,"1.197,87",,,,,,,,,-,,,,,,,,,"1.197,87",,,,,,,,,,"2.894,59",,,,,,,,,
JACOBINA-BA,,,,,,BA,,,"1.617,53",,,,,,,,,-,,,,,,,,,"1.617,53",,,,,,,,,,"3.918,55",,,,,,,,,
JAGUAQUARA-BA,,,,,,BA,,,"1.432,68",,,,,,,,,-,,,,,,,,,"1.432,68",,,,,,,,,,"3.470,73",,,,,,,,,
JAGUARIPE-BA,,,,,,BA,,,"49.614,85",,,,,,,,,-,,,,,,,,,"49.614,85",,,,,,,,,,"133.282,96",,,,,,,,,
JANDAIRA-BA,,,,,,BA,,,"920,57",,,,,,,,,-,,,,,,,,,"920,57",,,,,,,,,,"2.222,84",,,,,,,,,
JEQUIE-BA,,,,,,BA,,,"1.848,61",,,,,,,,,-,,,,,,,,,"1.848,61",,,,,,,,,,"4.478,35",,,,,,,,,
JEREMOABO-BA,,,,,,BA,,,"1.390,18",,,,,,,,,-,,,,,,,,,"1.390,18",,,,,,,,,,"3.375,10",,,,,,,,,
JIQUIRICA-BA,,,,,,BA,,,"1.016,73",,,,,,,,,-,,,,,,,,,"1.016,73",,,,,,,,,,"2.463,09",,,,,,,,,
JITAUNA-BA,,,,,,BA,,,"1.101,70",,,,,,,,,-,,,,,,,,,"1.101,70",,,,,,,,,,"2.654,31",,,,,,,,,
JUCURUCU-BA,,,,,,BA,,,"966,79",,,,,,,,,-,,,,,,,,,"966,79",,,,,,,,,,"2.334,79",,,,,,,,,
JUSSARI-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
LAJE-BA,,,,,,BA,,,"1.205,33",,,,,,,,,-,,,,,,,,,"1.205,33",,,,,,,,,,"2.927,27",,,,,,,,,
LAJEDAO-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
LAJEDINHO-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
LAMARAO-BA,,,,,,BA,,,"974,25",,,,,,,,,-,,,,,,,,,"974,25",,,,,,,,,,"2.367,47",,,,,,,,,
LAURO DE FREITAS-BA,,,,,,BA,,,"1.856,07",,,,,,,,,-,,,,,,,,,"1.856,07",,,,,,,,,,"4.511,03",,,,,,,,,
MACAJUBA-BA,,,,,,BA,,,"970,53",,,,,,,,,-,,,,,,,,,"970,53",,,,,,,,,,"2.351,15",,,,,,,,,
MACARANI-BA,,,,,,BA,,,"1.112,90",,,,,,,,,-,,,,,,,,,"1.112,90",,,,,,,,,,"2.703,35",,,,,,,,,
MADRE DE DEUS-BA,,,,,,BA,,,"982.564,11",,,,,,,,,"931.670,79",,,,,,,,,"1.914.234,90",,,,,,,,,,"5.942.798,38",,,,,,,,,
MAIQUINIQUE-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
MAIRI-BA,,,,,,BA,,,"1.151,64",,,,,,,,,-,,,,,,,,,"1.151,64",,,,,,,,,,"2.782,61",,,,,,,,,
MANOEL VITORINO-BA,,,,,,BA,,,"1.059,23",,,,,,,,,-,,,,,,,,,"1.059,23",,,,,,,,,,"2.558,73",,,,,,,,,
MARACAS-BA,,,,,,BA,,,"1.343,98",,,,,,,,,-,,,,,,,,,"1.343,98",,,,,,,,,,"3.263,16",,,,,,,,,
MARAGOGIPE-BA,,,,,,BA,,,"49.402,53",,,,,,,,,-,,,,,,,,,"49.402,53",,,,,,,,,,"132.599,66",,,,,,,,,
MARAU-BA,,,,,,BA,,,"1.105,43",,,,,,,,,-,,,,,,,,,"1.105,43",,,,,,,,,,"2.670,66",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,,BA,,,"970,53",,,,,,,,,-,,,,,,,,,"970,53",,,,,,,,,,"2.351,15",,,,,,,,,
MASCOTE-BA,,,,,,BA,,,"1.109,17",,,,,,,,,-,,,,,,,,,"1.109,17",,,,,,,,,,"2.687,02",,,,,,,,,
MATA DE SAO JOAO-BA,,,,,,BA,,,"166.684,85",,,,,,,,,"75.763,44",,,,,,,,,"242.448,29",,,,,,,,,,"726.550,91",,,,,,,,,
MEDEIROS NETO-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
MIGUEL CALMON-BA,,,,,,BA,,,"1.244,08",,,,,,,,,-,,,,,,,,,"1.244,08",,,,,,,,,,"3.006,55",,,,,,,,,
MILAGRES-BA,,,,,,BA,,,"966,79",,,,,,,,,-,,,,,,,,,"966,79",,,,,,,,,,"2.334,79",,,,,,,,,
MIRANTE-BA,,,,,,BA,,,"916,84",,,,,,,,,-,,,,,,,,,"916,84",,,,,,,,,,"2.206,49",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTE SANTO-BA,,,,,,BA,,,"1.478,88",,,,,,,,,-,,,,,,,,,"1.478,88",,,,,,,,,,"3.582,67",,,,,,,,,
MUCURI-BA,,,,,,BA,,,"1.343,98",,,,,,,,,-,,,,,,,,,"1.343,98",,,,,,,,,,"3.263,16",,,,,,,,,
MUNDO NOVO-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
MUNIZ FERREIRA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
MURITIBA-BA,,,,,,BA,,,"1.244,08",,,,,,,,,-,,,,,,,,,"1.244,08",,,,,,,,,,"3.006,55",,,,,,,,,
MUTUIPE-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
NAZARE-BA,,,,,,BA,,,"1.247,81",,,,,,,,,-,,,,,,,,,"1.247,81",,,,,,,,,,"3.022,90",,,,,,,,,
NILO PECANHA-BA,,,,,,BA,,,"1.020,47",,,,,,,,,-,,,,,,,,,"1.020,47",,,,,,,,,,"2.479,45",,,,,,,,,
NORDESTINA-BA,,,,,,BA,,,"1.020,47",,,,,,,,,-,,,,,,,,,"1.020,47",,,,,,,,,,"2.479,45",,,,,,,,,
NOVA CANAA-BA,,,,,,BA,,,"1.162,84",,,,,,,,,-,,,,,,,,,"1.162,84",,,,,,,,,,"2.831,65",,,,,,,,,
NOVA FATIMA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
NOVA IBIA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
NOVA ITARANA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
NOVA SOURE-BA,,,,,,BA,,,"1.247,81",,,,,,,,,-,,,,,,,,,"1.247,81",,,,,,,,,,"3.022,90",,,,,,,,,
NOVA VICOSA-BA,,,,,,BA,,,"1.340,24",,,,,,,,,-,,,,,,,,,"1.340,24",,,,,,,,,,"3.246,80",,,,,,,,,
NOVO TRIUNFO-BA,,,,,,BA,,,"1.066,69",,,,,,,,,-,,,,,,,,,"1.066,69",,,,,,,,,,"2.591,41",,,,,,,,,
OLINDINA-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
OURICANGAS-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
OUROLANDIA-BA,,,,,,BA,,,"1.112,90",,,,,,,,,-,,,,,,,,,"1.112,90",,,,,,,,,,"2.703,35",,,,,,,,,
PARIPIRANGA-BA,,,,,,BA,,,"1.297,77",,,,,,,,,-,,,,,,,,,"1.297,77",,,,,,,,,,"3.151,21",,,,,,,,,
PAU BRASIL-BA,,,,,,BA,,,"1.016,73",,,,,,,,,-,,,,,,,,,"1.016,73",,,,,,,,,,"2.463,09",,,,,,,,,
PAULO AFONSO-BA,,,,,,BA,,,"1.709,97",,,,,,,,,-,,,,,,,,,"1.709,97",,,,,,,,,,"4.142,48",,,,,,,,,
PE DE SERRA-BA,,,,,,BA,,,"1.066,69",,,,,,,,,-,,,,,,,,,"1.066,69",,,,,,,,,,"2.591,41",,,,,,,,,
PEDRAO-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,BA,,,"1.109,17",,,,,,,,,-,,,,,,,,,"1.109,17",,,,,,,,,,"2.687,02",,,,,,,,,
PINTADAS-BA,,,,,,BA,,,"970,53",,,,,,,,,-,,,,,,,,,"970,53",,,,,,,,,,"2.351,15",,,,,,,,,
PIRAI DO NORTE-BA,,,,,,BA,,,"920,57",,,,,,,,,-,,,,,,,,,"920,57",,,,,,,,,,"2.222,84",,,,,,,,,
PIRITIBA-BA,,,,,,BA,,,"1.255,28",,,,,,,,,-,,,,,,,,,"1.255,28",,,,,,,,,,"3.055,59",,,,,,,,,
PLANALTINO-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
PLANALTO-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
POCOES-BA,,,,,,BA,,,"1.432,68",,,,,,,,,-,,,,,,,,,"1.432,68",,,,,,,,,,"3.470,73",,,,,,,,,
POJUCA-BA,,,,,,BA,,,"588.380,54",,,,,,,,,"501.533,79",,,,,,,,,"1.089.914,33",,,,,,,,,,"3.224.907,11",,,,,,,,,
PORTO SEGURO-BA,,,,,,BA,,,"1.763,65",,,,,,,,,-,,,,,,,,,"1.763,65",,,,,,,,,,"4.287,12",,,,,,,,,
POTIRAGUA-BA,,,,,,BA,,,"963,05",,,,,,,,,-,,,,,,,,,"963,05",,,,,,,,,,"2.318,43",,,,,,,,,
PRADO-BA,,,,,,BA,,,"1.247,81",,,,,,,,,-,,,,,,,,,"1.247,81",,,,,,,,,,"3.022,90",,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,BA,,,"1.205,33",,,,,,,,,-,,,,,,,,,"1.205,33",,,,,,,,,,"2.927,27",,,,,,,,,
QUEIMADAS-BA,,,,,,BA,,,"1.247,81",,,,,,,,,-,,,,,,,,,"1.247,81",,,,,,,,,,"3.022,90",,,,,,,,,
QUIJINGUE-BA,,,,,,BA,,,"1.247,81",,,,,,,,,-,,,,,,,,,"1.247,81",,,,,,,,,,"3.022,90",,,,,,,,,
QUIXABEIRA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
RETIROLANDIA-BA,,,,,,BA,,,"970,53",,,,,,,,,-,,,,,,,,,"970,53",,,,,,,,,,"2.351,15",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,BA,,,"1.343,98",,,,,,,,,-,,,,,,,,,"1.343,98",,,,,,,,,,"3.263,16",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,BA,,,"1.066,69",,,,,,,,,-,,,,,,,,,"1.066,69",,,,,,,,,,"2.591,41",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,BA,,,"1.432,68",,,,,,,,,-,,,,,,,,,"1.432,68",,,,,,,,,,"3.470,73",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,BA,,,"1.062,95",,,,,,,,,-,,,,,,,,,"1.062,95",,,,,,,,,,"2.575,05",,,,,,,,,
RIO REAL-BA,,,,,,BA,,,"1.390,18",,,,,,,,,-,,,,,,,,,"1.390,18",,,,,,,,,,"3.375,10",,,,,,,,,
RUY BARBOSA-BA,,,,,,BA,,,"1.294,03",,,,,,,,,-,,,,,,,,,"1.294,03",,,,,,,,,,"3.134,85",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,BA,,,"39.455,06",,,,,,,,,"201.559,25",,,,,,,,,"241.014,31",,,,,,,,,,"719.309,44",,,,,,,,,
SALVADOR-BA,,,,,,BA,,,"71.903,18",,,,,,,,,"201.559,25",,,,,,,,,"273.462,43",,,,,,,,,,"799.928,35",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA BARBARA-BA,,,,,,BA,,,"1.159,11",,,,,,,,,-,,,,,,,,,"1.159,11",,,,,,,,,,"2.815,32",,,,,,,,,
SANTA BRIGIDA-BA,,,,,,BA,,,"1.059,23",,,,,,,,,-,,,,,,,,,"1.059,23",,,,,,,,,,"2.558,73",,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,BA,,,"1.251,54",,,,,,,,,-,,,,,,,,,"1.251,54",,,,,,,,,,"3.039,23",,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
SANTA INES-BA,,,,,,BA,,,"970,53",,,,,,,,,-,,,,,,,,,"970,53",,,,,,,,,,"2.351,15",,,,,,,,,
SANTA LUZIA-BA,,,,,,BA,,,"1.062,95",,,,,,,,,-,,,,,,,,,"1.062,95",,,,,,,,,,"2.575,05",,,,,,,,,
SANTA TERESINHA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
SANTALUZ-BA,,,,,,BA,,,"1.343,98",,,,,,,,,-,,,,,,,,,"1.343,98",,,,,,,,,,"3.263,16",,,,,,,,,
SANTANOPOLIS-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
SANTO AMARO-BA,,,,,,BA,,,"59.320,12",,,,,,,,,"201.559,25",,,,,,,,,"260.879,37",,,,,,,,,,"768.612,20",,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,BA,,,"1.667,48",,,,,,,,,-,,,,,,,,,"1.667,48",,,,,,,,,,"4.046,85",,,,,,,,,
SANTO ESTEVAO-BA,,,,,,BA,,,"1.432,68",,,,,,,,,-,,,,,,,,,"1.432,68",,,,,,,,,,"3.470,73",,,,,,,,,
SAO DOMINGOS-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
SAO FELIPE-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
SAO FELIX-BA,,,,,,BA,,,"1.066,69",,,,,,,,,-,,,,,,,,,"1.066,69",,,,,,,,,,"2.591,41",,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,BA,,,"1.185.580,16",,,,,,,,,"676.458,14",,,,,,,,,"1.862.038,30",,,,,,,,,,"5.518.835,04",,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,BA,,,"1.297,77",,,,,,,,,-,,,,,,,,,"1.297,77",,,,,,,,,,"3.151,21",,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,BA,,,"974,25",,,,,,,,,-,,,,,,,,,"974,25",,,,,,,,,,"2.367,47",,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,BA,,,"970,53",,,,,,,,,-,,,,,,,,,"970,53",,,,,,,,,,"2.351,15",,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,BA,,,"343.724,93",,,,,,,,,"184.702,95",,,,,,,,,"528.427,88",,,,,,,,,,"1.544.088,62",,,,,,,,,
SAPEACU-BA,,,,,,BA,,,"1.109,17",,,,,,,,,-,,,,,,,,,"1.109,17",,,,,,,,,,"2.687,02",,,,,,,,,
SATIRO DIAS-BA,,,,,,BA,,,"23.216,27",,,,,,,,,"11.249,15",,,,,,,,,"34.465,42",,,,,,,,,,"96.672,12",,,,,,,,,
SAUBARA-BA,,,,,,BA,,,"37.749,17",,,,,,,,,"201.559,25",,,,,,,,,"239.308,42",,,,,,,,,,"714.927,39",,,,,,,,,
SERRA PRETA-BA,,,,,,BA,,,"1.059,23",,,,,,,,,-,,,,,,,,,"1.059,23",,,,,,,,,,"2.558,73",,,,,,,,,
SERRINHA-BA,,,,,,BA,,,"1.571,32",,,,,,,,,-,,,,,,,,,"1.571,32",,,,,,,,,,"3.806,61",,,,,,,,,
SERROLANDIA-BA,,,,,,BA,,,"1.016,73",,,,,,,,,-,,,,,,,,,"1.016,73",,,,,,,,,,"2.463,09",,,,,,,,,
SIMOES FILHO-BA,,,,,,BA,,,"1.713,69",,,,,,,,,-,,,,,,,,,"1.713,69",,,,,,,,,,"4.158,80",,,,,,,,,
SITIO DO QUINTO-BA,,,,,,BA,,,"1.059,23",,,,,,,,,-,,,,,,,,,"1.059,23",,,,,,,,,,"2.558,73",,,,,,,,,
TANQUINHO-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
TAPEROA-BA,,,,,,BA,,,"1.162,84",,,,,,,,,-,,,,,,,,,"1.162,84",,,,,,,,,,"2.831,65",,,,,,,,,
TAPIRAMUTA-BA,,,,,,BA,,,"1.109,17",,,,,,,,,-,,,,,,,,,"1.109,17",,,,,,,,,,"2.687,02",,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,BA,,,"1.759,92",,,,,,,,,-,,,,,,,,,"1.759,92",,,,,,,,,,"4.270,79",,,,,,,,,
TEODORO SAMPAIO-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
TEOFILANDIA-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
TEOLANDIA-BA,,,,,,BA,,,"1.016,73",,,,,,,,,-,,,,,,,,,"1.016,73",,,,,,,,,,"2.463,09",,,,,,,,,
TERRA NOVA-BA,,,,,,BA,,,"1.016,73",,,,,,,,,-,,,,,,,,,"1.016,73",,,,,,,,,,"2.463,09",,,,,,,,,
TUCANO-BA,,,,,,BA,,,"1.478,88",,,,,,,,,-,,,,,,,,,"1.478,88",,,,,,,,,,"3.582,67",,,,,,,,,
UAUA-BA,,,,,,BA,,,"1.247,81",,,,,,,,,-,,,,,,,,,"1.247,81",,,,,,,,,,"3.022,90",,,,,,,,,
UBAIRA-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
UBAITABA-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
UBATA-BA,,,,,,BA,,,"1.251,54",,,,,,,,,-,,,,,,,,,"1.251,54",,,,,,,,,,"3.039,23",,,,,,,,,
UNA-BA,,,,,,BA,,,"1.244,08",,,,,,,,,-,,,,,,,,,"1.244,08",,,,,,,,,,"3.006,55",,,,,,,,,
URUCUCA-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
VALENCA-BA,,,,,,BA,,,"49.307,60",,,,,,,,,-,,,,,,,,,"49.307,60",,,,,,,,,,"132.294,29",,,,,,,,,
VALENTE-BA,,,,,,BA,,,"1.205,33",,,,,,,,,-,,,,,,,,,"1.205,33",,,,,,,,,,"2.927,27",,,,,,,,,
VARZEA DA ROCA-BA,,,,,,BA,,,"1.066,69",,,,,,,,,-,,,,,,,,,"1.066,69",,,,,,,,,,"2.591,41",,,,,,,,,
VARZEA DO POCO-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
VARZEA NOVA-BA,,,,,,BA,,,"1.013,00",,,,,,,,,-,,,,,,,,,"1.013,00",,,,,,,,,,"2.446,74",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARZEDO-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
VERA CRUZ-BA,,,,,,BA,,,"1.343,98",,,,,,,,,-,,,,,,,,,"1.343,98",,,,,,,,,,"3.263,16",,,,,,,,,
VEREDA-BA,,,,,,BA,,,"924,30",,,,,,,,,-,,,,,,,,,"924,30",,,,,,,,,,"2.239,17",,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,BA,,,"1.848,61",,,,,,,,,-,,,,,,,,,"1.848,61",,,,,,,,,,"4.478,35",,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,BA,,,"1.201,60",,,,,,,,,-,,,,,,,,,"1.201,60",,,,,,,,,,"2.910,92",,,,,,,,,
BAHIA  TOTAL,,,,,,,,,"6.241.494,04",,,,,,,,,"5.249.474,79",,,,,,,,,"11.490.968,83",,,,,,,,,,"34.157.382,03",,,,,,,,,
ACARAU-CE,,,,,,CE,,,"2.221,94",,,,,,,,,-,,,,,,,,,"2.221,94",,,,,,,,,,"8.811,66",,,,,,,,,
ALCANTARAS-CE,,,,,,CE,,,"1.458,15",,,,,,,,,-,,,,,,,,,"1.458,15",,,,,,,,,,"5.782,65",,,,,,,,,
