MONTE ALEGRE-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
OBIDOS-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
PORTO DE MOZ-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
PRAINHA-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
SANTAREM-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
TERRA SANTA-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
PARA  TOTAL,,,,,,,,,-,,,,,,,,,"138.584,00",,,,,,,,,"138.584,00",,,,,,,,,,"373.473,34",,,,,,,,,
BAYEUX-PB,,,,,,PB,,,"37,38",,,,,,,,,-,,,,,,,,,"37,38",,,,,,,,,,"1.426,66",,,,,,,,,
PEDRAS DE FOGO-PB,,,,,,PB,,,"511.827,63",,,,,,,,,-,,,,,,,,,"511.827,63",,,,,,,,,,"1.500.294,61",,,,,,,,,
SANTA RITA-PB,,,,,,PB,,,"230,79",,,,,,,,,-,,,,,,,,,"230,79",,,,,,,,,,"8.706,25",,,,,,,,,
PARAIBA  TOTAL,,,,,,,,,"512.095,80",,,,,,,,,-,,,,,,,,,"512.095,80",,,,,,,,,,"1.510.427,52",,,,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,,,,PE,,,"558.859,81",,,,,,,,,-,,,,,,,,,"558.859,81",,,,,,,,,,"1.644.232,45",,,,,,,,,
CAMARAGIBE-PE,,,,,,PE,,,"511.827,63",,,,,,,,,-,,,,,,,,,"511.827,63",,,,,,,,,,"1.503.139,07",,,,,,,,,
GOIANA-PE,,,,,,PE,,,"558.897,20",,,,,,,,,-,,,,,,,,,"558.897,20",,,,,,,,,,"1.639.014,73",,,,,,,,,
ITAMBE-PE,,,,,,PE,,,"558.895,78",,,,,,,,,-,,,,,,,,,"558.895,78",,,,,,,,,,"1.638.140,64",,,,,,,,,
ITAQUITINGA-PE,,,,,,PE,,,"558.710,74",,,,,,,,,-,,,,,,,,,"558.710,74",,,,,,,,,,"1.636.113,64",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JABOATAO DOS GUARARAPES-PE,,,,,,PE,,,"47.069,57",,,,,,,,,-,,,,,,,,,"47.069,57",,,,,,,,,,"140.737,16",,,,,,,,,
MORENO-PE,,,,,,PE,,,"511.596,83",,,,,,,,,-,,,,,,,,,"511.596,83",,,,,,,,,,"1.495.363,32",,,,,,,,,
PAULISTA-PE,,,,,,PE,,,"511.827,63",,,,,,,,,-,,,,,,,,,"511.827,63",,,,,,,,,,"1.503.278,36",,,,,,,,,
RECIFE-PE,,,,,,PE,,,"47.069,57",,,,,,,,,-,,,,,,,,,"47.069,57",,,,,,,,,,"140.737,16",,,,,,,,,
SAO LOURENCO DA MATA-PE,,,,,,PE,,,"1.115.579,57",,,,,,,,,-,,,,,,,,,"1.115.579,57",,,,,,,,,,"1.623.642,60",,,,,,,,,
VITORIA DE SANTO ANTAO-PE,,,,,,PE,,,"511.827,63",,,,,,,,,-,,,,,,,,,"511.827,63",,,,,,,,,,"1.505.432,68",,,,,,,,,
PERNAMBUCO  TOTAL,,,,,,,,,"5.492.161,96",,,,,,,,,-,,,,,,,,,"5.492.161,96",,,,,,,,,,"14.469.831,81",,,,,,,,,
ADRIANOPOLIS-PR,,,,,,PR,,,"2.560,40",,,,,,,,,-,,,,,,,,,"2.560,40",,,,,,,,,,"6.671,54",,,,,,,,,
AGUDOS DO SUL-PR,,,,,,PR,,,"2.560,40",,,,,,,,,-,,,,,,,,,"2.560,40",,,,,,,,,,"6.671,54",,,,,,,,,
ALMIRANTE TAMANDARE-PR,,,,,,PR,,,"4.608,73",,,,,,,,,-,,,,,,,,,"4.608,73",,,,,,,,,,"12.008,79",,,,,,,,,
ANTONINA-PR,,,,,,PR,,,"3.072,48",,,,,,,,,-,,,,,,,,,"3.072,48",,,,,,,,,,"8.005,85",,,,,,,,,
ARAUCARIA-PR,,,,,,PR,,,"4.736,75",,,,,,,,,-,,,,,,,,,"4.736,75",,,,,,,,,,"12.342,37",,,,,,,,,
BALSA NOVA-PR,,,,,,PR,,,"2.688,42",,,,,,,,,-,,,,,,,,,"2.688,42",,,,,,,,,,"7.005,12",,,,,,,,,
BOCAIUVA DO SUL-PR,,,,,,PR,,,"2.560,40",,,,,,,,,-,,,,,,,,,"2.560,40",,,,,,,,,,"6.671,54",,,,,,,,,
CAMPINA GRANDE DO SUL-PR,,,,,,PR,,,"3.712,59",,,,,,,,,-,,,,,,,,,"3.712,59",,,,,,,,,,"9.673,75",,,,,,,,,
CAMPO DO TENENTE-PR,,,,,,PR,,,"2.560,40",,,,,,,,,-,,,,,,,,,"2.560,40",,,,,,,,,,"6.671,54",,,,,,,,,
CAMPO LARGO-PR,,,,,,PR,,,"4.736,75",,,,,,,,,-,,,,,,,,,"4.736,75",,,,,,,,,,"12.342,37",,,,,,,,,
CAMPO MAGRO-PR,,,,,,PR,,,"3.328,52",,,,,,,,,-,,,,,,,,,"3.328,52",,,,,,,,,,"8.673,01",,,,,,,,,
CERRO AZUL-PR,,,,,,PR,,,"3.072,48",,,,,,,,,-,,,,,,,,,"3.072,48",,,,,,,,,,"8.005,85",,,,,,,,,
COLOMBO-PR,,,,,,PR,,,"5.120,81",,,,,,,,,-,,,,,,,,,"5.120,81",,,,,,,,,,"13.343,10",,,,,,,,,
CONTENDA-PR,,,,,,PR,,,"2.944,46",,,,,,,,,-,,,,,,,,,"2.944,46",,,,,,,,,,"7.672,28",,,,,,,,,
CURITIBA-PR,,,,,,PR,,,"5.120,81",,,,,,,,,-,,,,,,,,,"5.120,81",,,,,,,,,,"13.343,10",,,,,,,,,
DOUTOR ULYSSES-PR,,,,,,PR,,,"2.560,40",,,,,,,,,-,,,,,,,,,"2.560,40",,,,,,,,,,"6.671,54",,,,,,,,,
FAZENDA RIO GRANDE-PR,,,,,,PR,,,"4.480,71",,,,,,,,,-,,,,,,,,,"4.480,71",,,,,,,,,,"11.675,22",,,,,,,,,
GUARAQUECABA-PR,,,,,,PR,,,"2.560,40",,,,,,,,,-,,,,,,,,,"2.560,40",,,,,,,,,,"6.671,54",,,,,,,,,
GUARATUBA-PR,,,,,,PR,,,"95.887,25",,,,,,,,,"80.904,86",,,,,,,,,"176.792,11",,,,,,,,,,"460.660,66",,,,,,,,,
ITAPERUCU-PR,,,,,,PR,,,"3.328,52",,,,,,,,,-,,,,,,,,,"3.328,52",,,,,,,,,,"8.673,01",,,,,,,,,
LAPA-PR,,,,,,PR,,,"3.968,63",,,,,,,,,-,,,,,,,,,"3.968,63",,,,,,,,,,"10.340,90",,,,,,,,,
MANDIRITUBA-PR,,,,,,PR,,,"3.328,52",,,,,,,,,-,,,,,,,,,"3.328,52",,,,,,,,,,"8.673,01",,,,,,,,,
MATINHOS-PR,,,,,,PR,,,"89.038,16",,,,,,,,,"66.312,86",,,,,,,,,"155.351,02",,,,,,,,,,"404.792,41",,,,,,,,,
MORRETES-PR,,,,,,PR,,,"3.072,48",,,,,,,,,-,,,,,,,,,"3.072,48",,,,,,,,,,"8.005,85",,,,,,,,,
PARANAGUA-PR,,,,,,PR,,,"4.992,79",,,,,,,,,"269,08",,,,,,,,,"5.261,87",,,,,,,,,,"13.710,66",,,,,,,,,
PIEN-PR,,,,,,PR,,,"2.688,42",,,,,,,,,-,,,,,,,,,"2.688,42",,,,,,,,,,"7.005,12",,,,,,,,,
PINHAIS-PR,,,,,,PR,,,"4.864,77",,,,,,,,,-,,,,,,,,,"4.864,77",,,,,,,,,,"12.675,95",,,,,,,,,
PIRAQUARA-PR,,,,,,PR,,,"4.608,73",,,,,,,,,-,,,,,,,,,"4.608,73",,,,,,,,,,"12.008,79",,,,,,,,,
PONTAL DO PARANA-PR,,,,,,PR,,,"3.072,48",,,,,,,,,"14.322,91",,,,,,,,,"17.395,39",,,,,,,,,,"45.326,52",,,,,,,,,
PORTO AMAZONAS-PR,,,,,,PR,,,"2.560,40",,,,,,,,,-,,,,,,,,,"2.560,40",,,,,,,,,,"6.671,54",,,,,,,,,
QUATRO BARRAS-PR,,,,,,PR,,,"3.200,50",,,,,,,,,-,,,,,,,,,"3.200,50",,,,,,,,,,"8.339,43",,,,,,,,,
QUITANDINHA-PR,,,,,,PR,,,"2.944,46",,,,,,,,,-,,,,,,,,,"2.944,46",,,,,,,,,,"7.672,28",,,,,,,,,
RIO BRANCO DO SUL-PR,,,,,,PR,,,"3.584,57",,,,,,,,,-,,,,,,,,,"3.584,57",,,,,,,,,,"9.340,17",,,,,,,,,
RIO NEGRO-PR,,,,,,PR,,,"3.584,57",,,,,,,,,-,,,,,,,,,"3.584,57",,,,,,,,,,"9.340,17",,,,,,,,,
SAO JOSE DOS PINHAIS-PR,,,,,,PR,,,"5.120,81",,,,,,,,,-,,,,,,,,,"5.120,81",,,,,,,,,,"13.343,10",,,,,,,,,
TIJUCAS DO SUL-PR,,,,,,PR,,,"2.816,44",,,,,,,,,-,,,,,,,,,"2.816,44",,,,,,,,,,"7.338,69",,,,,,,,,
TUNAS DO PARANA-PR,,,,,,PR,,,"2.560,40",,,,,,,,,-,,,,,,,,,"2.560,40",,,,,,,,,,"6.671,54",,,,,,,,,
PARANA  TOTAL,,,,,,,,,"308.208,81",,,,,,,,,"161.809,71",,,,,,,,,"470.018,52",,,,,,,,,,"1.224.709,85",,,,,,,,,
ANGRA DOS REIS-RJ,,,,,,RJ,,,"4.813.550,67",,,,,,,,,"2.096.199,77",,,,,,,,,"6.909.750,44",,,,,,,,,,"20.130.916,14",,,,,,,,,
APERIBE-RJ,,,,,,RJ,,,"270.753,95",,,,,,,,,-,,,,,,,,,"270.753,95",,,,,,,,,,"776.841,57",,,,,,,,,
ARARUAMA-RJ,,,,,,RJ,,,"501.793,30",,,,,,,,,-,,,,,,,,,"501.793,30",,,,,,,,,,"1.439.852,40",,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,,,,RJ,,,"2.657.981,09",,,,,,,,,"1.883.592,82",,,,,,,,,"4.541.573,91",,,,,,,,,,"13.214.392,32",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARRAIAL DO CABO-RJ,,,,,,RJ,,,"366.416,32",,,,,,,,,"138.995,38",,,,,,,,,"505.411,70",,,,,,,,,,"1.460.484,32",,,,,,,,,
BARRA DO PIRAI-RJ,,,,,,RJ,,,"534.138,70",,,,,,,,,-,,,,,,,,,"534.138,70",,,,,,,,,,"1.536.888,60",,,,,,,,,
BARRA MANSA-RJ,,,,,,RJ,,,"1.089.274,88",,,,,,,,,-,,,,,,,,,"1.089.274,88",,,,,,,,,,"3.166.154,86",,,,,,,,,
BELFORD ROXO-RJ,,,,,,RJ,,,"541.507,91",,,,,,,,,-,,,,,,,,,"541.507,91",,,,,,,,,,"1.553.683,17",,,,,,,,,
BOM JARDIM-RJ,,,,,,RJ,,,"366.416,32",,,,,,,,,-,,,,,,,,,"366.416,32",,,,,,,,,,"1.051.431,59",,,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,,,,RJ,,,"392.593,22",,,,,,,,,-,,,,,,,,,"392.593,22",,,,,,,,,,"1.126.420,29",,,,,,,,,
CABO FRIO-RJ,,,,,,RJ,,,"3.937.749,76",,,,,,,,,"7.799.203,03",,,,,,,,,"11.736.952,79",,,,,,,,,,"34.776.607,32",,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,,,,RJ,,,"2.351.756,49",,,,,,,,,-,,,,,,,,,"2.351.756,49",,,,,,,,,,"6.766.758,74",,,,,,,,,
CAMBUCI-RJ,,,,,,RJ,,,"311.367,04",,,,,,,,,-,,,,,,,,,"311.367,04",,,,,,,,,,"893.367,81",,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,,,,RJ,,,"3.937.749,76",,,,,,,,,"38.160.298,66",,,,,,,,,"42.098.048,42",,,,,,,,,,"120.623.065,32",,,,,,,,,
CANTAGALO-RJ,,,,,,RJ,,,"338.442,43",,,,,,,,,-,,,,,,,,,"338.442,43",,,,,,,,,,"971.051,97",,,,,,,,,
CARAPEBUS-RJ,,,,,,RJ,,,"2.067.318,62",,,,,,,,,"580.867,60",,,,,,,,,"2.648.186,22",,,,,,,,,,"7.737.222,76",,,,,,,,,
CARDOSO MOREIRA-RJ,,,,,,RJ,,,"297.829,35",,,,,,,,,-,,,,,,,,,"297.829,35",,,,,,,,,,"854.525,76",,,,,,,,,
CARMO-RJ,,,,,,RJ,,,"325.803,23",,,,,,,,,-,,,,,,,,,"325.803,23",,,,,,,,,,"934.905,35",,,,,,,,,
CASIMIRO DE ABREU-RJ,,,,,,RJ,,,"2.657.981,09",,,,,,,,,"1.839.682,94",,,,,,,,,"4.497.664,03",,,,,,,,,,"13.204.730,59",,,,,,,,,
CONCEICAO DE MACABU-RJ,,,,,,RJ,,,"338.442,43",,,,,,,,,-,,,,,,,,,"338.442,43",,,,,,,,,,"971.051,97",,,,,,,,,
CORDEIRO-RJ,,,,,,RJ,,,"338.442,43",,,,,,,,,-,,,,,,,,,"338.442,43",,,,,,,,,,"971.051,97",,,,,,,,,
DUAS BARRAS-RJ,,,,,,RJ,,,"284.291,64",,,,,,,,,-,,,,,,,,,"284.291,64",,,,,,,,,,"815.683,66",,,,,,,,,
DUQUE DE CAXIAS-RJ,,,,,,RJ,,,"3.937.749,76",,,,,,,,,"95.752,81",,,,,,,,,"4.033.502,57",,,,,,,,,,"11.614.289,67",,,,,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,,,,RJ,,,"556.364,39",,,,,,,,,-,,,,,,,,,"556.364,39",,,,,,,,,,"1.630.130,88",,,,,,,,,
GUAPIMIRIM-RJ,,,,,,RJ,,,"2.513.946,59",,,,,,,,,"95.752,81",,,,,,,,,"2.609.699,40",,,,,,,,,,"7.517.550,67",,,,,,,,,
IGUABA GRANDE-RJ,,,,,,RJ,,,"340.239,40",,,,,,,,,-,,,,,,,,,"340.239,40",,,,,,,,,,"976.442,88",,,,,,,,,
ITABORAI-RJ,,,,,,RJ,,,"541.507,91",,,,,,,,,"95.752,81",,,,,,,,,"637.260,72",,,,,,,,,,"1.837.802,08",,,,,,,,,
ITAGUAI-RJ,,,,,,RJ,,,"487.357,12",,,,,,,,,-,,,,,,,,,"487.357,12",,,,,,,,,,"1.398.314,87",,,,,,,,,
ITALVA-RJ,,,,,,RJ,,,"297.829,35",,,,,,,,,-,,,,,,,,,"297.829,35",,,,,,,,,,"854.525,76",,,,,,,,,
ITAOCARA-RJ,,,,,,RJ,,,"351.980,13",,,,,,,,,-,,,,,,,,,"351.980,13",,,,,,,,,,"1.009.894,05",,,,,,,,,
ITAPERUNA-RJ,,,,,,RJ,,,"487.357,12",,,,,,,,,-,,,,,,,,,"487.357,12",,,,,,,,,,"1.398.314,87",,,,,,,,,
ITATIAIA-RJ,,,,,,RJ,,,"404.213,07",,,,,,,,,-,,,,,,,,,"404.213,07",,,,,,,,,,"1.163.050,82",,,,,,,,,
JAPERI-RJ,,,,,,RJ,,,"999.184,75",,,,,,,,,-,,,,,,,,,"999.184,75",,,,,,,,,,"2.902.968,54",,,,,,,,,
LAJE DO MURIAE-RJ,,,,,,RJ,,,"270.753,95",,,,,,,,,-,,,,,,,,,"270.753,95",,,,,,,,,,"776.841,57",,,,,,,,,
MACAE-RJ,,,,,,RJ,,,"20.662.993,48",,,,,,,,,"10.788.633,69",,,,,,,,,"31.451.627,17",,,,,,,,,,"90.795.902,29",,,,,,,,,
MACUCO-RJ,,,,,,RJ,,,"270.753,95",,,,,,,,,-,,,,,,,,,"270.753,95",,,,,,,,,,"776.841,57",,,,,,,,,
MAGE-RJ,,,,,,RJ,,,"2.919.421,84",,,,,,,,,"95.752,81",,,,,,,,,"3.015.174,65",,,,,,,,,,"8.684.233,20",,,,,,,,,
MANGARATIBA-RJ,,,,,,RJ,,,"379.954,02",,,,,,,,,"1.572.149,82",,,,,,,,,"1.952.103,84",,,,,,,,,,"5.623.710,48",,,,,,,,,
MARICA-RJ,,,,,,RJ,,,"502.691,78",,,,,,,,,-,,,,,,,,,"502.691,78",,,,,,,,,,"1.442.547,84",,,,,,,,,
MENDES-RJ,,,,,,RJ,,,"606.942,97",,,,,,,,,-,,,,,,,,,"606.942,97",,,,,,,,,,"1.778.324,57",,,,,,,,,
MESQUITA-RJ,,,,,,RJ,,,"541.507,91",,,,,,,,,-,,,,,,,,,"541.507,91",,,,,,,,,,"1.553.683,17",,,,,,,,,
MIGUEL PEREIRA-RJ,,,,,,RJ,,,"671.957,73",,,,,,,,,-,,,,,,,,,"671.957,73",,,,,,,,,,"1.968.055,82",,,,,,,,,
MIRACEMA-RJ,,,,,,RJ,,,"365.517,84",,,,,,,,,-,,,,,,,,,"365.517,84",,,,,,,,,,"1.048.736,15",,,,,,,,,
NATIVIDADE-RJ,,,,,,RJ,,,"311.367,04",,,,,,,,,-,,,,,,,,,"311.367,04",,,,,,,,,,"893.367,81",,,,,,,,,
NILOPOLIS-RJ,,,,,,RJ,,,"541.507,91",,,,,,,,,-,,,,,,,,,"541.507,91",,,,,,,,,,"1.553.683,17",,,,,,,,,
NITEROI-RJ,,,,,,RJ,,,"3.937.749,76",,,,,,,,,"95.752,81",,,,,,,,,"4.033.502,57",,,,,,,,,,"11.614.289,67",,,,,,,,,
NOVA FRIBURGO-RJ,,,,,,RJ,,,"541.507,91",,,,,,,,,-,,,,,,,,,"541.507,91",,,,,,,,,,"1.553.683,17",,,,,,,,,
NOVA IGUACU-RJ,,,,,,RJ,,,"541.507,91",,,,,,,,,-,,,,,,,,,"541.507,91",,,,,,,,,,"1.553.683,17",,,,,,,,,
PARACAMBI-RJ,,,,,,RJ,,,"419.668,63",,,,,,,,,-,,,,,,,,,"419.668,63",,,,,,,,,,"1.204.104,47",,,,,,,,,
PARATI-RJ,,,,,,RJ,,,"418.649,24",,,,,,,,,"1.572.149,82",,,,,,,,,"1.990.799,06",,,,,,,,,,"5.738.025,16",,,,,,,,,
PATY DO ALFERES-RJ,,,,,,RJ,,,"671.957,73",,,,,,,,,-,,,,,,,,,"671.957,73",,,,,,,,,,"1.968.055,82",,,,,,,,,
PETROPOLIS-RJ,,,,,,RJ,,,"541.507,91",,,,,,,,,-,,,,,,,,,"541.507,91",,,,,,,,,,"1.553.683,17",,,,,,,,,
PINHEIRAL-RJ,,,,,,RJ,,,"375.340,70",,,,,,,,,-,,,,,,,,,"375.340,70",,,,,,,,,,"1.079.975,76",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRAI-RJ,,,,,,RJ,,,"901.604,52",,,,,,,,,-,,,,,,,,,"901.604,52",,,,,,,,,,"2.626.166,97",,,,,,,,,
PORCIUNCULA-RJ,,,,,,RJ,,,"325.803,23",,,,,,,,,-,,,,,,,,,"325.803,23",,,,,,,,,,"934.905,35",,,,,,,,,
PORTO REAL-RJ,,,,,,RJ,,,"332.032,16",,,,,,,,,-,,,,,,,,,"332.032,16",,,,,,,,,,"955.363,17",,,,,,,,,
QUATIS-RJ,,,,,,RJ,,,"317.595,98",,,,,,,,,-,,,,,,,,,"317.595,98",,,,,,,,,,"913.825,65",,,,,,,,,
QUEIMADOS-RJ,,,,,,RJ,,,"528.868,69",,,,,,,,,-,,,,,,,,,"528.868,69",,,,,,,,,,"1.517.536,55",,,,,,,,,
QUISSAMA-RJ,,,,,,RJ,,,"2.362.649,85",,,,,,,,,"5.612.119,69",,,,,,,,,"7.974.769,54",,,,,,,,,,"23.743.012,98",,,,,,,,,
RESENDE-RJ,,,,,,RJ,,,"548.574,88",,,,,,,,,-,,,,,,,,,"548.574,88",,,,,,,,,,"1.578.426,13",,,,,,,,,
RIO BONITO-RJ,,,,,,RJ,,,"433.206,33",,,,,,,,,-,,,,,,,,,"433.206,33",,,,,,,,,,"1.242.946,54",,,,,,,,,
RIO CLARO-RJ,,,,,,RJ,,,"346.468,35",,,,,,,,,-,,,,,,,,,"346.468,35",,,,,,,,,,"996.900,71",,,,,,,,,
RIO DAS FLORES-RJ,,,,,,RJ,,,"288.723,62",,,,,,,,,-,,,,,,,,,"288.723,62",,,,,,,,,,"830.750,58",,,,,,,,,
RIO DAS OSTRAS-RJ,,,,,,RJ,,,"3.445.531,04",,,,,,,,,"9.098.151,21",,,,,,,,,"12.543.682,25",,,,,,,,,,"36.511.035,31",,,,,,,,,
RIO DE JANEIRO-RJ,,,,,,RJ,,,"4.862.220,39",,,,,,,,,"383.011,27",,,,,,,,,"5.245.231,66",,,,,,,,,,"15.271.621,77",,,,,,,,,
SANTA MARIA MADALENA-RJ,,,,,,RJ,,,"284.291,64",,,,,,,,,-,,,,,,,,,"284.291,64",,,,,,,,,,"815.683,66",,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,,,,RJ,,,"420.567,11",,,,,,,,,-,,,,,,,,,"420.567,11",,,,,,,,,,"1.206.799,91",,,,,,,,,
SAO FIDELIS-RJ,,,,,,RJ,,,"406.130,93",,,,,,,,,-,,,,,,,,,"406.130,93",,,,,,,,,,"1.165.262,39",,,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,,,,RJ,,,"419.668,63",,,,,,,,,-,,,,,,,,,"419.668,63",,,,,,,,,,"1.204.104,47",,,,,,,,,
SAO GONCALO-RJ,,,,,,RJ,,,"541.507,91",,,,,,,,,"95.752,81",,,,,,,,,"637.260,72",,,,,,,,,,"1.837.802,08",,,,,,,,,
SAO JOAO DA BARRA-RJ,,,,,,RJ,,,"2.756.424,83",,,,,,,,,"2.392.806,95",,,,,,,,,"5.149.231,78",,,,,,,,,,"13.394.770,11",,,,,,,,,
SAO JOAO DE MERITI-RJ,,,,,,RJ,,,"541.507,91",,,,,,,,,-,,,,,,,,,"541.507,91",,,,,,,,,,"1.553.683,17",,,,,,,,,
SAO JOSE DE UBA-RJ,,,,,,RJ,,,"270.753,95",,,,,,,,,-,,,,,,,,,"270.753,95",,,,,,,,,,"776.841,57",,,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,,,,RJ,,,"338.442,43",,,,,,,,,-,,,,,,,,,"338.442,43",,,,,,,,,,"971.051,97",,,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,,,,RJ,,,"475.616,39",,,,,,,,,-,,,,,,,,,"475.616,39",,,,,,,,,,"1.364.863,69",,,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,,,,RJ,,,"270.753,95",,,,,,,,,-,,,,,,,,,"270.753,95",,,,,,,,,,"776.841,57",,,,,,,,,
SAQUAREMA-RJ,,,,,,RJ,,,"447.642,51",,,,,,,,,-,,,,,,,,,"447.642,51",,,,,,,,,,"1.284.484,08",,,,,,,,,
SEROPEDICA-RJ,,,,,,RJ,,,"474.717,91",,,,,,,,,-,,,,,,,,,"474.717,91",,,,,,,,,,"1.362.168,25",,,,,,,,,
SILVA JARDIM-RJ,,,,,,RJ,,,"2.108.471,33",,,,,,,,,-,,,,,,,,,"2.108.471,33",,,,,,,,,,"6.066.749,21",,,,,,,,,
SUMIDOURO-RJ,,,,,,RJ,,,"311.367,04",,,,,,,,,-,,,,,,,,,"311.367,04",,,,,,,,,,"893.367,81",,,,,,,,,
TANGUA-RJ,,,,,,RJ,,,"379.954,02",,,,,,,,,-,,,,,,,,,"379.954,02",,,,,,,,,,"1.090.273,67",,,,,,,,,
TERESOPOLIS-RJ,,,,,,RJ,,,"542.406,40",,,,,,,,,-,,,,,,,,,"542.406,40",,,,,,,,,,"1.556.378,64",,,,,,,,,
TRAJANO DE MORAIS-RJ,,,,,,RJ,,,"269.855,47",,,,,,,,,-,,,,,,,,,"269.855,47",,,,,,,,,,"774.146,13",,,,,,,,,
VALENCA-RJ,,,,,,RJ,,,"490.830,15",,,,,,,,,-,,,,,,,,,"490.830,15",,,,,,,,,,"1.412.276,00",,,,,,,,,
VARRE-SAI-RJ,,,,,,RJ,,,"270.753,95",,,,,,,,,-,,,,,,,,,"270.753,95",,,,,,,,,,"776.841,57",,,,,,,,,
VASSOURAS-RJ,,,,,,RJ,,,"722.536,30",,,,,,,,,-,,,,,,,,,"722.536,30",,,,,,,,,,"2.116.249,53",,,,,,,,,
VOLTA REDONDA-RJ,,,,,,RJ,,,"1.089.274,88",,,,,,,,,-,,,,,,,,,"1.089.274,88",,,,,,,,,,"3.166.154,86",,,,,,,,,
RIO DE JANEIRO  TOTAL,,,,,,,,,"103.659.345,11",,,,,,,,,"84.492.379,51",,,,,,,,,"188.151.724,62",,,,,,,,,,"543.131.087,65",,,,,,,,,
ACARI-RN,,,,,,RN,,,"4.370,69",,,,,,,,,-,,,,,,,,,"4.370,69",,,,,,,,,,"12.864,96",,,,,,,,,
ACU-RN,,,,,,RN,,,"217.947,85",,,,,,,,,"108.049,10",,,,,,,,,"325.996,95",,,,,,,,,,"1.022.010,92",,,,,,,,,
AFONSO BEZERRA-RN,,,,,,RN,,,"5.088,89",,,,,,,,,"538,65",,,,,,,,,"5.627,54",,,,,,,,,,"16.128,03",,,,,,,,,
AGUA NOVA-RN,,,,,,RN,,,"4.162,56",,,,,,,,,-,,,,,,,,,"4.162,56",,,,,,,,,,"12.252,34",,,,,,,,,
ALEXANDRIA-RN,,,,,,RN,,,"4.578,82",,,,,,,,,-,,,,,,,,,"4.578,82",,,,,,,,,,"13.477,59",,,,,,,,,
ALMINO AFONSO-RN,,,,,,RN,,,"4.162,56",,,,,,,,,-,,,,,,,,,"4.162,56",,,,,,,,,,"12.252,34",,,,,,,,,
ALTO DO RODRIGUES-RN,,,,,,RN,,,"252.910,27",,,,,,,,,"112.341,23",,,,,,,,,"365.251,50",,,,,,,,,,"1.075.664,38",,,,,,,,,
ANTONIO MARTINS-RN,,,,,,RN,,,"4.162,56",,,,,,,,,-,,,,,,,,,"4.162,56",,,,,,,,,,"12.252,34",,,,,,,,,
APODI-RN,,,,,,RN,,,"239.702,43",,,,,,,,,"141.988,07",,,,,,,,,"381.690,50",,,,,,,,,,"1.099.483,48",,,,,,,,,
AREIA BRANCA-RN,,,,,,RN,,,"531.600,47",,,,,,,,,"417.098,22",,,,,,,,,"948.698,69",,,,,,,,,,"2.895.801,34",,,,,,,,,
AUGUSTO SEVERO-RN,,,,,,RN,,,"4.162,56",,,,,,,,,-,,,,,,,,,"4.162,56",,,,,,,,,,"12.252,34",,,,,,,,,
BARAUNA-RN,,,,,,RN,,,"5.411,33",,,,,,,,,-,,,,,,,,,"5.411,33",,,,,,,,,,"15.928,05",,,,,,,,,
CAICO-RN,,,,,,RN,,,"6.868,23",,,,,,,,,-,,,,,,,,,"6.868,23",,,,,,,,,,"20.216,38",,,,,,,,,
CARAUBAS-RN,,,,,,RN,,,"188.772,43",,,,,,,,,"98.835,08",,,,,,,,,"287.607,51",,,,,,,,,,"819.932,40",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNAUBA DOS DANTAS-RN,,,,,,RN,,,"4.162,56",,,,,,,,,-,,,,,,,,,"4.162,56",,,,,,,,,,"12.252,34",,,,,,,,,
