ILHEUS-BA,,,,,BA,,,,"2.299,06",,,,,,,,,-,,,,,,,"2.299,06",,,,,,,,,"11.600,34",,,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,"2.591,53",,,,,,,,,"442,29",,,,,,,"3.033,82",,,,,,,,,"14.726,46",,,,,,,,,,
IPECAETA-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
IPIAU-BA,,,,,BA,,,,"1.781,77",,,,,,,,,-,,,,,,,"1.781,77",,,,,,,,,"8.990,25",,,,,,,,,,
IPIRA-BA,,,,,BA,,,,"1.896,72",,,,,,,,,-,,,,,,,"1.896,72",,,,,,,,,"9.570,27",,,,,,,,,,
IRAJUBA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
IRARA-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
ITABELA-BA,,,,,BA,,,,"1.609,34",,,,,,,,,-,,,,,,,"1.609,34",,,,,,,,,"8.120,23",,,,,,,,,,
ITABERABA-BA,,,,,BA,,,,"1.896,72",,,,,,,,,-,,,,,,,"1.896,72",,,,,,,,,"9.570,27",,,,,,,,,,
ITABUNA-BA,,,,,BA,,,,"246.838,01",,,,,,,,,"1.953,93",,,,,,,"248.791,94",,,,,,,,,"1.263.233,47",,,,,,,,,,
ITACARE-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
ITAGI-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
ITAGIBA-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
ITAGIMIRIM-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
ITAJU DO COLONIA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
ITAJUIPE-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
ITAMARAJU-BA,,,,,BA,,,,"1.896,72",,,,,,,,,-,,,,,,,"1.896,72",,,,,,,,,"9.570,27",,,,,,,,,,
ITAMARI-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
ITAMBE-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,"58.088,18",,,,,,,,,"13.353,94",,,,,,,"71.442,12",,,,,,,,,"335.872,25",,,,,,,,,,
ITANHEM-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,"86.340,99",,,,,,,,,"254.292,28",,,,,,,"340.633,27",,,,,,,,,"1.423.668,78",,,,,,,,,,
ITAPE-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
ITAPEBI-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,"1.954,20",,,,,,,,,-,,,,,,,"1.954,20",,,,,,,,,"9.860,29",,,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,"1.666,82",,,,,,,,,-,,,,,,,"1.666,82",,,,,,,,,"8.410,25",,,,,,,,,,
ITAPITANGA-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,"1.436,91",,,,,,,,,-,,,,,,,"1.436,91",,,,,,,,,"7.250,20",,,,,,,,,,
ITATIM-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
ITIUBA-BA,,,,,BA,,,,"1.724,29",,,,,,,,,-,,,,,,,"1.724,29",,,,,,,,,"8.700,24",,,,,,,,,,
ITORORO-BA,,,,,BA,,,,"1.436,91",,,,,,,,,-,,,,,,,"1.436,91",,,,,,,,,"7.250,20",,,,,,,,,,
ITUBERA-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
JACOBINA-BA,,,,,BA,,,,"2.011,67",,,,,,,,,-,,,,,,,"2.011,67",,,,,,,,,"10.150,29",,,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,"1.839,25",,,,,,,,,-,,,,,,,"1.839,25",,,,,,,,,"9.280,26",,,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,"61.940,58",,,,,,,,,-,,,,,,,"61.940,58",,,,,,,,,"312.533,18",,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
JEQUIE-BA,,,,,BA,,,,"2.299,06",,,,,,,,,-,,,,,,,"2.299,06",,,,,,,,,"11.600,34",,,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,"1.724,29",,,,,,,,,-,,,,,,,"1.724,29",,,,,,,,,"8.700,24",,,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
JITAUNA-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
JUCURUCU-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
JUSSARI-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
LAJE-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
LAJEDAO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
LAMARAO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,"2.299,06",,,,,,,,,-,,,,,,,"2.299,06",,,,,,,,,"11.600,34",,,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
MACARANI-BA,,,,,BA,,,,"1.379,43",,,,,,,,,-,,,,,,,"1.379,43",,,,,,,,,"6.960,19",,,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,"1.402.959,28",,,,,,,,,"1.178.121,92",,,,,,,"2.581.081,20",,,,,,,,,"11.170.079,69",,,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
MAIRI-BA,,,,,BA,,,,"1.436,91",,,,,,,,,-,,,,,,,"1.436,91",,,,,,,,,"7.250,20",,,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
MARACAS-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,"53.523,57",,,,,,,,,-,,,,,,,"53.523,57",,,,,,,,,"270.063,51",,,,,,,,,,
MARAU-BA,,,,,BA,,,,"1.436,91",,,,,,,,,-,,,,,,,"1.436,91",,,,,,,,,"7.250,20",,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
MASCOTE-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,"161.601,51",,,,,,,,,"88.749,83",,,,,,,"250.351,34",,,,,,,,,"1.234.666,84",,,,,,,,,,
MEDEIROS NETO-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
MILAGRES-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
MIRANTE-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,"1.839,25",,,,,,,,,-,,,,,,,"1.839,25",,,,,,,,,"9.280,26",,,,,,,,,,
MUCURI-BA,,,,,BA,,,,"246.263,24",,,,,,,,,"16.105,73",,,,,,,"262.368,97",,,,,,,,,"1.306.811,61",,,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
MURITIBA-BA,,,,,BA,,,,"1.609,34",,,,,,,,,-,,,,,,,"1.609,34",,,,,,,,,"8.120,23",,,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
NAZARE-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
NILO PECANHA-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,"1.379,43",,,,,,,,,-,,,,,,,"1.379,43",,,,,,,,,"6.960,19",,,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
NOVA IBIA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
NOVA VICOSA-BA,,,,,BA,,,,"1.724,29",,,,,,,,,-,,,,,,,"1.724,29",,,,,,,,,"8.700,24",,,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
OLINDINA-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,,"1.379,43",,,,,,,,,-,,,,,,,"1.379,43",,,,,,,,,"6.960,19",,,,,,,,,,
PARIPIRANGA-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
PAU BRASIL-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
PAULO AFONSO-BA,,,,,BA,,,,"2.126,63",,,,,,,,,-,,,,,,,"2.126,63",,,,,,,,,"10.730,32",,,,,,,,,,
PE DE SERRA-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
PEDRAO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,,"1.379,43",,,,,,,,,-,,,,,,,"1.379,43",,,,,,,,,"6.960,19",,,,,,,,,,
PINTADAS-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
PIRAI DO NORTE-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
PIRITIBA-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
PLANALTINO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
PLANALTO-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
POCOES-BA,,,,,BA,,,,"1.781,77",,,,,,,,,-,,,,,,,"1.781,77",,,,,,,,,"8.990,25",,,,,,,,,,
POJUCA-BA,,,,,BA,,,,"425.062,69",,,,,,,,,"427.015,03",,,,,,,"852.077,72",,,,,,,,,"4.390.032,84",,,,,,,,,,
PORTO SEGURO-BA,,,,,BA,,,,"2.184,10",,,,,,,,,-,,,,,,,"2.184,10",,,,,,,,,"11.020,33",,,,,,,,,,
POTIRAGUA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
PRADO-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
QUEIMADAS-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
QUIXABEIRA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
RETIROLANDIA-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,,"1.666,82",,,,,,,,,-,,,,,,,"1.666,82",,,,,,,,,"8.410,25",,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,,"1.781,77",,,,,,,,,-,,,,,,,"1.781,77",,,,,,,,,"8.990,25",,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
RIO REAL-BA,,,,,BA,,,,"1.724,29",,,,,,,,,-,,,,,,,"1.724,29",,,,,,,,,"8.700,24",,,,,,,,,,
RUY BARBOSA-BA,,,,,BA,,,,"1.609,34",,,,,,,,,-,,,,,,,"1.609,34",,,,,,,,,"8.120,23",,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,BA,,,,"37.984,46",,,,,,,,,"253.622,79",,,,,,,"291.607,25",,,,,,,,,"1.187.223,72",,,,,,,,,,
SALVADOR-BA,,,,,BA,,,,"69.062,67",,,,,,,,,"253.622,80",,,,,,,"322.685,47",,,,,,,,,"1.344.034,81",,,,,,,,,,
SANTA BARBARA-BA,,,,,BA,,,,"1.436,91",,,,,,,,,-,,,,,,,"1.436,91",,,,,,,,,"7.250,20",,,,,,,,,,
SANTA BRIGIDA-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
SANTA INES-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
SANTA LUZIA-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
SANTA TERESINHA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
SANTALUZ-BA,,,,,BA,,,,"1.666,82",,,,,,,,,-,,,,,,,"1.666,82",,,,,,,,,"8.410,25",,,,,,,,,,
SANTANOPOLIS-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
SANTO AMARO-BA,,,,,BA,,,,"56.976,70",,,,,,,,,"253.622,79",,,,,,,"310.599,49",,,,,,,,,"1.283.052,72",,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,BA,,,,"2.069,15",,,,,,,,,-,,,,,,,"2.069,15",,,,,,,,,"10.440,31",,,,,,,,,,
SANTO ESTEVAO-BA,,,,,BA,,,,"1.781,77",,,,,,,,,-,,,,,,,"1.781,77",,,,,,,,,"8.990,25",,,,,,,,,,
SAO DOMINGOS-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
SAO FELIPE-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
SAO FELIX-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,BA,,,,"1.741.888,85",,,,,,,,,"930.694,05",,,,,,,"2.672.582,90",,,,,,,,,"12.473.182,83",,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,BA,,,,"1.666,82",,,,,,,,,-,,,,,,,"1.666,82",,,,,,,,,"8.410,25",,,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,BA,,,,"1.207,00",,,,,,,,,-,,,,,,,"1.207,00",,,,,,,,,"6.090,16",,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,BA,,,,"359.016,48",,,,,,,,,"244.964,49",,,,,,,"603.980,97",,,,,,,,,"2.949.511,33",,,,,,,,,,
SAPEACU-BA,,,,,BA,,,,"1.379,43",,,,,,,,,-,,,,,,,"1.379,43",,,,,,,,,"6.960,19",,,,,,,,,,
SATIRO DIAS-BA,,,,,BA,,,,"43.080,97",,,,,,,,,"1.436,51",,,,,,,"44.517,48",,,,,,,,,"216.809,16",,,,,,,,,,
SAUBARA-BA,,,,,BA,,,,"36.257,90",,,,,,,,,"253.622,79",,,,,,,"289.880,69",,,,,,,,,"1.178.512,00",,,,,,,,,,
SERRA PRETA-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
SERRINHA-BA,,,,,BA,,,,"2.011,67",,,,,,,,,-,,,,,,,"2.011,67",,,,,,,,,"10.150,29",,,,,,,,,,
SERROLANDIA-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
SIMOES FILHO-BA,,,,,BA,,,,"288.738,94",,,,,,,,,"21.959,23",,,,,,,"310.698,17",,,,,,,,,"1.565.217,21",,,,,,,,,,
SITIO DO QUINTO-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
TANQUINHO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
TAPEROA-BA,,,,,BA,,,,"1.436,91",,,,,,,,,-,,,,,,,"1.436,91",,,,,,,,,"7.250,20",,,,,,,,,,
TAPIRAMUTA-BA,,,,,BA,,,,"1.379,43",,,,,,,,,-,,,,,,,"1.379,43",,,,,,,,,"6.960,19",,,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,BA,,,,"2.241,58",,,,,,,,,-,,,,,,,"2.241,58",,,,,,,,,"11.310,34",,,,,,,,,,
TEODORO SAMPAIO-BA,,,,,BA,,,,"43.400,33",,,,,,,,,"1.965,16",,,,,,,"45.365,49",,,,,,,,,"223.510,64",,,,,,,,,,
TEOFILANDIA-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
TEOLANDIA-BA,,,,,BA,,,,"1.321,96",,,,,,,,,-,,,,,,,"1.321,96",,,,,,,,,"6.670,18",,,,,,,,,,
TERRA NOVA-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
TUCANO-BA,,,,,BA,,,,"1.839,25",,,,,,,,,-,,,,,,,"1.839,25",,,,,,,,,"9.280,26",,,,,,,,,,
UAUA-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
UBAIRA-BA,,,,,BA,,,,"1.436,91",,,,,,,,,-,,,,,,,"1.436,91",,,,,,,,,"7.250,20",,,,,,,,,,
UBAITABA-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
UBATA-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
UNA-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
URUCUCA-BA,,,,,BA,,,,"1.436,91",,,,,,,,,-,,,,,,,"1.436,91",,,,,,,,,"7.250,20",,,,,,,,,,
VALENCA-BA,,,,,BA,,,,"61.940,58",,,,,,,,,-,,,,,,,"61.940,58",,,,,,,,,"312.533,18",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALENTE-BA,,,,,BA,,,,"1.551,86",,,,,,,,,-,,,,,,,"1.551,86",,,,,,,,,"7.830,22",,,,,,,,,,
VARZEA DA ROCA-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
VARZEA DO POCO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
VARZEA NOVA-BA,,,,,BA,,,,"1.264,48",,,,,,,,,-,,,,,,,"1.264,48",,,,,,,,,"6.380,17",,,,,,,,,,
VARZEDO-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
VERA CRUZ-BA,,,,,BA,,,,"45.320,00",,,,,,,,,"550,73",,,,,,,"45.870,73",,,,,,,,,"217.249,91",,,,,,,,,,
VEREDA-BA,,,,,BA,,,,"1.149,53",,,,,,,,,-,,,,,,,"1.149,53",,,,,,,,,"5.800,16",,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,BA,,,,"2.299,06",,,,,,,,,-,,,,,,,"2.299,06",,,,,,,,,"11.600,34",,,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,BA,,,,"1.494,39",,,,,,,,,-,,,,,,,"1.494,39",,,,,,,,,"7.540,22",,,,,,,,,,
BAHIA  TOTAL,,,,,,,,,"8.502.398,73",,,,,,,,,"6.199.015,95",,,,,,,"14.701.414,68",,,,,,,,,"68.609.147,81",,,,,,,,,,
ACARAU-CE,,,,,CE,,,,"2.186,26",,,,,,,,,-,,,,,,,"2.186,26",,,,,,,,,"10.865,90",,,,,,,,,,
ALCANTARAS-CE,,,,,CE,,,,"1.391,25",,,,,,,,,-,,,,,,,"1.391,25",,,,,,,,,"6.914,65",,,,,,,,,,
AMONTADA-CE,,,,,CE,,,,"44.958,03",,,,,,,,,"11.259,06",,,,,,,"56.217,09",,,,,,,,,"437.717,55",,,,,,,,,,
APUIARES-CE,,,,,CE,,,,"1.457,50",,,,,,,,,-,,,,,,,"1.457,50",,,,,,,,,"7.243,92",,,,,,,,,,
AQUIRAZ-CE,,,,,CE,,,,"299.179,93",,,,,,,,,"14.797,83",,,,,,,"313.977,76",,,,,,,,,"1.277.004,08",,,,,,,,,,
