GURUPA-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
JURUTI-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
MELGACO-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
MONTE ALEGRE-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
OBIDOS-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
PORTO DE MOZ-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
PRAINHA-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
SANTAREM-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
TERRA SANTA-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
PARA  TOTAL,,,,,,,,,-,,,,,,,,,"94.629,31",,,,,,,"94.629,31",,,,,,,,,"505.705,12",,,,,,,,,,
ALHANDRA-PB,,,,,PB,,,,"935.350,96",,,,,,,,,-,,,,,,,"935.350,96",,,,,,,,,"4.590.235,75",,,,,,,,,,
BAYEUX-PB,,,,,PB,,,,"298.605,81",,,,,,,,,-,,,,,,,"298.605,81",,,,,,,,,"1.836.623,23",,,,,,,,,,
MAMANGUAPE-PB,,,,,PB,,,,"284.083,48",,,,,,,,,"144,35",,,,,,,"284.227,83",,,,,,,,,"1.199.375,18",,,,,,,,,,
PEDRAS DE FOGO-PB,,,,,PB,,,,"284.083,48",,,,,,,,,"2.393,33",,,,,,,"286.476,81",,,,,,,,,"1.203.619,25",,,,,,,,,,
SANTA RITA-PB,,,,,PB,,,,"284.083,48",,,,,,,,,"4.099,52",,,,,,,"288.183,00",,,,,,,,,"1.206.326,64",,,,,,,,,,
PARAIBA  TOTAL,,,,,,,,,"2.086.207,21",,,,,,,,,"6.637,20",,,,,,,"2.092.844,41",,,,,,,,,"10.036.180,05",,,,,,,,,,
ABREU E LIMA-PE,,,,,PE,,,,"284.083,48",,,,,,,,,"1.564,09",,,,,,,"285.647,57",,,,,,,,,"1.202.170,42",,,,,,,,,,
CABO DE SANTO AGOSTINHO-PE,,,,,PE,,,,"942.320,05",,,,,,,,,"48.505,38",,,,,,,"990.825,43",,,,,,,,,"5.026.533,13",,,,,,,,,,
GOIANA-PE,,,,,PE,,,,"284.083,48",,,,,,,,,"1.846,89",,,,,,,"285.930,37",,,,,,,,,"1.202.187,47",,,,,,,,,,
IGARASSU-PE,,,,,PE,,,,"284.083,48",,,,,,,,,"3.448,51",,,,,,,"287.531,99",,,,,,,,,"1.205.492,10",,,,,,,,,,
IPOJUCA-PE,,,,,PE,,,,"284.083,48",,,,,,,,,"100.799,51",,,,,,,"384.882,99",,,,,,,,,"2.077.290,59",,,,,,,,,,
JABOATAO DOS GUARARAPES-PE,,,,,PE,,,,"284.083,48",,,,,,,,,"2.949,70",,,,,,,"287.033,18",,,,,,,,,"1.204.693,58",,,,,,,,,,
PAULISTA-PE,,,,,PE,,,,"1.289.238,77",,,,,,,,,-,,,,,,,"1.289.238,77",,,,,,,,,"4.748.789,46",,,,,,,,,,
SAO LOURENCO DA MATA-PE,,,,,PE,,,,"284.083,48",,,,,,,,,"3.934,77",,,,,,,"288.018,25",,,,,,,,,"1.206.214,85",,,,,,,,,,
SIRINHAEM-PE,,,,,PE,,,,-,,,,,,,,,"48.505,38",,,,,,,"48.505,38",,,,,,,,,"422.994,05",,,,,,,,,,
PERNAMBUCO  TOTAL,,,,,,,,,"3.936.059,70",,,,,,,,,"211.554,23",,,,,,,"4.147.613,93",,,,,,,,,"18.296.365,65",,,,,,,,,,
SAO MATEUS DO SUL-PR,,,,,PR,,,,"138.506,25",,,,,,,,,-,,,,,,,"138.506,25",,,,,,,,,"645.377,54",,,,,,,,,,
PARANA  TOTAL,,,,,,,,,"138.506,25",,,,,,,,,-,,,,,,,"138.506,25",,,,,,,,,"645.377,54",,,,,,,,,,
ANGRA DOS REIS-RJ,,,,,RJ,,,,"3.181.088,50",,,,,,,,,"1.999.032,82",,,,,,,"5.180.121,32",,,,,,,,,"22.038.359,87",,,,,,,,,,
APERIBE-RJ,,,,,RJ,,,,"385.174,80",,,,,,,,,-,,,,,,,"385.174,80",,,,,,,,,"1.786.588,10",,,,,,,,,,
ARARUAMA-RJ,,,,,RJ,,,,"645.088,34",,,,,,,,,"3.107,89",,,,,,,"648.196,23",,,,,,,,,"3.197.615,76",,,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,,,,RJ,,,,"1.980.379,60",,,,,,,,,"1.774.417,86",,,,,,,"3.754.797,46",,,,,,,,,"18.435.405,74",,,,,,,,,,
ARRAIAL DO CABO-RJ,,,,,RJ,,,,"1.980.379,60",,,,,,,,,"396.065,40",,,,,,,"2.376.445,00",,,,,,,,,"11.341.964,64",,,,,,,,,,
BARRA DO PIRAI-RJ,,,,,RJ,,,,"625.270,79",,,,,,,,,-,,,,,,,"625.270,79",,,,,,,,,"3.027.693,64",,,,,,,,,,
BARRA MANSA-RJ,,,,,RJ,,,,"685.826,20",,,,,,,,,-,,,,,,,"685.826,20",,,,,,,,,"3.342.408,12",,,,,,,,,,
BELFORD ROXO-RJ,,,,,RJ,,,,"733.666,31",,,,,,,,,-,,,,,,,"733.666,31",,,,,,,,,"3.403.025,00",,,,,,,,,,
BOM JARDIM-RJ,,,,,RJ,,,,"495.224,76",,,,,,,,,-,,,,,,,"495.224,76",,,,,,,,,"2.297.041,89",,,,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,,,RJ,,,,"531.908,07",,,,,,,,,-,,,,,,,"531.908,07",,,,,,,,,"2.467.193,19",,,,,,,,,,
CABO FRIO-RJ,,,,,RJ,,,,"2.933.895,72",,,,,,,,,"6.669.780,84",,,,,,,"9.603.676,56",,,,,,,,,"49.215.551,48",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,,,,RJ,,,,"2.704.898,85",,,,,,,,,-,,,,,,,"2.704.898,85",,,,,,,,,"12.521.421,01",,,,,,,,,,
CAMBUCI-RJ,,,,,RJ,,,,"369.963,49",,,,,,,,,-,,,,,,,"369.963,49",,,,,,,,,"1.904.844,72",,,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,,,RJ,,,,"2.933.895,72",,,,,,,,,"32.257.680,67",,,,,,,"35.191.576,39",,,,,,,,,"167.568.018,77",,,,,,,,,,
CANTAGALO-RJ,,,,,RJ,,,,"458.541,43",,,,,,,,,-,,,,,,,"458.541,43",,,,,,,,,"2.126.890,55",,,,,,,,,,
CARAPEBUS-RJ,,,,,RJ,,,,"1.561.747,98",,,,,,,,,"488.863,97",,,,,,,"2.050.611,95",,,,,,,,,"10.058.233,62",,,,,,,,,,
CARDOSO MOREIRA-RJ,,,,,RJ,,,,"403.516,46",,,,,,,,,-,,,,,,,"403.516,46",,,,,,,,,"1.871.663,73",,,,,,,,,,
CARMO-RJ,,,,,RJ,,,,"411.657,73",,,,,,,,,-,,,,,,,"411.657,73",,,,,,,,,"2.013.272,98",,,,,,,,,,
CASIMIRO DE ABREU-RJ,,,,,RJ,,,,"2.127.074,39",,,,,,,,,"1.682.658,42",,,,,,,"3.809.732,81",,,,,,,,,"18.099.202,53",,,,,,,,,,
CONCEICAO DE MACABU-RJ,,,,,RJ,,,,"439.259,48",,,,,,,,,-,,,,,,,"439.259,48",,,,,,,,,"2.174.342,61",,,,,,,,,,
CORDEIRO-RJ,,,,,RJ,,,,"476.883,09",,,,,,,,,-,,,,,,,"476.883,09",,,,,,,,,"2.211.966,22",,,,,,,,,,
DUAS BARRAS-RJ,,,,,RJ,,,,"385.174,80",,,,,,,,,-,,,,,,,"385.174,80",,,,,,,,,"1.786.588,10",,,,,,,,,,
DUQUE DE CAXIAS-RJ,,,,,RJ,,,,"3.178.434,67",,,,,,,,,"310.797,49",,,,,,,"3.489.232,16",,,,,,,,,"16.938.995,24",,,,,,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,,,RJ,,,,"403.516,46",,,,,,,,,-,,,,,,,"403.516,46",,,,,,,,,"1.871.663,73",,,,,,,,,,
GUAPIMIRIM-RJ,,,,,RJ,,,,"3.177.360,30",,,,,,,,,"240.785,08",,,,,,,"3.418.145,38",,,,,,,,,"16.361.963,92",,,,,,,,,,
IGUABA GRANDE-RJ,,,,,RJ,,,,"476.883,09",,,,,,,,,-,,,,,,,"476.883,09",,,,,,,,,"2.211.966,22",,,,,,,,,,
ITABORAI-RJ,,,,,RJ,,,,"733.666,31",,,,,,,,,"212.987,91",,,,,,,"946.654,22",,,,,,,,,"4.593.516,02",,,,,,,,,,
ITAGUAI-RJ,,,,,RJ,,,,"6.310.193,51",,,,,,,,,"989,17",,,,,,,"6.311.182,68",,,,,,,,,"30.952.679,32",,,,,,,,,,
ITALVA-RJ,,,,,RJ,,,,"421.858,13",,,,,,,,,-,,,,,,,"421.858,13",,,,,,,,,"1.956.862,04",,,,,,,,,,
ITAOCARA-RJ,,,,,RJ,,,,"428.880,55",,,,,,,,,-,,,,,,,"428.880,55",,,,,,,,,"2.164.372,61",,,,,,,,,,
ITAPERUNA-RJ,,,,,RJ,,,,"660.299,67",,,,,,,,,-,,,,,,,"660.299,67",,,,,,,,,"3.062.395,38",,,,,,,,,,
ITATIAIA-RJ,,,,,RJ,,,,"513.566,40",,,,,,,,,-,,,,,,,"513.566,40",,,,,,,,,"2.382.444,62",,,,,,,,,,
JAPERI-RJ,,,,,RJ,,,,"904.838,63",,,,,,,,,"278.858,26",,,,,,,"1.183.696,89",,,,,,,,,"5.684.893,86",,,,,,,,,,
LAJE DO MURIAE-RJ,,,,,RJ,,,,"366.833,16",,,,,,,,,-,,,,,,,"366.833,16",,,,,,,,,"1.701.512,52",,,,,,,,,,
MACAE-RJ,,,,,RJ,,,,"23.373.638,22",,,,,,,,,"6.803.801,62",,,,,,,"30.177.439,84",,,,,,,,,"140.545.067,89",,,,,,,,,,
MACUCO-RJ,,,,,RJ,,,,"366.833,16",,,,,,,,,-,,,,,,,"366.833,16",,,,,,,,,"1.701.921,46",,,,,,,,,,
MAGE-RJ,,,,,RJ,,,,"3.451.077,85",,,,,,,,,"212.987,91",,,,,,,"3.664.065,76",,,,,,,,,"17.166.097,19",,,,,,,,,,
MANGARATIBA-RJ,,,,,RJ,,,,"550.249,71",,,,,,,,,"1.511.078,75",,,,,,,"2.061.328,46",,,,,,,,,"7.652.337,42",,,,,,,,,,
MARICA-RJ,,,,,RJ,,,,"2.787.200,93",,,,,,,,,"9.426.766,21",,,,,,,"12.213.967,14",,,,,,,,,"50.070.982,18",,,,,,,,,,
MENDES-RJ,,,,,RJ,,,,"440.199,78",,,,,,,,,-,,,,,,,"440.199,78",,,,,,,,,"2.042.469,32",,,,,,,,,,
MESQUITA-RJ,,,,,RJ,,,,"684.366,41",,,,,,,,,-,,,,,,,"684.366,41",,,,,,,,,"3.353.193,49",,,,,,,,,,
MIGUEL PEREIRA-RJ,,,,,RJ,,,,"495.224,76",,,,,,,,,-,,,,,,,"495.224,76",,,,,,,,,"2.297.041,89",,,,,,,,,,
MIRACEMA-RJ,,,,,RJ,,,,"495.224,76",,,,,,,,,-,,,,,,,"495.224,76",,,,,,,,,"2.296.878,32",,,,,,,,,,
NATIVIDADE-RJ,,,,,RJ,,,,"421.858,13",,,,,,,,,-,,,,,,,"421.858,13",,,,,,,,,"1.957.434,54",,,,,,,,,,
NILOPOLIS-RJ,,,,,RJ,,,,"733.666,31",,,,,,,,,-,,,,,,,"733.666,31",,,,,,,,,"3.403.025,00",,,,,,,,,,
NITEROI-RJ,,,,,RJ,,,,"2.933.895,72",,,,,,,,,"7.350.040,62",,,,,,,"10.283.936,34",,,,,,,,,"43.654.361,12",,,,,,,,,,
NOVA FRIBURGO-RJ,,,,,RJ,,,,"733.666,31",,,,,,,,,-,,,,,,,"733.666,31",,,,,,,,,"3.403.025,00",,,,,,,,,,
NOVA IGUACU-RJ,,,,,RJ,,,,"681.771,67",,,,,,,,,-,,,,,,,"681.771,67",,,,,,,,,"3.350.762,32",,,,,,,,,,
PARACAMBI-RJ,,,,,RJ,,,,"813.130,34",,,,,,,,,"1.244,51",,,,,,,"814.374,85",,,,,,,,,"3.887.840,35",,,,,,,,,,
PARATI-RJ,,,,,RJ,,,,"2.200.421,77",,,,,,,,,"3.461.436,60",,,,,,,"5.661.858,37",,,,,,,,,"24.987.593,14",,,,,,,,,,
PATY DO ALFERES-RJ,,,,,RJ,,,,"495.224,76",,,,,,,,,-,,,,,,,"495.224,76",,,,,,,,,"2.297.573,50",,,,,,,,,,
PETROPOLIS-RJ,,,,,RJ,,,,"694.745,34",,,,,,,,,-,,,,,,,"694.745,34",,,,,,,,,"3.363.531,52",,,,,,,,,,
PINHEIRAL-RJ,,,,,RJ,,,,"476.883,09",,,,,,,,,-,,,,,,,"476.883,09",,,,,,,,,"2.212.007,11",,,,,,,,,,
PIRAI-RJ,,,,,RJ,,,,"739.763,71",,,,,,,,,"6.264,91",,,,,,,"746.028,62",,,,,,,,,"3.570.562,43",,,,,,,,,,
PORCIUNCULA-RJ,,,,,RJ,,,,"440.199,78",,,,,,,,,-,,,,,,,"440.199,78",,,,,,,,,"2.041.815,03",,,,,,,,,,
PORTO REAL-RJ,,,,,RJ,,,,"440.199,78",,,,,,,,,-,,,,,,,"440.199,78",,,,,,,,,"2.041.733,24",,,,,,,,,,
QUATIS-RJ,,,,,RJ,,,,"403.516,46",,,,,,,,,-,,,,,,,"403.516,46",,,,,,,,,"1.872.358,91",,,,,,,,,,
QUEIMADOS-RJ,,,,,RJ,,,,"715.324,64",,,,,,,,,-,,,,,,,"715.324,64",,,,,,,,,"3.317.908,50",,,,,,,,,,
QUISSAMA-RJ,,,,,RJ,,,,"1.907.032,21",,,,,,,,,"2.582.353,06",,,,,,,"4.489.385,27",,,,,,,,,"22.064.867,26",,,,,,,,,,
RESENDE-RJ,,,,,RJ,,,,"941.521,94",,,,,,,,,"14.228,64",,,,,,,"955.750,58",,,,,,,,,"4.550.024,39",,,,,,,,,,
RIO BONITO-RJ,,,,,RJ,,,,"553.201,53",,,,,,,,,-,,,,,,,"553.201,53",,,,,,,,,"2.688.361,36",,,,,,,,,,
RIO CLARO-RJ,,,,,RJ,,,,"440.199,78",,,,,,,,,-,,,,,,,"440.199,78",,,,,,,,,"2.041.651,46",,,,,,,,,,
RIO DAS FLORES-RJ,,,,,RJ,,,,"611.372,11",,,,,,,,,"2.420,49",,,,,,,"613.792,60",,,,,,,,,"2.954.179,84",,,,,,,,,,
RIO DAS OSTRAS-RJ,,,,,RJ,,,,"2.713.853,53",,,,,,,,,"7.213.337,25",,,,,,,"9.927.190,78",,,,,,,,,"46.578.137,01",,,,,,,,,,
RIO DE JANEIRO-RJ,,,,,RJ,,,,"4.218.534,43",,,,,,,,,"2.206.461,69",,,,,,,"6.424.996,12",,,,,,,,,"30.350.115,25",,,,,,,,,,
SANTA MARIA MADALENA-RJ,,,,,RJ,,,,"337.172,26",,,,,,,,,-,,,,,,,"337.172,26",,,,,,,,,"1.738.994,49",,,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,,,,RJ,,,,"516.696,74",,,,,,,,,-,,,,,,,"516.696,74",,,,,,,,,"2.585.408,84",,,,,,,,,,
SAO FIDELIS-RJ,,,,,RJ,,,,"550.249,71",,,,,,,,,-,,,,,,,"550.249,71",,,,,,,,,"2.552.309,59",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,,,RJ,,,,"568.591,38",,,,,,,,,-,,,,,,,"568.591,38",,,,,,,,,"2.637.712,42",,,,,,,,,,
SAO GONCALO-RJ,,,,,RJ,,,,"733.666,31",,,,,,,,,"212.987,91",,,,,,,"946.654,22",,,,,,,,,"4.593.516,02",,,,,,,,,,
SAO JOAO DA BARRA-RJ,,,,,RJ,,,,"2.127.074,39",,,,,,,,,"5.896.034,03",,,,,,,"8.023.108,42",,,,,,,,,"37.245.197,07",,,,,,,,,,
SAO JOAO DE MERITI-RJ,,,,,RJ,,,,"733.666,31",,,,,,,,,-,,,,,,,"733.666,31",,,,,,,,,"3.402.207,13",,,,,,,,,,
SAO JOSE DE UBA-RJ,,,,,RJ,,,,"329.209,55",,,,,,,,,-,,,,,,,"329.209,55",,,,,,,,,"1.664.134,27",,,,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,,,RJ,,,,"476.883,09",,,,,,,,,-,,,,,,,"476.883,09",,,,,,,,,"2.212.375,15",,,,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,,,,RJ,,,,"660.299,67",,,,,,,,,-,,,,,,,"660.299,67",,,,,,,,,"3.062.068,23",,,,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,,,RJ,,,,"366.833,16",,,,,,,,,-,,,,,,,"366.833,16",,,,,,,,,"1.702.125,92",,,,,,,,,,
SAQUAREMA-RJ,,,,,RJ,,,,"558.884,99",,,,,,,,,"451.841,20",,,,,,,"1.010.726,19",,,,,,,,,"3.029.930,24",,,,,,,,,,
SEROPEDICA-RJ,,,,,RJ,,,,"641.958,00",,,,,,,,,-,,,,,,,"641.958,00",,,,,,,,,"2.977.646,84",,,,,,,,,,
SILVA JARDIM-RJ,,,,,RJ,,,,"2.425.081,73",,,,,,,,,-,,,,,,,"2.425.081,73",,,,,,,,,"11.226.101,57",,,,,,,,,,
SUMIDOURO-RJ,,,,,RJ,,,,"421.858,13",,,,,,,,,-,,,,,,,"421.858,13",,,,,,,,,"1.956.739,36",,,,,,,,,,
TANGUA-RJ,,,,,RJ,,,,"513.566,40",,,,,,,,,-,,,,,,,"513.566,40",,,,,,,,,"2.382.117,47",,,,,,,,,,
TERESOPOLIS-RJ,,,,,RJ,,,,"733.666,31",,,,,,,,,-,,,,,,,"733.666,31",,,,,,,,,"3.403.025,00",,,,,,,,,,
TRAJANO DE MORAIS-RJ,,,,,RJ,,,,"385.174,80",,,,,,,,,-,,,,,,,"385.174,80",,,,,,,,,"1.786.588,10",,,,,,,,,,
VALENCA-RJ,,,,,RJ,,,,"623.616,35",,,,,,,,,-,,,,,,,"623.616,35",,,,,,,,,"2.892.571,27",,,,,,,,,,
VARRE-SAI-RJ,,,,,RJ,,,,"366.833,16",,,,,,,,,-,,,,,,,"366.833,16",,,,,,,,,"1.701.512,52",,,,,,,,,,
VASSOURAS-RJ,,,,,RJ,,,,"531.908,07",,,,,,,,,-,,,,,,,"531.908,07",,,,,,,,,"2.467.193,19",,,,,,,,,,
VOLTA REDONDA-RJ,,,,,RJ,,,,"978.205,26",,,,,,,,,"113.950,33",,,,,,,"1.092.155,59",,,,,,,,,"5.155.551,13",,,,,,,,,,
RIO DE JANEIRO  TOTAL,,,,,,,,,"116.561.941,68",,,,,,,,,"93.783.261,51",,,,,,,"210.345.203,19",,,,,,,,,"978.862.441,01",,,,,,,,,,
ACARI-RN,,,,,RN,,,,"3.075,09",,,,,,,,,-,,,,,,,"3.075,09",,,,,,,,,"14.607,93",,,,,,,,,,
ACU-RN,,,,,RN,,,,"290.671,69",,,,,,,,,"134.815,47",,,,,,,"425.487,16",,,,,,,,,"1.877.284,28",,,,,,,,,,
AFONSO BEZERRA-RN,,,,,RN,,,,"72.270,14",,,,,,,,,"141,39",,,,,,,"72.411,53",,,,,,,,,"342.382,34",,,,,,,,,,
AGUA NOVA-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
ALEXANDRIA-RN,,,,,RN,,,,"3.221,52",,,,,,,,,-,,,,,,,"3.221,52",,,,,,,,,"15.303,55",,,,,,,,,,
ALMINO AFONSO-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
ALTO DO RODRIGUES-RN,,,,,RN,,,,"1.632.045,93",,,,,,,,,"150.082,81",,,,,,,"1.782.128,74",,,,,,,,,"8.315.268,06",,,,,,,,,,
ANGICOS-RN,,,,,RN,,,,"1.694,32",,,,,,,,,"1.092,83",,,,,,,"2.787,15",,,,,,,,,"11.994,25",,,,,,,,,,
ANTONIO MARTINS-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
APODI-RN,,,,,RN,,,,"194.966,27",,,,,,,,,"104.032,06",,,,,,,"298.998,33",,,,,,,,,"1.481.012,50",,,,,,,,,,
AREIA BRANCA-RN,,,,,RN,,,,"394.367,04",,,,,,,,,"266.324,43",,,,,,,"660.691,47",,,,,,,,,"3.106.097,82",,,,,,,,,,
AUGUSTO SEVERO-RN,,,,,RN,,,,"3.093,89",,,,,,,,,"123,92",,,,,,,"3.217,81",,,,,,,,,"19.620,93",,,,,,,,,,
BARAUNA-RN,,,,,RN,,,,"3.953,69",,,,,,,,,-,,,,,,,"3.953,69",,,,,,,,,"18.781,63",,,,,,,,,,
CAICO-RN,,,,,RN,,,,"4.832,29",,,,,,,,,-,,,,,,,"4.832,29",,,,,,,,,"22.955,34",,,,,,,,,,
CARAUBAS-RN,,,,,RN,,,,"136.914,97",,,,,,,,,"55.783,64",,,,,,,"192.698,61",,,,,,,,,"921.837,56",,,,,,,,,,
CARNAUBA DOS DANTAS-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
CARNAUBAIS-RN,,,,,RN,,,,"206.438,97",,,,,,,,,"96.745,05",,,,,,,"303.184,02",,,,,,,,,"1.329.496,03",,,,,,,,,,
CERRO CORA-RN,,,,,RN,,,,"3.075,09",,,,,,,,,-,,,,,,,"3.075,09",,,,,,,,,"14.607,93",,,,,,,,,,
CORONEL JOAO PESSOA-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
CRUZETA-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
CURRAIS NOVOS-RN,,,,,RN,,,,"4.539,42",,,,,,,,,-,,,,,,,"4.539,42",,,,,,,,,"21.564,11",,,,,,,,,,
DOUTOR SEVERIANO-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
ENCANTO-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
EQUADOR-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
FELIPE GUERRA-RN,,,,,RN,,,,"1.411.134,41",,,,,,,,,"35.987,95",,,,,,,"1.447.122,36",,,,,,,,,"6.806.374,81",,,,,,,,,,
FLORANIA-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
FRANCISCO DANTAS-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
FRUTUOSO GOMES-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
GALINHOS-RN,,,,,RN,,,,"2.928,66",,,,,,,,,"34.293,44",,,,,,,"37.222,10",,,,,,,,,"176.566,42",,,,,,,,,,
GOIANINHA-RN,,,,,RN,,,,"939.670,44",,,,,,,,,-,,,,,,,"939.670,44",,,,,,,,,"5.231.552,40",,,,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,,,,RN,,,,"198.336,89",,,,,,,,,"107.435,97",,,,,,,"305.772,86",,,,,,,,,"1.382.425,76",,,,,,,,,,
GROSSOS-RN,,,,,RN,,,,"929.851,96",,,,,,,,,"40.054,06",,,,,,,"969.906,02",,,,,,,,,"4.741.706,95",,,,,,,,,,
GUAMARE-RN,,,,,RN,,,,"1.419.123,18",,,,,,,,,"458.280,33",,,,,,,"1.877.403,51",,,,,,,,,"8.682.357,39",,,,,,,,,,
IELMO MARINHO-RN,,,,,RN,,,,"1,52",,,,,,,,,-,,,,,,,"1,52",,,,,,,,,"2.848.641,11",,,,,,,,,,
IPANGUACU-RN,,,,,RN,,,,"3.221,52",,,,,,,,,-,,,,,,,"3.221,52",,,,,,,,,"15.303,55",,,,,,,,,,
IPUEIRA-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
ITAJA-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAU-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
JANDAIRA-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
JANDUIS-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
JARDIM DE PIRANHAS-RN,,,,,RN,,,,"3.221,52",,,,,,,,,-,,,,,,,"3.221,52",,,,,,,,,"15.303,55",,,,,,,,,,
JARDIM DO SERIDO-RN,,,,,RN,,,,"3.221,52",,,,,,,,,-,,,,,,,"3.221,52",,,,,,,,,"15.303,55",,,,,,,,,,
JOAO DIAS-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
JOSE DA PENHA-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
JUCURUTU-RN,,,,,RN,,,,"3.514,39",,,,,,,,,-,,,,,,,"3.514,39",,,,,,,,,"16.694,78",,,,,,,,,,
LAGOA NOVA-RN,,,,,RN,,,,"3.221,52",,,,,,,,,-,,,,,,,"3.221,52",,,,,,,,,"15.303,55",,,,,,,,,,
LUCRECIA-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
LUIS GOMES-RN,,,,,RN,,,,"2.928,66",,,,,,,,,-,,,,,,,"2.928,66",,,,,,,,,"13.912,32",,,,,,,,,,
MACAIBA-RN,,,,,RN,,,,"284.083,48",,,,,,,,,"5.291,18",,,,,,,"289.374,66",,,,,,,,,"1.208.547,73",,,,,,,,,,
MACAU-RN,,,,,RN,,,,"1.610.561,26",,,,,,,,,"444.875,57",,,,,,,"2.055.436,83",,,,,,,,,"9.608.970,10",,,,,,,,,,
