IGARATA-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGUAPE-SP,,,,,,,,,,SP,,,,"363.405,95",,,,,,,,"349.470,15",,,,,,"712.876,10",,,,,,,,,"3.162.870,10",,,,,,,,
ILHA COMPRIDA-SP,,,,,,,,,,SP,,,,"271.107,19",,,,,,,,"255.256,99",,,,,,"526.364,18",,,,,,,,,"5.108.909,56",,,,,,,,
ILHABELA-SP,,,,,,,,,,SP,,,,"168.694,03",,,,,,,,"4.951.179,65",,,,,,"5.119.873,68",,,,,,,,,"20.148.155,30",,,,,,,,
ITANHAEM-SP,,,,,,,,,,SP,,,,"18.935,11",,,,,,,,-,,,,,,"18.935,11",,,,,,,,,"79.162,66",,,,,,,,
ITAPECERICA DA SERRA-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
ITAPEVI-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
ITAQUAQUECETUBA-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
ITARIRI-SP,,,,,,,,,,SP,,,,"12.097,43",,,,,,,,-,,,,,,"12.097,43",,,,,,,,,"50.576,13",,,,,,,,
JACAREI-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
JACUPIRANGA-SP,,,,,,,,,,SP,,,,"12.623,41",,,,,,,,-,,,,,,"12.623,41",,,,,,,,,"52.775,12",,,,,,,,
JAMBEIRO-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
JANDIRA-SP,,,,,,,,,,SP,,,,"19.461,09",,,,,,,,-,,,,,,"19.461,09",,,,,,,,,"81.361,64",,,,,,,,
JUQUIA-SP,,,,,,,,,,SP,,,,"13.149,37",,,,,,,,-,,,,,,"13.149,37",,,,,,,,,"54.974,06",,,,,,,,
JUQUITIBA-SP,,,,,,,,,,SP,,,,"14.727,31",,,,,,,,-,,,,,,"14.727,31",,,,,,,,,"61.570,96",,,,,,,,
LAGOINHA-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
LAVRINHAS-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
LORENA-SP,,,,,,,,,,SP,,,,"18.935,11",,,,,,,,-,,,,,,"18.935,11",,,,,,,,,"79.162,66",,,,,,,,
MAIRIPORA-SP,,,,,,,,,,SP,,,,"18.935,11",,,,,,,,-,,,,,,"18.935,11",,,,,,,,,"79.162,66",,,,,,,,
MAUA-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
MIRACATU-SP,,,,,,,,,,SP,,,,"13.675,36",,,,,,,,-,,,,,,"13.675,36",,,,,,,,,"57.173,05",,,,,,,,
MOJI DAS CRUZES-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
MONGAGUA-SP,,,,,,,,,,SP,,,,"16.305,24",,,,,,,,-,,,,,,"16.305,24",,,,,,,,,"68.167,85",,,,,,,,
MONTEIRO LOBATO-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
NATIVIDADE DA SERRA-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
OSASCO-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
PARAIBUNA-SP,,,,,,,,,,SP,,,,"12.623,41",,,,,,,,-,,,,,,"12.623,41",,,,,,,,,"52.775,12",,,,,,,,
PARIQUERA-ACU-SP,,,,,,,,,,SP,,,,"13.149,37",,,,,,,,-,,,,,,"13.149,37",,,,,,,,,"54.974,06",,,,,,,,
PEDRO DE TOLEDO-SP,,,,,,,,,,SP,,,,"11.045,47",,,,,,,,-,,,,,,"11.045,47",,,,,,,,,"46.178,17",,,,,,,,
PERUIBE-SP,,,,,,,,,,SP,,,,"17.357,19",,,,,,,,"126.333,47",,,,,,"143.690,66",,,,,,,,,"598.416,09",,,,,,,,
PINDAMONHANGABA-SP,,,,,,,,,,SP,,,,"1.059.542,21",,,,,,,,-,,,,,,"1.059.542,21",,,,,,,,,"5.762.190,10",,,,,,,,
PIQUETE-SP,,,,,,,,,,SP,,,,"12.097,43",,,,,,,,-,,,,,,"12.097,43",,,,,,,,,"50.576,13",,,,,,,,
PIRAPORA DO BOM JESUS-SP,,,,,,,,,,SP,,,,"12.097,43",,,,,,,,-,,,,,,"12.097,43",,,,,,,,,"50.576,13",,,,,,,,
POA-SP,,,,,,,,,,SP,,,,"19.461,09",,,,,,,,-,,,,,,"19.461,09",,,,,,,,,"81.361,64",,,,,,,,
POTIM-SP,,,,,,,,,,SP,,,,"13.149,37",,,,,,,,-,,,,,,"13.149,37",,,,,,,,,"54.974,06",,,,,,,,
PRAIA GRANDE-SP,,,,,,,,,,SP,,,,"249.973,48",,,,,,,,-,,,,,,"249.973,48",,,,,,,,,"1.047.507,50",,,,,,,,
QUELUZ-SP,,,,,,,,,,SP,,,,"11.045,47",,,,,,,,-,,,,,,"11.045,47",,,,,,,,,"46.178,17",,,,,,,,
REDENCAO DA SERRA-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
REGISTRO-SP,,,,,,,,,,SP,,,,"16.831,20",,,,,,,,-,,,,,,"16.831,20",,,,,,,,,"70.366,79",,,,,,,,
RIBEIRAO PIRES-SP,,,,,,,,,,SP,,,,"19.987,07",,,,,,,,-,,,,,,"19.987,07",,,,,,,,,"83.560,60",,,,,,,,
RIO GRANDE DA SERRA-SP,,,,,,,,,,SP,,,,"16.305,24",,,,,,,,-,,,,,,"16.305,24",,,,,,,,,"68.167,85",,,,,,,,
ROSEIRA-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
SALESOPOLIS-SP,,,,,,,,,,SP,,,,"12.097,43",,,,,,,,-,,,,,,"12.097,43",,,,,,,,,"50.576,13",,,,,,,,
SANTA BRANCA-SP,,,,,,,,,,SP,,,,"11.571,45",,,,,,,,-,,,,,,"11.571,45",,,,,,,,,"48.377,16",,,,,,,,
SANTA ISABEL-SP,,,,,,,,,,SP,,,,"16.831,20",,,,,,,,-,,,,,,"16.831,20",,,,,,,,,"70.366,79",,,,,,,,
SANTANA DE PARNAIBA-SP,,,,,,,,,,SP,,,,"19.461,09",,,,,,,,-,,,,,,"19.461,09",,,,,,,,,"81.361,64",,,,,,,,
SANTO ANDRE-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
SANTO ANTONIO DO PINHAL-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
SANTOS-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.959,92",,,,,,,,
SAO BENTO DO SAPUCAI-SP,,,,,,,,,,SP,,,,"11.045,47",,,,,,,,-,,,,,,"11.045,47",,,,,,,,,"46.178,17",,,,,,,,
SAO BERNARDO DO CAMPO-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
SAO CAETANO DO SUL-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
SAO JOSE DO BARREIRO-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
SAO JOSE DOS CAMPOS-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
SAO LOURENCO DA SERRA-SP,,,,,,,,,,SP,,,,"11.571,45",,,,,,,,-,,,,,,"11.571,45",,,,,,,,,"48.377,16",,,,,,,,
SAO LUIS DO PARAITINGA-SP,,,,,,,,,,SP,,,,"11.045,47",,,,,,,,-,,,,,,"11.045,47",,,,,,,,,"46.178,17",,,,,,,,
SAO PAULO-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
SAO SEBASTIAO-SP,,,,,,,,,,SP,,,,"1.633.858,55",,,,,,,,"5.654.043,95",,,,,,"7.287.902,50",,,,,,,,,"37.285.160,93",,,,,,,,
SAO VICENTE-SP,,,,,,,,,,SP,,,,"249.973,48",,,,,,,,-,,,,,,"249.973,48",,,,,,,,,"1.047.507,50",,,,,,,,
"Superintendência de Participações Governamentais
*Valor sem a retenção de 1% (um por cento) de PASEP, conforme disposto no inciso III, do Art.2º da Lei nº 9.715, de 25 de novembro de 1998, combinado como parágrafo 6º do Art.19 da Medida Provisória nº 2.158, de 24 de agosto de 2001.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETE BARRAS-SP,,,,,,,,,,SP,,,,"11.571,45",,,,,,,,-,,,,,,"11.571,45",,,,,,,,,"48.377,16",,,,,,,,
SILVEIRAS-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
SUZANO-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
TABOAO DA SERRA-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
TAUBATE-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
TREMEMBE-SP,,,,,,,,,,SP,,,,"16.305,24",,,,,,,,-,,,,,,"16.305,24",,,,,,,,,"68.167,85",,,,,,,,
UBATUBA-SP,,,,,,,,,,SP,,,,"18.409,13",,,,,,,,"45.711,40",,,,,,"64.120,53",,,,,,,,,"267.232,80",,,,,,,,
VARGEM GRANDE PAULISTA-SP,,,,,,,,,,SP,,,,"16.305,24",,,,,,,,-,,,,,,"16.305,24",,,,,,,,,"68.167,85",,,,,,,,
SAO PAULO  TOTAL,,,,,,,,,,,,,,"11.922.823,25",,,,,,,,"24.519.227,01",,,,,,"36.442.050,26",,,,,,,,,"179.227.594,91",,,,,,,,
